0,0,0,0,0,0,0
-0.51456529169851,-17.3734151143012,-20.0022209761412,-16.8699335919907,-17.0468371962269,-24.3949669161481,-7.30269621632042
-2.54029248245161,-7.83643268293194,-12.3297052391799,-3.94819262868537,-5.66438328623726,-16.3335976488223,-6.46353227021036
-5.18266062976429,-2.27269184881218,-9.94048501776638,-5.53852616001126,-0.774116286283026,-13.4767299908978,-9.61714406475661
-6.77070816357919,-1.65577980796671,-11.1537812105722,-24.4858019155763,-15.6671573579157,-28.1654275862044,-10.2311057966695
-0.274302968324048,-7.46245544630301,-15.5566452699851,-12.2680822676532,-5.96889059519149,-25.4083216065444,-14.2709586798575
-3.11429083660107,-9.37516457002832,-6.14958690235599,-16.2922217550055,-11.2460429328435,-29.10390174322,-18.5389338648848
-21.9373468523353,-18.8403589253696,-14.2269703325641,-2.05771050532641,-1.85359087667217,-16.1644428269958,-19.4884945123887
-10.5146909462625,-7.8582967839721,-7.8788774900981,-5.60461312860547,-6.0875274054145,-13.6674992314475,-16.8509722208406
-10.2044978351687,-12.8726486466043,-12.5724884437916,-2.94494785391227,-1.79248639660061,-10.6090593929757,-18.4391811013836
-17.205180147146,-9.95264035373529,-11.6232476798063,-8.81627612777868,-3.33338111002901,-13.7882397109121,-17.4393674444188
-0.264604606506226,-2.70196710627476,-0.790889948202157,-16.3303031991587,-4.43833623574865,-14.7735885766059,-16.6951503073726
-11.2394574945052,-8.44250200451451,-16.7850515039489,-22.5986970486603,-7.42427270560254,-13.571892782751,-19.7197705282946
-0.664705833636755,-2.88830845042491,-12.7450366349358,-14.7547891551939,-1.74707045193155,-6.68681520035284,-16.3861245708975
-0.285873535360295,-1.24606778205417,-13.9785973794649,-22.0449551584753,-2.19449120959156,-12.4251476668278,-15.183506673939
-12.1615490041123,-8.42880943459014,-32.2176788211524,-18.9671934406126,-4.69309306111894,-14.89807007306,-13.1980716120411
-10.4189566516201,-5.93495908830065,-18.6068185179806,-19.2320827919892,-16.3235881176605,-15.6636957077517,-8.07559316491944
-13.1086086343757,-8.92579629210914,-5.06215921571815,-5.39890236804591,-6.31208553816928,-6.99731114723943,-4.38444652382012
-9.30069219582862,-3.93063613557882,-3.31136112230255,-13.8648392566561,-16.4682495217367,-14.7606739047343,-2.42737754179458
-9.88746254543692,-2.95281210776934,-1.28432943125955,-8.62091243519248,-7.250252573649,-6.99738478845613,-0.131982985318354
-3.61568533370381,-10.2253663104617,-6.73977883731938,-6.58685867962106,-2.64775507805019,-5.43332668056649,-0.897883111269117
-4.91382966177904,-13.5648136025657,-9.37002658267038,-13.0690658242443,-8.65823580556649,-7.3002692112793,-2.83530863134009
-10.9624219151427,-0.288216074974093,-11.240919116237,-4.59524362380828,-6.55626731557412,-0.0187727921212648,-1.06362095169367
-27.3942037213451,-9.88507926408784,-14.2844841984038,-14.7135551717917,-12.1961891352607,-7.84137046959148,-6.67171787379714
-18.6649174500662,-14.2347497030803,-3.30732978165156,-9.76546013680235,-8.36636556813895,-2.77619400819788,-6.07250931315296
-14.5695436296225,-20.2612980331845,-9.70126788575903,-9.59168871961292,-11.7456245751607,-8.17822333786444,-8.29521111164673
