-123.850917801625,-145.114288151871,-118.114288151871,-153.114288151871,-115.340339962101,-94.5055705332651,-154.365999456219,-127.832706964419,-107.313299909714,0,0,0
-128.082019411163,-147.061401252953,-120.061401252953,-149.854529508116,-113.942337318061,-94.3619862936458,-159.061401252953,-129.688145027373,-109.203116111966,0,0,0
-133.694904762415,-149.552886263921,-122.552886263921,-149.189902953481,-119.388091534262,-98.6998895578843,-161.552886263921,-132.0833323752,-111.63441508347,0,0,0
-138.839542675006,-149.496537556759,-122.496537556759,-151.912938068671,-125.240664273648,-102.336616754815,-161.496537556759,-133.068527561262,-112.229031309573,0,0,0
-134.228631297093,-147.841832528787,-120.841832528787,-151.289280146425,-127.285884412181,-102.994364955908,-159.841832528787,-130.549388190992,-110.034054817665,0,0,0
-131.311012771747,-144.755136656655,-117.755136656655,-152.755136656655,-130.019216833623,-103.54518676726,-155.958441145205,-131.299489883739,-109.345357423583,0,0,0
-134.103066352576,-145.53049454289,-118.53049454289,-148.074084686836,-132.096003639879,-105.133937728508,-157.53049454289,-132.719631984211,-110.523705443716,0,0,0
-139.10836054838,-144.922943542745,-117.922943542745,-146.501175642129,-129.91794339572,-103.544818450855,-156.922943542745,-135.598299752236,-112.095041173677,0,0,0
-137.743326433092,-144.822109989091,-117.822109989091,-144.27922751542,-127.475688681273,-101.980596671705,-156.822109989091,-132.349160507799,-110.026516563283,0,0,0
-135.785757953899,-141.403164952189,-114.403164952189,-146.319315280812,-130.213229840958,-102.40945550767,-153.403164952189,-132.596103014892,-108.898751241379,0,0,0
-136.586546257064,-139.823933235265,-112.823933235265,-147.823933235265,-130.234603155058,-101.830601935136,-150.964233878219,-131.975005970633,-107.91835369487,0,0,0
-138.498691850852,-141.947281342247,-114.947281342247,-149.264685750742,-128.676065905812,-101.652771694475,-153.947281342247,-130.973278913012,-108.088529823975,0,0,0
-139.6828072955,-141.6828072955,-114.6828072955,-148.724001763893,-131.605415263011,-103.384437275194,-151.201583583853,-127.380427778327,-105.743820097267,0,0,0
-137.833225888963,-142.082192692644,-115.082192692644,-147.470083300956,-133.308029140983,-104.598340472856,-154.082192692644,-126.137810451105,-105.116953791682,0,0,0
-138.753513714182,-143.573116009902,-116.573116009902,-147.388375280711,-135.019123542455,-106.226870717748,-155.573116009902,-124.473838661812,-104.636067667346,0,0,0
-140.621625384581,-142.621625384581,-115.621625384581,-146.920668350602,-139.439538920504,-108.632821344533,-153.999528454116,-126.763446086003,-105.71026332297,0,0,0
-140.935070979096,-140.542850485524,-114.510630218932,-145.139363180731,-143.12359644128,-111.12359644128,-155.12359644128,-127.412636473275,-106.304246461276,0,0,0
-137.985197746645,-137.525738628525,-112.52224733533,-144.708746411522,-142.84976184667,-110.84976184667,-154.84976184667,-126.237992356011,-105.467405915008,0,0,0
-141.75352667912,-135.286854313105,-111.46185645036,-147.515699340038,-143.75352667912,-111.75352667912,-155.235505084277,-125.447717703015,-105.312396069054,0,0,0
-140.588078345017,-133.510749955139,-110.999926809499,-150.111305654897,-145.481888233431,-113.481888233431,-157.481888233431,-122.571567283979,-104.162937640023,0,0,0
-137.495214142397,-131.233885003175,-109.895267087818,-153.548010138337,-146.330903895558,-114.330903895558,-158.330903895558,-124.342908911568,-105.588407030564,0,0,0
-140.10707884587,-132.169330414494,-110.564554525364,-154.556594710146,-146.556594710146,-114.556594710146,-157.821545415111,-128.96277644773,-108.560458296136,0,0,0
