X,Y,Z,X,Y,Z,W
-1.334413,342.902985,42.652824,-0.012129,0.013798,-0.009566,0.999785
-1.357652,342.9245,42.691166,-0.012137,0.013862,-0.009632,0.999784
-1.391335,342.962128,42.737198,-0.012176,0.013903,-0.00978,0.999781
-1.425795,343.00354,42.779385,-0.012209,0.013926,-0.009856,0.99978
-1.467247,343.056976,42.819962,-0.012235,0.013953,-0.009943,0.999778
-1.499885,343.109161,42.869514,-0.012244,0.013971,-0.010036,0.999777
-1.537246,343.158569,42.913506,-0.012301,0.013987,-0.010046,0.999776
-1.573701,343.206421,42.958279,-0.012347,0.013977,-0.010128,0.999775
-1.614721,343.241486,42.997627,-0.01234,0.013996,-0.010127,0.999775
-1.657137,343.272919,43.041363,-0.01228,0.014031,-0.010075,0.999775
-1.704999,343.313599,43.086926,-0.012139,0.01407,-0.009911,0.999778
-1.764202,343.338165,43.138119,-0.012002,0.014066,-0.009773,0.999781
-1.809755,343.355927,43.19165,-0.011801,0.014045,-0.009652,0.999785
-1.854819,343.383118,43.233067,-0.011712,0.014018,-0.009613,0.999787
-1.903311,343.504303,43.292038,-0.012353,0.013997,-0.009994,0.999776
-1.944971,343.557678,43.326206,-0.012627,0.013979,-0.01021,0.99977
-1.947305,343.488953,43.317173,-0.01176,0.014033,-0.009787,0.999785
-1.965565,343.510529,43.325367,-0.011578,0.014049,-0.009774,0.999787
-1.988926,343.527557,43.346775,-0.011563,0.014066,-0.009843,0.999786
-2.041497,343.659576,43.390831,-0.012281,0.014082,-0.010326,0.999772
-2.056461,343.609741,43.387314,-0.011551,0.014123,-0.010005,0.999783
-2.098109,343.70517,43.429749,-0.01202,0.014131,-0.010337,0.999775
-2.11844,343.654755,43.421631,-0.011328,0.014154,-0.010009,0.999786
-2.150392,343.673309,43.421249,-0.011077,0.014183,-0.009908,0.999789
-2.18644,343.703766,43.429775,-0.011048,0.0142,-0.009862,0.99979
-2.243988,343.821655,43.460098,-0.011801,0.014212,-0.010231,0.999777
-2.294701,343.909149,43.471291,-0.012151,0.014203,-0.010368,0.999772
-2.330597,343.941101,43.473091,-0.012159,0.014211,-0.010363,0.999771
-2.362608,343.964996,43.477127,-0.012043,0.014226,-0.010258,0.999774
-2.400528,343.993927,43.47744,-0.011975,0.014237,-0.010304,0.999774
-2.409315,343.918091,43.448856,-0.011173,0.014238,-0.009925,0.999787
-2.434761,343.923492,43.439548,-0.011079,0.014217,-0.009993,0.999788
-2.465153,343.946899,43.434479,-0.011145,0.014221,-0.010123,0.999786
-2.497357,343.971313,43.431801,-0.011161,0.014237,-0.010267,0.999784
-2.526576,343.989655,43.42971,-0.011184,0.014257,-0.010371,0.999782
-2.563383,344.011505,43.427376,-0.01118,0.014263,-0.010522,0.99978
-2.597127,344.045074,43.42326,-0.011166,0.014268,-0.010615,0.99978
-2.627057,344.074188,43.416103,-0.011153,0.014289,-0.010619,0.999779
-2.663348,344.11972,43.406654,-0.011126,0.014314,-0.010632,0.999779
-2.697716,344.162628,43.392166,-0.011109,0.014338,-0.010634,0.999779
-2.722836,344.198761,43.374874,-0.011089,0.014349,-0.010645,0.999779
-2.751445,344.225647,43.357849,-0.010999,0.014372,-0.010555,0.99978
-2.77905,344.261414,43.344967,-0.010947,0.014409,-0.010505,0.999781
-2.811383,344.267181,43.337791,-0.010864,0.014433,-0.010362,0.999783
-2.839958,344.272186,43.325535,-0.010825,0.014413,-0.010323,0.999784
-2.860165,344.302277,43.307758,-0.010776,0.014391,-0.010307,0.999785
-2.868008,344.305481,43.284836,-0.010754,0.014391,-0.010364,0.999785
-2.870098,344.323975,43.260479,-0.010722,0.014421,-0.010405,0.999784
-2.868707,344.353516,43.231544,-0.010696,0.014437,-0.0105,0.999783
-2.867106,344.384888,43.205048,-0.010675,0.014444,-0.010562,0.999783
-2.867649,344.400024,43.172775,-0.010642,0.014453,-0.01059,0.999783
-2.877543,344.429138,43.141537,-0.010612,0.014465,-0.010562,0.999783
-2.883042,344.458405,43.111748,-0.010594,0.014475,-0.01056,0.999783
-2.885834,344.469788,43.076565,-0.010608,0.014467,-0.010533,0.999784
-2.886037,344.496857,43.03355,-0.010655,0.014472,-0.010542,0.999783
-2.884717,344.517761,42.984482,-0.010746,0.014459,-0.010577,0.999782
-2.876623,344.532654,42.945538,-0.010804,0.01446,-0.010666,0.99978
-2.866022,344.553162,42.908646,-0.010807,0.014446,-0.010744,0.99978
-2.85071,344.579712,42.875896,-0.010773,0.014443,-0.010881,0.999778
-2.837022,344.600739,42.840252,-0.010788,0.014439,-0.010978,0.999777
-2.82499,344.611237,42.80106,-0.010751,0.014434,-0.011073,0.999777
-2.837145,344.726898,42.795261,-0.011491,0.014433,-0.011491,0.999764
-2.820894,344.655823,42.737495,-0.010805,0.014453,-0.011156,0.999775
-2.819556,344.657379,42.699024,-0.010625,0.014451,-0.01106,0.999778
-2.818657,344.674713,42.668407,-0.010569,0.014442,-0.011059,0.999779
-2.818214,344.694183,42.641964,-0.010473,0.014444,-0.011039,0.99978
-2.811394,344.714142,42.611408,-0.010415,0.014463,-0.01103,0.99978
-2.803713,344.737671,42.582275,-0.010331,0.014473,-0.011013,0.999781
-2.790516,344.764587,42.552219,-0.010306,0.014477,-0.01105,0.999781
-2.775419,344.794312,42.515293,-0.010274,0.014494,-0.011027,0.999781
-2.761251,344.814758,42.480701,-0.010254,0.014503,-0.01105,0.999781
-2.748791,344.831909,42.443626,-0.010244,0.014522,-0.011067,0.999781
-2.727308,344.848083,42.408482,-0.010222,0.014539,-0.011082,0.999781
-2.699684,344.860596,42.366096,-0.010215,0.014556,-0.011055,0.999781
-2.671996,344.871521,42.328472,-0.010195,0.014576,-0.011071,0.99978
-2.649917,344.887726,42.287807,-0.010113,0.014592,-0.011012,0.999782
-2.622441,344.903259,42.258774,-0.010051,0.014631,-0.010968,0.999782
-2.597534,344.930725,42.223385,-0.00999,0.014657,-0.010864,0.999784
-2.574698,344.946472,42.183502,-0.009909,0.014675,-0.01079,0.999785
-2.543781,344.967712,42.144386,-0.009842,0.014703,-0.010723,0.999786
-2.515508,344.983978,42.105869,-0.009793,0.014722,-0.010694,0.999787
-2.476482,345.000275,42.067318,-0.009707,0.014722,-0.010717,0.999787
-2.443595,345.020477,42.031837,-0.009653,0.014715,-0.010758,0.999787
-2.401557,345.041656,41.993191,-0.009599,0.014711,-0.010826,0.999787
-2.380711,345.155975,41.983078,-0.010252,0.014697,-0.011313,0.999775
-2.356217,345.223785,41.953541,-0.010542,0.014663,-0.011592,0.99977
-2.315405,345.253143,41.916145,-0.010473,0.014632,-0.011663,0.99977
-2.277296,345.265503,41.878819,-0.010326,0.014612,-0.011655,0.999772
-2.23393,345.285431,41.845348,-0.010208,0.014592,-0.011703,0.999773
-2.194924,345.300507,41.819691,-0.010096,0.014583,-0.011772,0.999773
-2.157703,345.317108,41.792622,-0.010015,0.01457,-0.011811,0.999774
-2.124151,345.332245,41.771584,-0.009894,0.014559,-0.011852,0.999775
-2.093784,345.34198,41.749599,-0.009818,0.014553,-0.01186,0.999776
-2.067014,345.358215,41.722733,-0.009718,0.014555,-0.011848,0.999777
-2.041071,345.376221,41.693016,-0.009653,0.014555,-0.011802,0.999778
-2.014285,345.400726,41.66843,-0.009609,0.014569,-0.011729,0.999779
-1.99102,345.420746,41.643692,-0.009582,0.014589,-0.011694,0.999779
-1.961051,345.435211,41.615078,-0.009564,0.014594,-0.011683,0.99978
-1.929578,345.448914,41.581535,-0.009589,0.014588,-0.011689,0.999779
-1.894622,345.45462,41.55191,-0.009585,0.014599,-0.011681,0.999779
-1.867376,345.460144,41.526714,-0.009571,0.014608,-0.011658,0.99978
-1.829627,345.473785,41.507332,-0.009543,0.014606,-0.011681,0.99978
-1.804875,345.470184,41.48959,-0.0095,0.0146,-0.011615,0.999781
-1.774351,345.483704,41.474968,-0.009437,0.014612,-0.011582,0.999782
-1.748261,345.502655,41.459049,-0.009431,0.014628,-0.011528,0.999782
-1.722645,345.530548,41.444893,-0.009417,0.014642,-0.011508,0.999782
-1.692059,345.541901,41.425159,-0.00935,0.01465,-0.011485,0.999783
-1.660894,345.563965,41.414406,-0.0093,0.01465,-0.011495,0.999783
-1.628574,345.5802,41.408649,-0.009188,0.014666,-0.011506,0.999784
-1.602663,345.579712,41.400223,-0.009089,0.01468,-0.011512,0.999785
-1.573146,345.59259,41.396896,-0.008974,0.014683,-0.011521,0.999786
-1.550453,345.596527,41.388817,-0.008985,0.014685,-0.011494,0.999786
-1.533069,345.611481,41.374432,-0.009008,0.014703,-0.011449,0.999786
-1.514191,345.618805,41.356483,-0.009113,0.014712,-0.011474,0.999784
-1.4986,345.636414,41.346855,-0.009209,0.014701,-0.011437,0.999784
-1.473216,345.642792,41.334805,-0.009287,0.014702,-0.011502,0.999783
-1.453266,345.647827,41.328911,-0.009313,0.014704,-0.011524,0.999782
-1.428181,345.655029,41.331425,-0.009329,0.01471,-0.011585,0.999781
-1.411518,345.652161,41.331375,-0.009312,0.014716,-0.011569,0.999781
-1.398325,345.650421,41.3358,-0.009289,0.014725,-0.01157,0.999782
-1.389406,345.656128,41.344498,-0.009282,0.014724,-0.01154,0.999782
-1.378833,345.657776,41.347313,-0.009286,0.014718,-0.011543,0.999782
-1.365912,345.670135,41.350349,-0.009309,0.01473,-0.011546,0.999782
-1.358009,345.681763,41.356236,-0.009328,0.014732,-0.011582,0.999781
-1.343644,345.705261,41.364464,-0.009353,0.014737,-0.011598,0.99978
-1.338497,345.714661,41.369972,-0.009313,0.014741,-0.011614,0.99978
-1.328632,345.733612,41.386299,-0.009287,0.014771,-0.0116,0.99978
-1.324826,345.743927,41.401337,-0.009213,0.014777,-0.011628,0.999781
-1.318312,345.754822,41.417042,-0.009125,0.014781,-0.011628,0.999782
-1.313321,345.759186,41.436417,-0.009071,0.014783,-0.011661,0.999782
-1.306994,345.764832,41.456367,-0.009073,0.01479,-0.011657,0.999782
-1.304285,345.77005,41.462708,-0.009073,0.01479,-0.011668,0.999781
-1.303878,345.784271,41.474888,-0.00913,0.01479,-0.011691,0.999781
-1.301277,345.79303,41.487255,-0.00916,0.014788,-0.011734,0.99978
-1.298681,345.807007,41.505436,-0.009169,0.014794,-0.011746,0.99978
-1.301395,345.818573,41.524021,-0.00912,0.014791,-0.011783,0.99978
-1.303791,345.826019,41.551952,-0.009113,0.014793,-0.011769,0.99978
-1.312348,345.831879,41.572918,-0.009089,0.014798,-0.011761,0.99978
-1.323638,345.829742,41.595783,-0.009101,0.014797,-0.011724,0.99978
-1.340774,345.846527,41.620361,-0.009117,0.014791,-0.011693,0.999781
-1.35441,345.842773,41.642895,-0.009125,0.014782,-0.011693,0.999781
-1.367223,345.861084,41.668385,-0.009116,0.014769,-0.011706,0.999781
-1.374575,345.864349,41.696899,-0.009081,0.014768,-0.011688,0.999781
-1.388144,345.876984,41.723225,-0.009048,0.014775,-0.011672,0.999782
-1.407394,345.88089,41.754395,-0.008977,0.014777,-0.011641,0.999783
-1.428212,345.896515,41.784992,-0.00894,0.014775,-0.011613,0.999783
-1.444399,345.899048,41.818718,-0.008881,0.014784,-0.01159,0.999784
-1.468412,345.909576,41.848278,-0.008883,0.014785,-0.011524,0.999785
-1.488219,345.916107,41.876987,-0.008928,0.014789,-0.011467,0.999785
-1.510836,345.927917,41.89854,-0.008952,0.014779,-0.011463,0.999785
-1.527089,345.933533,41.928528,-0.00895,0.014773,-0.011505,0.999785
-1.540474,345.944885,41.959621,-0.008958,0.014769,-0.011523,0.999784
-1.554347,345.951477,41.990543,-0.008962,0.014768,-0.011523,0.999784
-1.576557,345.957703,42.017399,-0.008953,0.014776,-0.011533,0.999784
-1.594644,345.970398,42.046288,-0.008983,0.014767,-0.011491,0.999785
-1.61443,345.980103,42.070869,-0.008975,0.014765,-0.011491,0.999785
-1.634667,346.000427,42.101227,-0.009028,0.014764,-0.011479,0.999784
-1.654114,345.999603,42.127625,-0.009039,0.014766,-0.011473,0.999784
-1.671279,346.018829,42.158276,-0.009079,0.014777,-0.011485,0.999784
-1.693203,346.017212,42.18111,-0.009091,0.014792,-0.011487,0.999783
-1.711829,346.023956,42.21212,-0.009122,0.014803,-0.011496,0.999783
-1.735892,346.020111,42.236298,-0.009109,0.014815,-0.011489,0.999783
-1.760005,346.026337,42.26033,-0.009128,0.014832,-0.011496,0.999782
-1.782499,346.032715,42.288082,-0.009117,0.01485,-0.011536,0.999782
-1.805761,346.032013,42.315773,-0.009083,0.014869,-0.011547,0.999782
-1.830531,346.046539,42.347198,-0.00906,0.014881,-0.011608,0.999781
-1.855944,346.04834,42.376076,-0.009028,0.014887,-0.011635,0.999781
-1.876824,346.053284,42.403938,-0.009031,0.014896,-0.011666,0.99978
-1.903561,346.056335,42.42437,-0.009007,0.014915,-0.011714,0.99978
-1.928096,346.059113,42.443768,-0.009053,0.014917,-0.011731,0.999779
-1.949486,346.062561,42.462513,-0.009046,0.01492,-0.011779,0.999778
-1.977037,346.065765,42.474998,-0.00911,0.014918,-0.011814,0.999777
-1.998083,346.075714,42.487339,-0.009125,0.014921,-0.011861,0.999777
-2.021954,346.072968,42.499489,-0.009109,0.014924,-0.011881,0.999777
-2.041011,346.074951,42.512806,-0.009069,0.014934,-0.011906,0.999777
-2.066469,346.084045,42.527493,-0.009023,0.014943,-0.011919,0.999777
-2.089715,346.079376,42.541821,-0.008991,0.014933,-0.011924,0.999777
-2.116845,346.083771,42.55687,-0.008933,0.01493,-0.011925,0.999777
-2.143036,346.071106,42.564117,-0.008898,0.014921,-0.011938,0.999778
-2.160093,346.078369,42.574852,-0.008832,0.014921,-0.011943,0.999778
-2.181045,346.079041,42.58094,-0.008823,0.014922,-0.011976,0.999778
-2.200329,346.083496,42.589828,-0.00878,0.014923,-0.011964,0.999779
-2.224745,346.090363,42.59576,-0.00877,0.014895,-0.011964,0.999779
-2.244328,346.083496,42.601192,-0.008746,0.014888,-0.011973,0.999779
-2.265561,346.092377,42.603218,-0.008754,0.014891,-0.011984,0.999779
-2.282326,346.087036,42.602356,-0.008759,0.014892,-0.012002,0.999779
-2.301491,346.096313,42.601818,-0.008769,0.014873,-0.012036,0.999779
-2.321316,346.093201,42.600136,-0.008803,0.014858,-0.012067,0.999778
-2.336693,346.102356,42.59996,-0.008784,0.014857,-0.012103,0.999778
-2.356687,346.111481,42.600723,-0.008797,0.014863,-0.012137,0.999777
-2.37349,346.110657,42.598286,-0.008806,0.014853,-0.012165,0.999777
-2.388654,346.120697,42.594536,-0.008871,0.014839,-0.012221,0.999776
-2.400424,346.119995,42.588276,-0.00888,0.01485,-0.012276,0.999775
-2.41624,346.127899,42.584446,-0.008924,0.01486,-0.012321,0.999774
-2.429388,346.128082,42.584202,-0.008936,0.014864,-0.012352,0.999773
-2.444316,346.130859,42.578892,-0.008981,0.014859,-0.012389,0.999772
-2.457994,346.135773,42.577854,-0.008994,0.014866,-0.012416,0.999772
-2.469908,346.134094,42.574142,-0.009011,0.01487,-0.012446,0.999771
-2.482292,346.137848,42.573559,-0.009014,0.014877,-0.012457,0.999771
-2.493511,346.141022,42.570255,-0.009026,0.014889,-0.012463,0.999771
-2.50198,346.138306,42.564175,-0.00906,0.014887,-0.012476,0.99977
-2.509208,346.147278,42.56459,-0.00903,0.014891,-0.012454,0.999771
-2.520942,346.138794,42.562569,-0.009035,0.01489,-0.012443,0.999771
-2.527113,346.150513,42.563095,-0.009014,0.014899,-0.012436,0.999771
-2.532565,346.140289,42.559673,-0.009036,0.014894,-0.012443,0.999771
-2.537313,346.147278,42.557419,-0.009029,0.014893,-0.012427,0.999771
-2.541518,346.143677,42.552937,-0.009026,0.014898,-0.012437,0.999771
-2.545711,346.147308,42.552582,-0.009038,0.014891,-0.012428,0.999771
-2.54917,346.148682,42.551949,-0.009026,0.014883,-0.012418,0.999771
-2.55161,346.141663,42.549473,-0.009043,0.014871,-0.012426,0.999771
-2.552681,346.152405,42.550724,-0.009034,0.014867,-0.012416,0.999772
-2.557934,346.144135,42.548962,-0.009035,0.014858,-0.012409,0.999772
-2.556901,346.148102,42.55069,-0.009016,0.014855,-0.012404,0.999772
-2.55961,346.149628,42.550861,-0.009023,0.014848,-0.012402,0.999772
-2.557709,346.146179,42.552979,-0.009024,0.014843,-0.012412,0.999772
-2.559303,346.15155,42.553055,-0.00904,0.014836,-0.012406,0.999772
-2.558805,346.151337,42.55513,-0.009029,0.014827,-0.012394,0.999772
-2.55775,346.155151,42.559345,-0.009031,0.01483,-0.012392,0.999772
-2.558032,346.154358,42.563526,-0.009023,0.014828,-0.012391,0.999773
-2.553057,346.152222,42.565823,-0.009032,0.014829,-0.012392,0.999772
-2.554425,346.159637,42.570766,-0.009041,0.014834,-0.012367,0.999773
-2.549743,346.152374,42.573467,-0.009033,0.014838,-0.012364,0.999773
-2.545922,346.158875,42.581638,-0.009017,0.014843,-0.012359,0.999773
-2.54211,346.156708,42.586979,-0.009017,0.014851,-0.01236,0.999773
-2.535394,346.159454,42.592789,-0.009042,0.014854,-0.012365,0.999772
-2.531714,346.157104,42.598507,-0.00903,0.014867,-0.012356,0.999772
-2.521998,346.156189,42.607605,-0.009028,0.014879,-0.012357,0.999772
-2.515874,346.161682,42.61581,-0.009015,0.014889,-0.012357,0.999772
-2.508542,346.155945,42.623749,-0.009022,0.014891,-0.012345,0.999772
-2.505744,346.162628,42.633934,-0.00903,0.014888,-0.012318,0.999772
-2.499324,346.156036,42.643497,-0.00903,0.014892,-0.012312,0.999772
-2.489713,346.162659,42.653549,-0.009013,0.0149,-0.012322,0.999772
-2.478631,346.16214,42.665535,-0.009006,0.014914,-0.012324,0.999772
-2.469858,346.159637,42.673233,-0.009017,0.014911,-0.012317,0.999772
-2.462806,346.160492,42.684414,-0.009006,0.014907,-0.012327,0.999772
-2.453145,346.163513,42.694885,-0.009009,0.014899,-0.01232,0.999772
-2.443051,346.169128,42.71035,-0.008989,0.014898,-0.012312,0.999773
-2.430346,346.166748,42.722336,-0.008977,0.014903,-0.012329,0.999773
-2.417713,346.163879,42.732841,-0.008985,0.014904,-0.012332,0.999772
-2.403216,346.166412,42.745049,-0.008979,0.014899,-0.012332,0.999773
-2.391345,346.16275,42.755535,-0.008976,0.014892,-0.012333,0.999773
-2.379907,346.165161,42.77018,-0.008955,0.014891,-0.012326,0.999773
-2.367841,346.163116,42.780998,-0.008974,0.014889,-0.012326,0.999773
-2.351832,346.16214,42.791416,-0.008978,0.014888,-0.012306,0.999773
-2.332951,346.159485,42.803841,-0.008989,0.014893,-0.012319,0.999773
-2.315652,346.15213,42.815392,-0.008964,0.0149,-0.012312,0.999773
-2.299607,346.156708,42.828545,-0.008959,0.014899,-0.012287,0.999773
-2.285062,346.146301,42.840607,-0.008966,0.014894,-0.012284,0.999773
-2.266587,346.152863,42.851883,-0.008983,0.014887,-0.012256,0.999774
-2.248538,346.144836,42.859715,-0.008982,0.014894,-0.012238,0.999774
-2.231027,346.150085,42.869366,-0.008982,0.014906,-0.012224,0.999774
-2.208984,346.14856,42.879547,-0.008994,0.014914,-0.012238,0.999773
-2.186883,346.146515,42.8881,-0.00901,0.014917,-0.012233,0.999773
-2.169726,346.1492,42.899021,-0.009032,0.01492,-0.012233,0.999773
-2.151979,346.147186,42.905293,-0.009026,0.014924,-0.012213,0.999773
-2.136416,346.150482,42.913635,-0.009038,0.014925,-0.012176,0.999774
-2.115066,346.149872,42.921829,-0.009054,0.014931,-0.012159,0.999774
-2.098565,346.152863,42.928093,-0.009056,0.014935,-0.012141,0.999774
-2.078788,346.15976,42.935871,-0.009084,0.014934,-0.012127,0.999774
-2.060398,346.156952,42.940575,-0.009078,0.01494,-0.012111,0.999774
-2.041426,346.164673,42.947426,-0.009095,0.014944,-0.012103,0.999774
-2.023505,346.164948,42.951355,-0.00912,0.014944,-0.012114,0.999773
-2.007283,346.168823,42.95612,-0.009139,0.014942,-0.012101,0.999773
-1.987673,346.175323,42.959511,-0.009162,0.014938,-0.012108,0.999773
-1.968533,346.169189,42.961617,-0.009165,0.014937,-0.012109,0.999773
-1.951316,346.179077,42.965298,-0.009155,0.014944,-0.012113,0.999773
-1.933568,346.173004,42.967888,-0.009161,0.014946,-0.012122,0.999773
-1.918482,346.180511,42.970211,-0.009152,0.014935,-0.01209,0.999773
-1.901256,346.181274,42.971565,-0.009171,0.014927,-0.012102,0.999773
-1.886003,346.185028,42.970814,-0.009137,0.014921,-0.01211,0.999774
-1.86854,346.18692,42.971336,-0.009114,0.014925,-0.012124,0.999774
-1.855479,346.182373,42.969379,-0.009082,0.014929,-0.012128,0.999774
-1.840903,346.191528,42.971813,-0.00904,0.014926,-0.012143,0.999774
-1.826923,346.194672,42.973633,-0.008986,0.014922,-0.012153,0.999774
-1.813971,346.200684,42.977001,-0.008884,0.014928,-0.012186,0.999775
-1.80067,346.209625,42.976879,-0.008839,0.014937,-0.012218,0.999775
-1.791586,346.206665,42.973595,-0.008812,0.014944,-0.012226,0.999775
-1.782262,346.207275,42.96796,-0.008797,0.01495,-0.012231,0.999775
-1.778557,346.201233,42.958717,-0.008777,0.014954,-0.012249,0.999775
-1.774894,346.201202,42.949986,-0.008778,0.014962,-0.012252,0.999775
-1.770566,346.198792,42.942833,-0.008759,0.014965,-0.012255,0.999775
-1.766851,346.196259,42.933117,-0.008732,0.014964,-0.012251,0.999775
-1.763656,346.210449,42.926888,-0.008715,0.014966,-0.012273,0.999775
-1.761114,346.205353,42.917942,-0.008702,0.014971,-0.012295,0.999775
-1.760869,346.223236,42.906265,-0.008721,0.014973,-0.01232,0.999774
-1.762458,346.217743,42.892014,-0.008737,0.014969,-0.012319,0.999774
-1.76498,346.220367,42.880295,-0.008743,0.014963,-0.012338,0.999774
-1.769946,346.21579,42.870155,-0.008731,0.01497,-0.012344,0.999774
-1.773386,346.206177,42.85828,-0.008751,0.014966,-0.012372,0.999773
-1.777129,346.206329,42.85107,-0.008745,0.014964,-0.01236,0.999773
-1.785335,346.199921,42.836052,-0.008732,0.014966,-0.012376,0.999773
-1.790578,346.205688,42.825439,-0.008746,0.014967,-0.012383,0.999773
-1.798525,346.207977,42.81179,-0.008748,0.014971,-0.012395,0.999773
-1.803574,346.207397,42.798512,-0.008765,0.014974,-0.012401,0.999773
-1.812238,346.214081,42.784355,-0.008759,0.014971,-0.012395,0.999773
-1.818637,346.204315,42.774529,-0.00875,0.01497,-0.012415,0.999773
-1.828236,346.203491,42.76432,-0.008733,0.014978,-0.012413,0.999773
-1.835916,346.195251,42.751865,-0.008727,0.014987,-0.012433,0.999772
-1.84528,346.195587,42.738297,-0.008742,0.014986,-0.012432,0.999772
-1.850333,346.194214,42.727081,-0.008738,0.014987,-0.012447,0.999772
-1.858942,346.194397,42.713341,-0.008727,0.014995,-0.012462,0.999772
-1.865594,346.199493,42.704548,-0.008717,0.015015,-0.012472,0.999772
-1.87608,346.193542,42.689537,-0.008725,0.015013,-0.012462,0.999772
-1.884958,346.197144,42.679932,-0.008707,0.015015,-0.012446,0.999772
-1.89503,346.191925,42.667168,-0.008709,0.015023,-0.012432,0.999772
-1.901607,346.188416,42.658051,-0.008697,0.015028,-0.012428,0.999772
-1.908087,346.190979,42.646473,-0.008686,0.015029,-0.012434,0.999772
-1.914598,346.183685,42.63871,-0.008698,0.015032,-0.012419,0.999772
-1.922038,346.188416,42.631401,-0.008697,0.015025,-0.012421,0.999772
-1.929254,346.1828,42.621021,-0.008677,0.015025,-0.012399,0.999773
-1.936443,346.19043,42.614948,-0.008672,0.015022,-0.012389,0.999773
-1.940252,346.18869,42.609924,-0.008669,0.015032,-0.01238,0.999773
-1.945225,346.190094,42.600544,-0.008679,0.015029,-0.012396,0.999773
-1.948419,346.189514,42.596245,-0.0087,0.015029,-0.01239,0.999772
-1.95087,346.190613,42.58952,-0.008691,0.015024,-0.012401,0.999772
-1.951438,346.19574,42.584541,-0.008685,0.015026,-0.012397,0.999773
-1.953333,346.1922,42.581413,-0.008677,0.015028,-0.012387,0.999773
-1.954321,346.192352,42.576527,-0.008699,0.015033,-0.012375,0.999773
-1.955762,346.194153,42.572117,-0.008692,0.015038,-0.012378,0.999772
-1.955757,346.195435,42.569244,-0.008695,0.015044,-0.012383,0.999772
-1.952255,346.19458,42.568413,-0.008674,0.015053,-0.012366,0.999773
-1.952413,346.193146,42.566021,-0.008695,0.015074,-0.012362,0.999772
-1.948895,346.196442,42.563259,-0.008684,0.01507,-0.012371,0.999772
-1.945668,346.198395,42.562508,-0.008684,0.01507,-0.01236,0.999772
-1.941857,346.198334,42.559406,-0.008689,0.015079,-0.012379,0.999772
-1.938436,346.207184,42.561539,-0.008684,0.015094,-0.012381,0.999772
-1.931721,346.203674,42.562572,-0.008685,0.015098,-0.012416,0.999771
-1.922361,346.209595,42.563374,-0.008691,0.015101,-0.012442,0.999771
-1.912826,346.211456,42.563187,-0.008692,0.01511,-0.012464,0.99977
-1.902244,346.217987,42.569267,-0.00868,0.015114,-0.012478,0.99977
-1.897149,346.217041,42.577747,-0.008663,0.015119,-0.012478,0.99977
-1.888148,346.217041,42.581223,-0.008676,0.015111,-0.012484,0.99977
-1.878136,346.214966,42.587955,-0.008702,0.015108,-0.01249,0.99977
-1.867408,346.216278,42.593246,-0.0087,0.015107,-0.012499,0.99977
-1.857551,346.218384,42.600101,-0.008698,0.015109,-0.012483,0.99977
-1.84546,346.223297,42.609089,-0.008695,0.015102,-0.012487,0.99977
-1.829855,346.225647,42.617344,-0.008715,0.015096,-0.012498,0.99977
-1.813339,346.229919,42.626221,-0.008726,0.0151,-0.012511,0.99977
-1.796772,346.232483,42.635418,-0.008708,0.0151,-0.012517,0.99977
-1.782517,346.236908,42.645954,-0.008699,0.015097,-0.012509,0.99977
-1.764884,346.235229,42.656403,-0.008696,0.015095,-0.012494,0.99977
-1.748409,346.235046,42.667294,-0.008701,0.015091,-0.012503,0.99977
-1.727335,346.242493,42.680767,-0.008684,0.015092,-0.012494,0.99977
-1.710875,346.243439,42.692169,-0.008676,0.015092,-0.0125,0.99977
-1.689599,346.24939,42.708466,-0.008652,0.015091,-0.0125,0.999771
-1.666241,346.249268,42.719734,-0.00865,0.015094,-0.012508,0.99977
-1.645445,346.252563,42.732365,-0.008638,0.0151,-0.012469,0.999771
-1.622849,346.250244,42.745125,-0.008644,0.015104,-0.012488,0.999771
-1.60056,346.249725,42.761868,-0.008604,0.015102,-0.012468,0.999771
-1.576822,346.252533,42.777882,-0.008572,0.01511,-0.012456,0.999772
-1.55102,346.251831,42.794384,-0.008561,0.015119,-0.012443,0.999772
-1.524832,346.248199,42.80883,-0.008568,0.015128,-0.012423,0.999772
-1.497153,346.246948,42.826004,-0.008549,0.015138,-0.012403,0.999772
-1.474336,346.251068,42.8419,-0.008547,0.015149,-0.012385,0.999772
-1.44757,346.248993,42.863472,-0.008543,0.015157,-0.012368,0.999772
-1.424346,346.244324,42.880058,-0.008548,0.015162,-0.012365,0.999772
-1.383604,346.147614,42.86644,-0.007795,0.015166,-0.011915,0.999784
-1.353432,346.132477,42.87775,-0.007683,0.015176,-0.011839,0.999785
-1.32838,346.133972,42.898338,-0.007677,0.015176,-0.011827,0.999785
-1.302072,346.137085,42.92041,-0.007706,0.015179,-0.01181,0.999785
-1.275487,346.137329,42.939457,-0.007743,0.01518,-0.011816,0.999785
-1.24689,346.145508,42.957027,-0.007787,0.015183,-0.011838,0.999784
-1.219846,346.151459,42.975357,-0.00782,0.01519,-0.011838,0.999784
-1.191387,346.158112,42.99601,-0.007874,0.015197,-0.011877,0.999783
-1.163148,346.162109,43.017071,-0.007888,0.015197,-0.011901,0.999783
-1.133808,346.162842,43.035744,-0.007923,0.015188,-0.011922,0.999782
-1.107275,346.17392,43.057678,-0.00793,0.015186,-0.011922,0.999782
