X,Y,Z,X,Y,Z,W
-3.061825,313.484253,41.677502,0.000028,0.000032,-0.00003,1
-3.062789,313.479431,41.676113,0.000027,0.000029,-0.000027,1
-3.060615,313.488007,41.678303,0.000023,0.00003,-0.000031,1
-3.062805,313.481384,41.676464,0.00002,0.00003,-0.000009,1
-3.06044,313.481995,41.677864,0.000024,0.000032,-0.000014,1
-3.062215,313.483429,41.677113,0.000017,0.000031,-0.000023,1
-3.061464,313.484131,41.677773,0.000026,0.000036,-0.000021,1
-3.059845,313.480682,41.677837,0.000024,0.000032,-0.000017,1
-3.060568,313.481079,41.67709,0.000023,0.000031,-0.000018,1
-3.060254,313.487061,41.677994,0.000022,0.000035,-0.000022,1
-3.061925,313.480438,41.676991,0.000024,0.000035,-0.000022,1
-3.061553,313.483276,41.67807,0.000022,0.000033,-0.000012,1
-3.060089,313.483673,41.677525,0.000022,0.000034,-0.000023,1
-3.061493,313.482117,41.67754,0.000017,0.000031,-0.000018,1
-3.06003,313.482544,41.678547,0.000022,0.00003,-0.000031,1
-3.061533,313.482117,41.67749,0.000025,0.000032,-0.000031,1
-3.059659,313.483093,41.677967,0.000007,0.000027,-0.000018,1
-3.060622,313.482971,41.678211,0.000018,0.000026,-0.000026,1
-3.06126,313.483154,41.677418,0.000018,0.000027,-0.000029,1
-3.060185,313.484589,41.677868,0.000015,0.000028,-0.000036,1
-3.060661,313.484741,41.676529,0.000031,0.000028,-0.000034,1
-3.059587,313.484344,41.677078,0.000005,0.000032,-0.000031,1
-3.060774,313.483704,41.677155,0.000026,0.000035,-0.000027,1
-3.059709,313.482605,41.676666,0.00002,0.000036,-0.000024,1
-3.059408,313.483643,41.677567,0.000024,0.000032,-0.000031,1
-3.059452,313.481232,41.676552,0.000019,0.000035,-0.000024,1
-3.058574,313.483643,41.676437,0.000026,0.000034,-0.000023,1
-3.058708,313.485443,41.6772,0.000022,0.000034,-0.000015,1
-3.058437,313.484161,41.676006,0.00002,0.000036,-0.000018,1
