Format Version,1.24,Take Name,Take 2025-04-01 01.40.00 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-04-01 01.40.00.419 PM,Capture Start Frame,6829347,Total Frames in Take,8678,Total Exported Frames,8678,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
6,0.050000,0.000033,0.000025,-0.000017,1.000000,-3.081963,313.490906,41.678040,86.786812,311.810944,86.683876,97.374878,312.489990,39.216644,-55.349041,315.988098,-44.348202,-8.005312,315.455170,-58.680588,-51.405117,311.842407,130.419632,-87.894333,313.358887,96.776741,86.791550,311.815460,86.689209,97.374916,312.483795,39.216740,-55.345276,315.983856,-44.349899,-8.014405,315.461151,-58.680080,-51.404812,311.842651,130.417862,-87.893776,313.358612,96.774460,-394.113495,14.456878,-408.201233,-449.522095,13.002947,-426.200775,-439.764282,12.262858,-462.517090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.058333,0.000031,0.000025,-0.000017,1.000000,-3.078520,313.477661,41.678043,86.790245,311.797882,86.683914,97.378319,312.476685,39.216682,-55.345577,315.974487,-44.348228,-8.001841,315.441498,-58.680592,-51.401699,311.829559,130.419632,-87.890907,313.345917,96.776718,86.799294,311.791382,86.688072,97.379250,312.478027,39.219006,-55.342171,315.966949,-44.350391,-8.009799,315.441071,-58.678410,-51.400654,311.822937,130.413345,-87.892128,313.349640,96.776886,-394.115662,14.427105,-408.206024,-449.518616,12.977206,-426.204681,-439.765198,12.237133,-462.519226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.066667,0.000023,0.000028,-0.000020,1.000000,-3.080174,313.486572,41.676975,86.788902,311.806854,86.682213,97.376648,312.484833,39.214901,-55.347836,315.982330,-44.348953,-8.004207,315.448761,-58.681660,-51.402721,311.840332,130.418930,-87.892166,313.356384,96.776260,86.794640,311.809174,86.686096,97.377762,312.480377,39.215614,-55.342999,315.976257,-44.352448,-8.014375,315.456696,-58.680237,-51.402966,311.842560,130.418274,-87.892517,313.356262,96.774025,-394.112305,14.454800,-408.201019,-449.520233,12.997050,-426.201294,-439.764343,12.262170,-462.516388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.075000,0.000040,0.000027,0.000001,1.000000,-3.078270,313.476990,41.677334,86.790802,311.799622,86.682693,97.378593,312.479706,39.215412,-55.345879,315.973480,-44.348614,-8.002200,315.442505,-58.681244,-51.400913,311.825470,130.419128,-87.890358,313.341125,96.776459,86.797699,311.799286,86.685539,97.381447,312.476746,39.217346,-55.343353,315.967621,-44.350048,-8.009267,315.444794,-58.678909,-51.400108,311.820190,130.414444,-87.893166,313.342407,96.776131,-394.113953,14.433220,-408.207581,-449.520477,12.978955,-426.206726,-439.766846,12.241953,-462.522766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.083333,0.000014,0.000028,-0.000015,1.000000,-3.079258,313.487183,41.678265,86.789810,311.809174,86.683601,97.377571,312.486420,39.216274,-55.346886,315.980865,-44.347748,-8.003246,315.447479,-58.680408,-51.401848,311.842041,130.420227,-87.891281,313.357117,96.777496,86.794525,311.811462,86.686607,97.378250,312.483063,39.218887,-55.342148,315.974731,-44.351204,-8.012564,315.454712,-58.679493,-51.401600,311.843048,130.417023,-87.891594,313.360291,96.778564,-394.110321,14.451081,-408.202698,-449.520355,12.997217,-426.199982,-439.761841,12.265429,-462.514832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.091667,0.000042,0.000030,0.000002,1.000000,-3.078573,313.479736,41.677666,86.790771,311.802246,86.682472,97.378273,312.482544,39.215134,-55.346703,315.976532,-44.347954,-8.003112,315.445587,-58.680874,-51.400677,311.827881,130.419754,-87.890327,313.343597,96.777306,86.796921,311.802460,86.685524,97.378975,312.481781,39.216866,-55.343597,315.969696,-44.349468,-8.011604,315.451172,-58.679150,-51.400501,311.823822,130.416138,-87.891663,313.349335,96.776100,-394.113617,14.441774,-408.205322,-449.523926,12.984070,-426.206177,-439.766632,12.247783,-462.520416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.100000,0.000028,0.000027,-0.000010,1.000000,-3.077163,313.482697,41.677555,86.791809,311.804413,86.683067,97.379684,312.483093,39.215790,-55.344608,315.978302,-44.348515,-8.000921,315.445831,-58.681072,-51.399956,311.834503,130.419342,-87.889328,313.350128,96.776573,86.797386,311.805878,86.684982,97.382454,312.481628,39.217503,-55.340183,315.971588,-44.351437,-8.009356,315.453003,-58.680279,-51.401779,311.834656,130.418198,-87.890892,313.355896,96.776672,-394.113647,14.439639,-408.207245,-449.521149,12.984249,-426.204590,-439.761780,12.253293,-462.517761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.108333,0.000048,0.000028,-0.000002,1.000000,-3.078437,313.481873,41.676998,86.790680,311.803192,86.682190,97.378418,312.483917,39.214916,-55.346153,315.980072,-44.348827,-8.002500,315.448944,-58.681541,-51.400963,311.829346,130.418854,-87.890450,313.345764,96.776245,86.795731,311.806793,86.688057,97.376839,312.480377,39.215633,-55.343674,315.977570,-44.350681,-8.011001,315.453094,-58.680618,-51.399052,311.828186,130.414886,-87.890762,313.347839,96.774689,-394.112610,14.447036,-408.203339,-449.520599,12.992496,-426.203918,-439.765350,12.253619,-462.519348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.116667,0.000019,0.000023,-0.000015,1.000000,-3.077280,313.476807,41.677357,86.791344,311.798431,86.683548,97.379570,312.476135,39.216335,-55.344070,315.971313,-44.349140,-8.000288,315.438110,-58.681347,-51.400738,311.830719,130.418823,-87.889847,313.346130,96.775757,86.798393,311.795197,86.684608,97.380844,312.477539,39.218891,-55.340252,315.962006,-44.350956,-8.007727,315.443542,-58.678982,-51.401512,311.829132,130.414917,-87.892860,313.352692,96.776253,-394.118195,14.426824,-408.206512,-449.518738,12.990112,-426.202148,-439.765381,12.249166,-462.521271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.125000,0.000024,0.000027,-0.000004,1.000000,-3.078655,313.486694,41.678131,86.790390,311.809814,86.683548,97.378204,312.488220,39.216255,-55.346226,315.980957,-44.347904,-8.002550,315.448975,-58.680504,-51.401329,311.838623,130.419983,-87.890755,313.353577,96.777245,86.795860,311.816528,86.687820,97.375908,312.483459,39.218304,-55.343483,315.979248,-44.349380,-8.010816,315.455505,-58.680798,-51.400738,311.840454,130.417511,-87.889893,313.354523,96.776138,-394.111786,14.454893,-408.202301,-449.517273,12.994281,-426.202545,-439.764618,12.254499,-462.518066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.133333,0.000031,0.000019,-0.000004,1.000000,-3.079324,313.479553,41.677750,86.788986,311.802002,86.684601,97.377571,312.481140,39.217487,-55.345501,315.975067,-44.349091,-8.001594,315.443268,-58.680935,-51.403435,311.830200,130.418808,-87.892319,313.345612,96.775490,86.794708,311.797974,86.686554,97.381119,312.483978,39.219589,-55.342007,315.968689,-44.349461,-8.011171,315.445770,-58.677841,-51.405262,311.825073,130.413605,-87.893898,313.352234,96.773918,-394.114990,14.436974,-408.206665,-449.518188,12.986369,-426.205811,-439.763489,12.248006,-462.519653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
