Format Version,1.24,Take Name,Take 2025-04-01 01.55.23 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-04-01 01.55.23.678 PM,Capture Start Frame,6940146,Total Frames in Take,8758,Total Exported Frames,8758,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
2945,24.541667,-0.010065,0.146290,0.000820,0.989190,3.314690,343.460907,45.527225,102.368439,342.575531,62.624447,98.765518,342.281067,14.120448,-71.619469,344.285583,-21.724470,-30.446182,343.402008,-49.130848,-17.255482,343.669250,144.470337,-61.925053,344.552155,122.803398,102.733467,342.969025,62.845371,98.585670,341.887665,14.053880,-71.656166,344.329498,-21.734947,-30.499399,343.450836,-49.187515,-17.242891,343.720795,144.485214,-61.969677,344.404236,122.738449,-439.693970,12.264431,-462.561432,-449.365326,12.998634,-426.335602,-394.093353,14.491939,-408.203308,-31.245590,596.249023,14.250737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2946,24.550000,-0.010233,0.145017,0.001003,0.989376,3.309298,343.431580,45.417809,102.319153,342.593994,62.769772,98.841026,342.284790,14.256749,-71.452126,344.205292,-22.026457,-30.208162,343.332214,-49.326694,-17.515171,343.657837,144.307678,-62.129299,344.515442,122.525764,102.671410,342.996979,63.028217,98.660118,341.877350,14.219179,-71.492081,344.244598,-22.056675,-30.303757,343.405273,-49.407272,-17.464846,343.693695,144.307388,-62.159302,344.392487,122.480225,-439.694031,12.228450,-462.571960,-449.393921,12.896346,-426.336853,-394.102234,14.439946,-408.214600,-31.176403,596.175781,14.122276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,24.558333,-0.010217,0.143864,0.001027,0.989544,3.279422,343.455109,45.292957,102.248634,342.623322,62.875584,98.883591,342.315979,14.354575,-71.324669,344.226807,-22.325321,-30.017138,343.357666,-49.529411,-17.775471,343.675659,144.134018,-62.338772,344.531281,122.248245,102.618271,343.034271,63.130161,98.707336,341.911499,14.309967,-71.374786,344.290619,-22.313227,-30.101460,343.425293,-49.618168,-17.747850,343.721375,144.130661,-62.375389,344.397034,122.152130,-439.684082,12.271399,-462.544525,-449.391205,12.934305,-426.306091,-394.088104,14.496321,-408.186798,-31.118940,596.252563,13.922109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2948,24.566667,-0.010266,0.142285,0.001107,0.989772,3.249829,343.403107,45.142742,102.162659,342.592621,63.040802,98.952362,342.281464,14.509336,-71.138504,344.155212,-22.713047,-29.744287,343.292725,-49.785267,-18.120062,343.625793,143.916168,-62.613548,344.470856,121.888412,102.563034,342.993011,63.262173,98.760933,341.869873,14.414897,-71.170868,344.171448,-22.717100,-29.803602,343.386536,-49.855095,-18.145224,343.661621,143.957672,-62.628166,344.356384,121.833420,-439.697571,12.216492,-462.578552,-449.421722,12.872845,-426.334106,-394.109863,14.426953,-408.219879,-31.076365,596.263428,13.794319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2949,24.575000,-0.010250,0.140668,0.000813,0.990004,3.204903,343.424500,45.049782,102.058136,342.560211,63.271656,99.006584,342.248566,14.729949,-70.960426,344.214600,-23.049253,-29.478270,343.327972,-49.985748,-18.488165,343.663544,143.752716,-62.908806,344.532196,121.579330,102.450218,342.917480,63.508957,98.842209,341.888062,14.658786,-71.010056,344.241150,-23.053391,-29.549412,343.404510,-50.071980,-18.503784,343.702789,143.766251,-62.919960,344.417877,121.539787,-439.684357,12.267544,-462.538940,-449.431061,12.900255,-426.278046,-394.092377,14.478009,-408.185333,-30.959478,596.304443,13.668802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2950,24.583333,-0.010198,0.138754,0.000715,0.990274,3.130894,343.409454,44.923557,101.912773,342.526764,63.527420,99.048882,342.219727,14.974258,-70.770447,344.217896,-23.461655,-29.184607,343.326447,-50.237640,-18.943594,343.643890,143.541901,-63.278034,344.521973,121.197014,102.321213,342.877625,63.738220,98.902351,341.862274,14.888850,-70.800896,344.252777,-23.443457,-29.265123,343.399200,-50.303486,-18.984325,343.706299,143.576965,-63.298920,344.379578,121.121231,-439.690674,12.242163,-462.565887,-449.452820,12.895391,-426.295410,-394.102783,14.464317,-408.202179,-30.850937,596.384277,13.554679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2951,24.591667,-0.010223,0.136908,0.000866,0.990531,3.096366,343.390076,44.819675,101.808571,342.541351,63.791363,99.125656,342.233368,15.227867,-70.550003,344.173187,-23.840338,-28.864412,343.296082,-50.461231,-19.345394,343.616852,143.355103,-63.596584,344.479706,120.845230,102.180443,342.887451,63.989265,98.990311,341.891937,15.143872,-70.590981,344.240387,-23.826401,-28.926014,343.330902,-50.495865,-19.372822,343.665741,143.373978,-63.624947,344.341675,120.766983,-439.695251,12.235820,-462.563629,-449.471619,12.852283,-426.284668,-394.112457,14.438683,-408.203217,-30.700724,596.394958,13.370781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2952,24.600000,-0.010934,0.135010,0.000943,0.990783,3.074010,343.368591,44.699780,101.713173,342.584229,64.050362,99.216331,342.208252,15.477427,-70.309235,344.028534,-24.242670,-28.521698,343.130859,-50.702557,-19.744928,343.722504,143.148163,-63.909939,344.537201,120.467896,102.047729,342.876495,64.267822,99.064598,341.854858,15.383620,-70.292061,343.901825,-24.187943,-28.630457,343.374542,-50.808090,-19.779041,343.759735,143.161194,-63.923618,344.475677,120.406471,-439.685638,12.242081,-462.556305,-449.460632,12.883558,-426.270416,-394.095367,14.470466,-408.188599,-30.621666,596.492310,13.194130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2953,24.608333,-0.010414,0.132899,0.000519,0.991075,2.984192,343.399261,44.554420,101.539062,342.504639,64.325180,99.249290,342.175934,15.741702,-70.103363,344.191620,-24.700039,-28.204079,343.279297,-50.982109,-20.254560,343.683533,142.904785,-64.321548,344.560547,120.036934,101.943413,342.863831,64.530289,99.121735,341.821198,15.644980,-70.123573,344.242920,-24.662216,-28.282589,343.333252,-51.059288,-20.294683,343.735748,142.936554,-64.368477,344.423187,119.969521,-439.697784,12.221973,-462.577057,-449.490723,12.838745,-426.285950,-394.122803,14.421562,-408.212128,-30.596540,596.482971,13.079519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2954,24.616667,-0.010285,0.130358,0.000286,0.991414,2.982056,343.421631,44.455738,101.433762,342.479248,64.731804,99.393188,342.161438,16.137144,-69.748779,344.260529,-25.172703,-27.715586,343.334961,-51.239609,-20.760971,343.696228,142.685608,-64.709633,344.597473,119.592117,101.799225,342.794098,64.895859,99.205307,341.830566,16.067644,-69.750595,344.280121,-25.191824,-27.772972,343.414948,-51.365528,-20.793261,343.748077,142.756592,-64.738388,344.479889,119.595482,-439.674408,12.274483,-462.533905,-449.477173,12.870360,-426.236786,-394.089081,14.483187,-408.173370,-30.465080,596.621643,12.929744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2955,24.625000,-0.010329,0.128308,0.000174,0.991681,2.923545,343.409851,44.358372,101.290359,342.453003,65.041702,99.450806,342.130188,16.439045,-69.518456,344.253387,-25.570475,-27.377930,343.317841,-51.463150,-21.225639,343.699249,142.489136,-65.078232,344.605377,119.213905,101.614662,342.774384,65.249718,99.251694,341.809906,16.346415,-69.543961,344.313568,-25.596329,-27.420404,343.337097,-51.638359,-21.228750,343.733307,142.568375,-65.124809,344.488464,119.232689,-439.695496,12.227796,-462.574188,-449.505066,12.847324,-426.266541,-394.113342,14.441479,-408.199951,-30.440916,596.636047,12.795117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2956,24.633333,-0.009969,0.126476,-0.000911,0.991919,2.795561,343.281128,44.241096,101.082458,342.098297,65.289398,99.422882,341.800720,16.680111,-69.383965,344.314972,-25.956091,-27.149647,343.297729,-51.692402,-21.717525,343.581055,142.281555,-65.481186,344.594025,118.843941,101.212234,342.094482,65.354774,99.287323,341.772919,16.635378,-69.372864,344.326965,-25.965631,-27.130754,343.318237,-51.850098,-21.720587,343.684143,142.380051,-65.502281,344.491333,118.889725,-439.691498,12.236914,-462.556824,-449.517578,12.830328,-426.238434,-394.114197,14.431073,-408.194153,-30.420509,596.668457,12.705700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2957,24.641667,-0.009757,0.124617,-0.001033,0.992157,2.671456,343.241211,44.155777,100.878395,342.024658,65.572182,99.401100,341.746521,16.956890,-69.243942,344.321228,-26.311279,-26.913649,343.303040,-51.889366,-22.209175,343.509186,142.103699,-65.884346,344.542725,118.502464,100.952744,341.957642,65.626343,99.255943,341.813812,16.913967,-69.202950,344.315521,-26.294493,-26.873041,343.329956,-52.030483,-22.216915,343.684723,142.218430,-65.910934,344.395874,118.507492,-439.684937,12.237081,-462.563538,-449.508911,12.839258,-426.241669,-394.102020,14.456263,-408.187531,-30.366838,596.770935,12.583723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2958,24.650000,-0.009801,0.122801,-0.000993,0.992382,2.569180,343.237274,44.084980,100.697235,342.034729,65.860703,99.397896,341.752686,17.240355,-69.088028,344.302856,-26.644848,-26.664268,343.288086,-52.067787,-22.669743,343.509583,141.941193,-66.258385,344.535797,118.180206,100.761169,341.978821,65.952049,99.265167,341.815643,17.201645,-69.049538,344.285034,-26.662230,-26.654200,343.323364,-52.221230,-22.648840,343.680450,142.046326,-66.261787,344.406586,118.209373,-439.700806,12.234734,-462.572296,-449.543427,12.840987,-426.239777,-394.129150,14.434979,-408.203369,-30.293764,596.782959,12.520905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2959,24.658333,-0.009599,0.120987,-0.001191,0.992607,2.466125,343.254791,44.014820,100.513336,342.004669,66.149071,99.391823,341.740295,17.524200,-68.931305,344.374481,-26.976385,-26.415215,343.351440,-52.244263,-23.130640,343.502777,141.778076,-66.631615,344.555145,117.858124,100.593414,341.952881,66.214348,99.255615,341.776764,17.495378,-68.940948,344.418671,-27.004725,-26.378996,343.319794,-52.363209,-23.105621,343.600708,141.862915,-66.628654,344.460602,117.884460,-439.667053,12.272049,-462.537628,-449.511047,12.844622,-426.213013,-394.086273,14.478000,-408.171173,-30.176111,596.835327,12.529020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2960,24.666667,-0.009744,0.119005,-0.000968,0.992845,2.304836,343.230865,43.901814,100.263634,342.036560,66.427170,99.336174,341.760284,17.798277,-68.809494,344.297089,-27.373810,-26.192453,343.290131,-52.471695,-23.681719,343.488495,141.562180,-67.087486,344.512726,117.468681,100.389076,341.996521,66.489265,99.213753,341.796600,17.753094,-68.864296,344.430206,-27.392155,-26.133947,343.184692,-52.537415,-23.680138,343.607056,141.649796,-67.094543,344.370728,117.449280,-439.700928,12.229348,-462.576172,-449.550781,12.836991,-426.239075,-394.130707,14.422575,-408.205933,-30.132202,596.873474,12.536927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2961,24.675000,-0.009916,0.116791,-0.000989,0.993107,2.221322,343.292725,43.861088,100.078758,342.110504,66.823418,99.368149,341.817413,18.190966,-68.574539,344.331207,-27.731274,-25.845972,343.317444,-52.638542,-24.200436,343.582825,141.404510,-67.498390,344.596893,117.117378,100.256104,342.164307,67.068878,99.290024,341.784027,18.127823,-68.673157,344.513428,-27.774706,-25.832285,343.209747,-52.738674,-24.176327,343.683990,141.460220,-67.492981,344.464661,117.076408,-439.681213,12.260164,-462.545654,-449.538422,12.841680,-426.208557,-394.107727,14.456455,-408.180084,-30.084217,596.919739,12.514643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2962,24.683333,-0.010463,0.114583,-0.000589,0.993358,2.164755,343.243866,43.807224,99.920502,342.179199,67.204308,99.425819,341.837219,18.569498,-68.313934,344.142822,-28.099276,-25.474388,343.145782,-52.815853,-24.689528,343.605103,141.232224,-67.880333,344.553101,116.752373,100.067078,342.216095,67.422905,99.278915,341.777802,18.436491,-68.382561,344.150116,-28.065714,-25.408909,343.171417,-52.966484,-24.668556,343.664032,141.263199,-67.887024,344.484772,116.758705,-439.684418,12.236217,-462.564178,-449.544678,12.844293,-426.218903,-394.110596,14.446187,-408.189178,-30.025898,597.013000,12.477675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2963,24.691667,-0.010085,0.112695,-0.001174,0.993578,1.993151,343.289124,43.725899,99.657570,342.091644,67.495018,99.348022,341.780304,18.858473,-68.209557,344.317810,-28.448328,-25.277266,343.284180,-53.001942,-25.232159,343.622742,141.047974,-68.328072,344.638184,116.404144,99.817749,342.135742,67.683479,99.223541,341.743439,18.743433,-68.325348,344.461578,-28.457180,-25.202442,343.184265,-53.102890,-25.220201,343.697144,141.110199,-68.327332,344.517700,116.386909,-439.697510,12.252496,-462.567474,-449.564697,12.865998,-426.212585,-394.129974,14.455373,-408.190491,-30.019510,597.054077,12.437494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2964,24.700000,-0.009704,0.110928,-0.001306,0.993780,1.884530,343.275421,43.699539,99.463303,342.030029,67.815453,99.326881,341.754089,19.177900,-68.060349,344.378601,-28.723486,-25.041204,343.349274,-53.124794,-25.687132,343.546906,140.924240,-68.694679,344.593750,116.127838,99.606949,342.087646,68.011986,99.218643,341.707611,19.083633,-68.190407,344.534119,-28.756836,-24.981682,343.244110,-53.224735,-25.664972,343.617371,140.976456,-68.677277,344.470764,116.116760,-439.673218,12.247063,-462.550323,-449.539825,12.853606,-426.193481,-394.099731,14.451788,-408.175446,-29.953751,597.066345,12.448049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2965,24.708333,-0.009769,0.109164,-0.001469,0.993975,1.727136,343.247437,43.646999,99.219307,341.979370,68.109467,99.255531,341.695404,19.471790,-67.959831,344.357635,-29.024132,-24.854582,343.312531,-53.272343,-26.189522,343.542603,140.773148,-69.108467,344.597107,115.823990,99.336685,341.979095,68.300819,99.157188,341.688995,19.394583,-68.028992,344.472290,-29.096087,-24.862616,343.217560,-53.347176,-26.182388,343.642059,140.827057,-69.095695,344.475677,115.795128,-439.700470,12.233121,-462.580780,-449.579956,12.886692,-426.201630,-394.133209,14.438560,-408.196716,-29.934069,597.089417,12.377498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2966,24.716667,-0.009691,0.107494,-0.001403,0.994158,1.570893,343.241150,43.627258,98.980522,341.983154,68.416901,99.180183,341.707367,19.779564,-67.871696,344.353455,-29.277388,-24.685091,343.318726,-53.380829,-26.671936,343.515869,140.659103,-69.506966,344.568298,115.566101,99.108307,341.968140,68.593483,99.127884,341.742950,19.707216,-67.956467,344.496307,-29.312389,-24.702570,343.191650,-53.426079,-26.686968,343.585968,140.685562,-69.494820,344.467773,115.532593,-439.673981,12.259928,-462.541046,-449.559601,12.862313,-426.172424,-394.101746,14.461579,-408.172150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2967,24.725000,-0.009853,0.105826,-0.001360,0.994335,1.397104,343.229492,43.593449,98.723267,341.994263,68.709900,99.086021,341.703278,20.073603,-67.800858,344.308289,-29.543932,-24.533531,343.272583,-53.502132,-27.170908,343.530334,140.529984,-69.921738,344.568298,115.293190,98.859024,341.981964,68.889786,99.037949,341.713593,19.991610,-67.876213,344.436523,-29.555456,-24.550467,343.178101,-53.554142,-27.169899,343.622894,140.556091,-69.907211,344.443359,115.248291,-439.691650,12.238295,-462.570312,-449.582275,12.897565,-426.182587,-394.123840,14.442696,-408.185822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2968,24.733333,-0.009807,0.104285,-0.001635,0.994498,1.281213,343.210114,43.561432,98.528259,341.923096,68.979912,99.041870,341.633392,20.344959,-67.688766,344.327393,-29.790413,-24.347799,343.269806,-53.614189,-27.587471,343.522919,140.408813,-70.259201,344.584076,115.039436,98.639633,341.873993,69.127251,98.975609,341.665985,20.283041,-67.753426,344.435394,-29.795942,-24.330923,343.187653,-53.670238,-27.590553,343.597443,140.438461,-70.234871,344.491333,114.991852,-439.687469,12.258228,-462.556549,-449.582916,12.895555,-426.168396,-394.124878,14.457445,-408.179352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2969,24.741667,-0.009966,0.102585,-0.001545,0.994673,1.121337,343.194000,43.517155,98.281319,341.938629,69.268005,98.961105,341.634460,20.635176,-67.597977,344.272278,-30.070152,-24.175642,343.218231,-53.745453,-28.078035,343.528717,140.265274,-70.663116,344.571777,114.749985,98.385971,341.890747,69.408470,98.904793,341.672180,20.563049,-67.672989,344.357239,-30.057798,-24.150864,343.152130,-53.785057,-28.102674,343.638672,140.290192,-70.649551,344.447235,114.681755,-439.678650,12.231635,-462.560883,-449.573608,12.866101,-426.174408,-394.112183,14.426398,-408.186279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2970,24.750000,-0.010726,0.100839,-0.001403,0.994844,0.921671,343.145386,43.501759,97.991432,341.974335,69.594582,98.841728,341.598358,20.964943,-67.539932,344.081879,-30.327305,-24.034435,343.013336,-53.848782,-28.616600,343.609741,140.146408,-71.112511,344.594727,114.480606,98.112984,341.884705,69.727463,98.806290,341.665680,20.873716,-67.482094,344.146790,-30.329275,-24.157877,342.958191,-53.777039,-28.652737,343.728424,140.149597,-71.093246,344.475830,114.373138,-439.696411,12.256888,-462.568665,-449.598785,12.932924,-426.169037,-394.137177,14.452134,-408.181946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2971,24.758333,-0.010628,0.099427,-0.001442,0.994987,0.783857,343.129303,43.505383,97.779015,341.946899,69.873642,98.767433,341.579956,21.246544,-67.467674,344.084137,-30.517694,-23.895599,343.017059,-53.915684,-29.028812,343.577637,140.065826,-71.451591,344.570221,114.279587,97.906464,341.871002,70.003105,98.762451,341.668243,21.189209,-67.496376,344.220123,-30.500156,-23.979780,342.876068,-53.859436,-29.047256,343.636078,140.043152,-71.437477,344.490845,114.167038,-439.671387,12.239187,-462.549347,-449.573486,12.862659,-426.160919,-394.106628,14.423120,-408.176697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2972,24.766667,-0.010492,0.097794,-0.001630,0.995150,0.624536,343.187988,43.472740,97.532112,341.963928,70.159195,98.680130,341.607849,21.535524,-67.383110,344.184937,-30.773905,-23.734804,343.107300,-54.028889,-29.505003,343.624908,139.934830,-71.842468,344.639038,114.009605,97.628799,341.878906,70.294456,98.628647,341.652161,21.463816,-67.458122,344.206146,-30.710896,-23.711134,343.106598,-54.090164,-29.521132,343.765106,139.956345,-71.813156,344.512909,113.931694,-439.694641,12.253809,-462.568939,-449.592529,12.934041,-426.167969,-394.132355,14.445516,-408.185730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2973,24.775000,-0.010697,0.096381,-0.001778,0.995285,0.436342,343.097107,43.498325,97.267433,341.863129,70.460556,98.553505,341.485413,21.840502,-67.359848,344.076630,-30.941685,-23.645895,342.979004,-54.072079,-29.967045,343.583191,139.874207,-72.230461,344.595367,113.828362,97.408340,341.766235,70.587852,98.548912,341.574341,21.783045,-67.403320,344.185822,-30.887938,-23.712589,342.875031,-54.028805,-29.996590,343.680634,139.849213,-72.216331,344.486511,113.691505,-439.680115,12.247102,-462.554688,-449.583618,12.875973,-426.162506,-394.119232,14.418553,-408.181793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2974,24.783333,-0.010810,0.094648,-0.001798,0.995451,0.300611,343.121643,43.509705,97.037216,341.895813,70.809334,98.492653,341.506897,22.194147,-67.235901,344.082581,-31.166229,-23.441618,342.980499,-54.143963,-30.438303,343.629395,139.778992,-72.610756,344.634674,113.585846,97.135933,341.787079,70.915459,98.426353,341.599121,22.129606,-67.170479,344.162598,-31.193336,-23.545450,342.906525,-54.099155,-30.455498,343.752838,139.802872,-72.584427,344.513641,113.506668,-439.683716,12.252991,-462.556946,-449.582275,12.920527,-426.158752,-394.125641,14.438636,-408.175079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2975,24.791667,-0.010694,0.093030,-0.001803,0.995604,0.121267,343.120453,43.551231,96.768669,341.888672,71.164742,98.382057,341.510864,22.554453,-67.172264,344.098297,-31.343515,-23.303549,343.001617,-54.179092,-30.930271,343.606049,139.720245,-73.017403,344.617249,113.390457,96.862343,341.780914,71.295364,98.331573,341.594482,22.478508,-67.111732,344.161652,-31.348827,-23.415186,342.946350,-54.145805,-30.940805,343.734924,139.735703,-72.995232,344.493744,113.297600,-439.689880,12.252431,-462.569580,-449.595306,12.921496,-426.171204,-394.131134,14.435012,-408.187317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2976,24.800000,-0.010528,0.091631,-0.001832,0.995736,-0.044334,343.125244,43.605511,96.524986,341.878937,71.490234,98.275009,341.516632,22.884552,-67.126976,344.131073,-31.477812,-23.194300,343.039154,-54.190311,-31.366098,343.581787,139.686996,-73.378975,344.603882,113.239319,96.631874,341.768982,71.596474,98.257286,341.603973,22.827803,-67.075562,344.185547,-31.466682,-23.322027,342.986206,-54.137615,-31.387608,343.694183,139.690079,-73.368607,344.498993,113.126938,-439.674255,12.243155,-462.553680,-449.574921,12.868093,-426.159241,-394.112823,14.429840,-408.172943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2977,24.808333,-0.010410,0.090554,-0.001891,0.995835,-0.237153,343.137512,43.633381,96.271431,341.873840,71.726807,98.126625,341.522217,23.124950,-67.156982,344.167816,-31.594757,-23.175367,343.075897,-54.212341,-31.766779,343.576233,139.646942,-73.722191,344.609039,113.108604,96.363472,341.751740,71.835281,98.109497,341.602478,23.073908,-67.090881,344.180664,-31.596273,-23.315527,343.071533,-54.184490,-31.781013,343.715393,139.664337,-73.709015,344.494049,113.012802,-439.692810,12.254135,-462.564758,-449.592102,12.948935,-426.164734,-394.136993,14.438486,-408.181458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
