x_end_avg,y_end_avg,z_end_avg,qx_end_avg,qy_end_avg,qz_end_avg,qw_end_avg,f_t,l0,l1,l2,l3,l4,l5,l6,l7,l8
0.0031131444654117,0.323685638109843,0.0413041099905968,0,0,0,1,6.19011,-0.9,-0.675,-3.6,-9.6,-10.35,-1.2,-10.65,-4.2,-4.80000000000001
0.00128507865592837,0.326605721314748,0.0428971275687218,-0.00912162665438331,-0.000212406163694739,-0.000781017148506268,0.999958069532425,6.19011,-9.782767767928,-18.7077160004969,-5.2885697393901,-11.5860902061101,-12.5180965881228,-5.58751256560263,-13.9121446725222,-7.75959616492495,-5.87075769895498
-0.000889897288288921,0.329595690965652,0.0445741223792235,-0.0191710897593066,-0.0003205316595429,-0.0117838870023929,0.999746721216934,6.19011,-14.165535535856,-21.7216820009938,-7.1646394787802,-13.1221804122203,-14.4986931762456,-7.65002513120527,-18.5242893450445,-8.69419232984986,-5.92901539790994
0.00106269107200205,0.334297595421473,0.0466177026430766,-0.0303421730447485,0.00108070929725743,-0.0216802465118411,0.999303833432817,6.19011,-20.273303303784,-24.5012730014907,-8.9844592181703,-15.7832706183304,-17.9605397643683,-9.4500376968079,-24.3364340175667,-12.2912884947747,-7.13102309686489
0.00363536283063392,0.338742081324259,0.0487859507401784,-0.0445772621763567,0.0015249773436789,-0.035027748379075,0.998390504253949,6.19011,-26.043571071712,-27.0886765019877,-11.0761539575604,-17.3568608244406,-20.8880113524911,-11.5688002624105,-30.373578690089,-15.5696346596996,-8.90490579581983
0.00452119062344233,0.342775360743205,0.0508730048934619,-0.0456628808026784,0.000620771075271351,-0.0518799943606133,0.997608631751558,6.19011,-29.54508883964,-31.5299862524846,-12.9287861969505,-19.4367010305507,-23.1732954406139,-13.4719378280132,-37.1982233626112,-18.1636058246245,-10.8897259947747
0.00942471424738566,0.347267917792002,0.0506893386443456,-0.0608306524629545,0.00206265238212325,-0.0699986563110953,0.995688488082856,6.19011,-34.162231607568,-31.0482491279816,-14.6618871863406,-20.7946662366609,-26.5624857787367,-15.4172628936158,-43.5916180351335,-21.4653894895494,-12.6800149437297
0.0115393920491139,0.352568511168162,0.0539580081899961,-0.0714213997042687,0.00213719068524264,-0.0800162271785611,0.994229259008387,6.19011,-40.012186875496,-34.1799885659785,-16.7852225507307,-24.116693942771,-29.3786292418595,-17.6836817092184,-49.6943877076557,-25.7210794044743,-14.8230382676846
0.00266019323219856,0.353480009237925,0.0612027550737063,-0.0853868640462308,-0.000415055244998609,-0.0575209281270339,0.99468600774561,6.19011,-43.6070956912756,-37.7479526963984,-18.5012170469192,-25.3610723078735,-25.3193035851853,-18.098970764985,-47.0678938534771,-24.9607403880078,-14.103738612305
-0.00804400388151407,0.353588594992956,0.0655997768044472,-0.0980196818361728,-0.00152081844865946,-0.0250251364850626,0.994868620285053,6.19011,-47.2102076320553,-39.8567859674432,-20.5397701368578,-26.608966297976,-21.6042162097612,-17.6195332582516,-43.2812437492985,-23.0513779340414,-13.8476225506754
-0.0201679608474175,0.354209311803182,0.0696025257309278,-0.103815326831652,-0.00241986245294334,0.00555476244475174,0.994578135087801,6.19011,-49.9174211353348,-42.5860538088005,-22.6646025236713,-28.5336181005784,-27.0612479749621,-17.4427324702681,-39.1395155201198,-21.4675037613249,-13.2230982859208
-0.031804067393144,0.354622807105382,0.0745867530504862,-0.107336033444515,-0.0016834224871695,0.036913186856954,0.993535886945807,6.19011,-51.4266854198645,-46.6755389353141,-25.0575745589223,-30.1216488094309,-27.8793393104754,-17.0422500416596,-33.9952482284412,-19.5213737292335,-13.0143699196037
-0.0399884934226672,0.354378185669581,0.0834892605741819,-0.096760917621708,0.000209245199506126,0.0643557294489054,0.9932248592965,6.19011,-50.3119750950191,-51.8951327044058,-28.0346164183921,-31.5413689714084,-26.152960431145,-16.3799267927387,-28.7997114055126,-19.5691157674546,-13.6885395025054
-0.0445048592984676,0.355605051914851,0.091190134982268,-0.0927056220126052,0.00243279030180568,0.0811733105970189,0.992376260712298,6.19011,-50.3602774654862,-56.9297807947866,-30.8536931899713,-33.1019338599483,-25.4793464443927,-16.4116831336615,-25.3785398169589,-21.2887938408319,-14.5791580600164
-0.0455931785206,0.358582997322083,0.100598641733328,-0.0904309846156961,0.00295653227382713,0.0766534199221383,0.992943980873337,6.19011,-51.2150861836096,-61.7969560458119,-33.5937874176051,-34.9579211117696,-24.6571149039295,-16.4154792695062,-27.6445508455927,-23.2444399317873,-15.8030011048321
-0.0401645344992479,0.359157218535741,0.100723987817764,-0.076144675808984,0.000677376057532764,0.0569697579644685,0.995467717299306,6.19011,-49.24821543166,-63.9935624075883,-35.0720489805376,-36.2580178616982,-26.2297768798894,-17.2984712915079,-31.3788661910563,-25.7244120610066,-17.8427022500944
-0.0283322258541981,0.359363033374151,0.0967446977893511,-0.0613162420138425,0.000393940992650159,0.0457342025458298,0.99706998048948,6.19011,-48.1954712666244,-62.6233005595258,-35.6680649074837,-37.6319702024471,-26.0027844674216,-17.53697326224,-35.0349771908168,-28.9383761946205,-21.3157095171829
-0.0160804528743029,0.359789204597473,0.0917051230867704,-0.0459068410982318,-0.00112586425065274,0.0286733197899309,0.998533492228626,6.19011,-46.6997903950458,-61.4196046065439,-35.6729580164366,-39.5678503386062,-27.80096486074,-17.9782302073374,-39.4769860177257,-33.2693363304316,-23.4803698451844
8.25939040320615e-05,0.360495579242706,0.0876831501722336,-0.0136647714351226,-0.00646847929385072,-0.00481169129855368,0.999874132290709,6.19011,-42.0576411701957,-61.7241916011022,-35.2322897163929,-41.1096943724703,-28.1367316569516,-18.5958646396175,-44.9869437582088,-38.1587944673413,-25.6658567036425
0.0135214077929656,0.362543652455012,0.082359379529953,0.00782791875658926,-0.010898871269724,-0.0297852808352224,0.999466245222195,6.19011,-38.9922577687099,-61.4329200694307,-34.343840711851,-43.654520355187,-29.7662916546098,-19.5266878154888,-51.1808759554791,-44.2275016048004,-27.5617568273289
0.0263426423072815,0.365399014949799,0.0756204128265381,0.0249176207654894,-0.0145946565720987,-0.0583892294405059,0.997876147655747,6.19011,-39.0402572789063,-60.0187192746443,-33.6815013550599,-46.10083731233,-31.2927482529912,-20.8391053631558,-58.4667953811429,-49.0858332425341,-29.5378635836294
0.0391931859155496,0.369239451487859,0.0687242900331815,0.0433826991037079,-0.0193793205736087,-0.0920774199928152,0.99461758082192,6.19011,-38.2449482449437,-58.6430538483004,-32.8322168221443,-48.7228997566861,-34.0426531517344,-21.7423200967206,-66.5987084210034,-54.5389771304052,-31.6290736562369
0.0475678550700347,0.373557368914286,0.0517975365122159,0.0854054386497307,-0.0218619920445456,-0.108963497032717,0.990128739441136,6.19011,-35.9758242081069,-56.0489573471402,-30.4887124330891,-55.5630345924793,-36.7103033150738,-23.9745460918837,-73.2365387659044,-57.570668860236,-32.1990083568851
0.0538819350302219,0.377891526619593,0.0345602894822756,0.130834753227148,-0.0222764074674761,-0.118078085542188,0.984095317910326,6.19011,-33.1208730352304,-52.2269946880906,-28.3984717500027,-61.9596058000758,-40.5088155535035,-25.9544713835213,-78.3608675143547,-60.3010636526011,-33.5102188866101
0.0617425858974457,0.383858035008113,0.0183027129620314,0.162587356245817,-0.0212300643142732,-0.135606059524287,0.977100625615654,6.19011,-32.2980082943341,-48.0160989500963,-26.2098629199008,-68.509395193574,-43.8977588294784,-28.3332463233961,-83.8534454645795,-61.0058099762334,-34.5170673308735
0.0625539640585581,0.38896516362826,0.00598346379896005,0.193370381687382,-0.0194816908057102,-0.142737674314874,0.97049179055807,6.19011,-31.3661867694278,-44.5857366726297,-25.2470700162911,-75.2857936800229,-48.3569176242259,-29.9364460873895,-89.2301480156916,-61.4477320654993,-35.521734732406
0.0687715475757917,0.386403206984202,0.00835112494726976,0.193766480200829,-0.0222184719138421,-0.131782429617785,0.971902403485262,6.19011,-29.5106433394767,-42.3553624299846,-23.1474804909867,-73.4004728469887,-45.3805318061629,-27.0744668401242,-84.5679927063108,-62.1409547592993,-35.8746027362121
0.07188923706611,0.383049750328064,0.00932204400499662,0.183791460904812,-0.0229708881292128,-0.11991060188585,0.975353517834638,6.19011,-27.965360713523,-39.7951215524714,-21.1293449473054,-69.9593042871922,-43.0091998677931,-25.4435937988886,-80.1018685471519,-62.4309713945077,-36.1519254793356
0.0759189188480377,0.379383293787638,0.0128129885842403,0.171944532817257,-0.0253232135577737,-0.10440870552629,0.979230634069261,6.19011,-26.1252084895682,-36.1699473575242,-19.5269363944356,-65.8902118640146,-39.7403948692698,-23.0032738606678,-74.6837599631039,-61.6193850004203,-36.8414755921176
0.0813662300507228,0.376446771621704,0.0166639529168606,0.160470610367898,-0.0275121317162949,-0.0936005326636138,0.982207313199035,6.19011,-24.6626214666127,-23.76230650386,-18.0573913369715,-61.8071575091463,-37.1478533406698,-20.9832304739544,-70.3646591666113,-62.056997091685,-37.962139389729
0.0859028195341428,0.372155276934306,0.0189155828207731,0.141462060384356,-0.02640920864826,-0.0830987682463641,0.986096158539482,6.19011,-22.4138170441569,-31.8634323208372,-15.9042780272103,-57.2671221884328,-33.0934435470314,-19.8483253629948,-63.8950622638964,-61.4692084256257,-37.3483600297551
0.0883158877491951,0.369302459557851,0.0222190141677856,0.120909291704604,-0.024313727092899,-0.0726836343720298,0.989700396659927,6.19011,-22.771903921951,-29.0689414731351,-14.3843805913006,-52.9485963847967,-31.3080996208738,-18.780989389912,-58.4502173080704,-61.8687193809044,-37.4423590909885
0.089410687983036,0.365617018938065,0.0264719909677903,0.0973929770169349,-0.0213655383013055,-0.0523635003565845,0.993637854367113,6.19011,-22.9334364498699,-28.4016422930935,-12.3560910923166,-48.8158253396992,-27.0572886284566,-17.8974379857676,-51.1927483256889,-62.1618801468522,-37.1402473628256
0.090954930583636,0.364018746217092,0.0326571318010489,0.0762444397271274,-0.0184213795939851,-0.0544477140976268,0.995431004446865,6.19011,-23.7466918028513,-27.6729389468823,-12.2486055617954,-44.475931673871,-25.3237441029097,-16.5807788660924,-48.9539673300295,-62.1018658181345,-36.9400802399645
0.0926194285353025,0.361341045300166,0.0424483654399713,0.0427668600460063,-0.0117063811615217,-0.0817196548045261,0.995668546425233,6.19011,-23.8752122523096,-26.477185650789,-11.5691304455106,-36.5535159891443,-22.9566564448318,-15.1122600690723,-49.814786096248,-59.8387474514335,-36.0384095378324
0.0945186172922452,0.359824655453364,0.0515554885069529,0.0110482167399488,-0.00534025407290571,-0.102293845445564,0.99467853489319,6.19011,-24.8041634080336,-26.8410813131531,-11.3698563213415,-28.7668196492349,-20.6188854034715,-14.2854643431694,-49.980276859147,-61.3873353110661,-35.1997249870258
0.0934950182835261,0.358962251742681,0.058499389141798,-0.0103907069621849,-0.00178397911959613,-0.113320988603518,0.993502493287887,6.19011,-25.9833299168904,-27.3098014547461,-10.9606826932303,-24.1229829817342,-18.97077267047,-13.1795301528252,-50.0981036203864,-60.8667762838656,-33.117533511882
0.0872037053108215,0.358440194527308,0.0614154241979122,-0.0207979456731312,-0.00106027059623447,-0.12362125555828,0.99211093455129,6.19011,-27.2126041023136,-28.8809338359535,-12.0965593131481,-22.4755761504377,-18.7924890916479,-13.4340267302603,-51.9920983807959,-58.7866438132484,-31.1635885745695
0.0802492827177048,0.358019242684046,0.0641017660498619,-0.0358708430460177,0.000444408051541322,-0.138916333823492,0.989654150356422,6.19011,-29.36693212602,-30.1782723369681,-12.7299610570803,-20.3763842372434,-19.1241200899156,-13.6187386915851,-54.9241771407904,-54.351724620923,-29.6487669061727
