x_end_avg,y_end_avg,z_end_avg,qx_end_avg,qy_end_avg,qz_end_avg,qw_end_avg,l0,l1,l2,l3,l4,l5,l6,l7,l8
-0.110021817,-0.091609429,0.373069,0.271833878,-0.174647113,-0.015015851,0.946244817,-138.2326442,-96.53713081,-56.30119885,-84.44004292,-59.98897685,-51.75982196,-59.80583473,-73.78447069,-43.67754936
-0.096165768,-0.076122872,0.364985083,0.243332571,-0.162060938,-0.012925615,0.956220916,-130.7371856,-90.71777262,-53.44767941,-83.07391666,-60.55057339,-52.09677988,-60.7585355,-74.56802138,-44.12548436
-0.077169917,-0.070030372,0.357442168,0.225017577,-0.145762837,-0.015453931,0.963266039,-127.0613342,-85.07531358,-49.87329253,-81.48344612,-60.18776727,-29.89587829,-62.03875438,-76.8476509,-44.87329405
-0.064944781,-0.056371575,0.352948433,0.20578423,-0.132889042,-0.014324133,0.969426723,-119.5658756,-79.25595539,-47.01977309,-80.11731986,-60.74936381,-30.23283621,-62.99145515,-77.6312016,-45.32122905
-0.045651505,-0.037891071,0.343470371,0.164420119,-0.111818897,-0.015468279,0.979909838,-113.6052206,-74.65004677,-43.58081993,-78.93902146,-56.49875902,-47.27586437,-63.95791498,-79.91279171,-45.6941014
-0.034591643,-0.025745332,0.340868556,0.148721777,-0.102201407,-0.014851028,0.98347148,-106.1097619,-68.83068858,-40.72730049,-77.57289521,-57.06035556,-47.6128223,-64.91061575,-80.6963424,-46.1420364
-0.010541465,-0.013406897,0.333919835,0.108348638,-0.07248674,-0.011650995,0.991398255,-98.25670514,-60.76805518,-38.18106419,-75.92568288,-54.61585144,-42.35281534,-66.02019606,-82.45391281,-47.00244008
0.002554636,0.001433709,0.331851216,0.083653681,-0.058929127,-0.009701732,0.994703622,-90.76124652,-54.94869699,-35.32754475,-74.55955663,-55.17744798,-42.68977327,-66.97289683,-83.2374635,-47.45037508
0.01952642,0.011096387,0.327291983,0.04040994,-0.039416523,-0.008509898,0.998369148,-81.58698881,-51.8327012,-33.22766688,-72.60288734,-50.33599419,-29.42824875,-67.02903737,-86.23302405,-42.47954442
0.030920875,0.024553168,0.326772559,0.014227612,-0.026752342,-0.006650913,0.99951871,-74.0915302,-46.01334301,-30.37414745,-71.23676108,-50.89759073,-29.76520668,-67.98173814,-87.01657474,-42.92747942
0.041927558,0.022453939,0.323411334,-0.013116286,-0.003748024,-0.001648416,0.999905595,-67.03167204,-44.24566602,-30.52244879,-69.20036331,-45.45766211,-20.60292339,-68.5611588,-87.70613037,-39.84103159
0.054938502,0.036238235,0.323875091,-0.044949317,0.012347153,0.000965833,0.998912496,-59.53621343,-38.42630783,-27.66892935,-67.83423706,-46.01925865,-20.93988131,-69.51385957,-88.48968106,-40.28896659
0.072119007,0.041219154,0.323279216,-0.08003863,0.031114914,0.008571369,0.996269146,-51.80855504,-36.73279024,-26.8413203,-66.95797504,-43.05509261,-35.65221863,-70.35492028,-88.25123422,-46.24471018
0.084301472,0.054528835,0.325383894,-0.105749838,0.045639582,0.009978471,0.993294735,-44.31309642,-30.91343206,-23.98780087,-65.59184879,-43.61668915,-35.98917655,-71.30762106,-89.03478492,-46.69264518
0.107904203,0.056184052,0.327152218,-0.140627522,0.067685123,0.020572933,0.987531963,-36.6782569,-28.62535075,-23.54346382,-63.38227719,-38.42718025,-32.619261,-71.23622566,-91.2785448,-52.14213735
0.123112738,0.065211169,0.330360742,-0.163111316,0.081378569,0.023470899,0.982965586,-28.70951725,-24.79934914,-21.26117158,-60.32777347,-39.35055263,-32.71165575,-71.0706503,-94.25830344,-53.26272524
0.145982647,0.062746531,0.333021013,-0.167168384,0.109319092,0.027236279,0.979470394,-20.75772767,-20.76730768,-18.54785693,-57.47073581,-34.66748437,-29.64789536,-71.40216492,-95.8200627,-56.77276527
0.156535742,0.064334611,0.336463793,-0.163476209,0.114981389,0.025053129,0.979503522,-12.78898803,-16.94130607,-16.26556469,-54.41623208,-35.59085676,-29.74029011,-71.23658956,-98.79982135,-57.89335316
0.16417828,0.052110262,0.33606291,-0.142948142,0.128341704,0.015532941,0.981250714,-21.85372341,-17.96228453,-16.39276124,-51.38546139,-32.66100882,-29.00460729,-70.64455919,-100.6205803,-59.60866711
0.173186437,0.055101207,0.339347502,-0.1406867,0.133891575,0.012442976,0.980879947,-13.88498377,-14.13628292,-14.110469,-48.33095767,-33.5843812,-29.09700204,-70.47898382,-103.600339,-60.729255
0.167569028,0.054192061,0.337362732,-0.144299275,0.164626569,0.006251451,0.975723696,-20.40599516,-18.5082889,-16.45432296,-47.95992862,-35.46360082,-31.01322974,-75.64590989,-98.86752633,-58.21481324
0.171772171,0.058932865,0.342882627,-0.15455645,0.202225213,-0.003796302,0.967058868,-22.16026904,-19.78180483,-17.21843252,-47.20203305,-39.5694306,-33.19349622,-82.90106347,-94.33921356,-56.07800845
0.16695053,0.065793376,0.343502273,-0.183471754,0.235067677,-0.004742117,0.95449401,-15.19791167,-20.12956579,-17.87241428,-46.41257073,-41.3619553,-33.66674331,-87.9871033,-91.35865086,-54.20238517
0.170050092,0.068755239,0.349015321,-0.186617744,0.261664981,-0.012387561,0.946864195,-16.95218555,-21.40308173,-18.63652385,-45.65467516,-45.46778508,-35.84700979,-95.24225687,-86.83033808,-52.06558038
0.161003158,0.071611475,0.350815632,-0.212743245,0.301995756,-0.017991833,0.929093735,-12.54814381,-22.21372017,-21.07056951,-45.25599622,-48.11696232,-35.67376658,-102.1628536,-82.32590034,-48.48436634
0.166940105,0.074668277,0.359862967,-0.216221295,0.335131612,-0.030859162,0.916505792,-14.30241769,-23.48723611,-21.83467907,-44.49810065,-52.2227921,-37.85403306,-109.4180072,-77.79758757,-46.34756155
0.168037767,0.057478386,0.359197867,-0.201497039,0.364859605,-0.029243151,0.908526967,-14.30960991,-26.10027202,-22.23080661,-40.13154939,-47.91452705,-34.37623099,-112.5461996,-76.3680581,-45.03104559
0.170421449,0.037829246,0.359002709,-0.185122328,0.377897796,-0.020457384,0.906920324,-16.79595994,-30.59474669,-24.3419661,-35.81038982,-42.08458828,-31.32518376,-113.3666704,-75.90159111,-44.66173426
0.178000052,0.021945969,0.360625945,-0.165448789,0.40632343,-0.016000365,0.898483142,-17.14273107,-30.09850198,-23.04560962,-31.39153441,-37.09048637,-30.23575911,-115.1910021,-73.75359288,-43.74382061
0.178281064,0.000583763,0.36062749,-0.144181492,0.414844136,-0.005303304,0.898380718,-19.6290811,-34.59297664,-25.15676911,-27.07037483,-31.2605476,-27.18471188,-116.011473,-73.28712589,-43.37450928
0.178794109,-0.011444821,0.361334159,-0.120993163,0.433394105,-0.006193573,0.893023989,-21.57064168,-36.36709161,-24.13917061,-22.85036734,-28.69852725,-26.61447594,-117.2588742,-71.30489328,-42.35589679
0.180804766,-0.031198248,0.363889023,-0.101860237,0.446036687,0.004633095,0.889187438,-24.05699171,-40.86156628,-26.2503301,-18.52920777,-22.86858848,-23.56342871,-118.0793451,-70.8384263,-41.98658545
0.176753556,-0.041792582,0.364530402,-0.081440658,0.458441145,0.007869828,0.884950395,-25.89594702,-42.8708611,-27.4721106,-14.78362423,-22.19760892,-25.05278713,-118.5882812,-69.3140765,-41.36762354
0.176399377,-0.057358123,0.366842733,-0.066584545,0.464637129,0.018404242,0.882802424,-28.38229705,-47.36533576,-29.58327009,-10.46246466,-16.36767015,-22.0017399,-119.408752,-68.84760951,-40.9983122
0.167075522,-0.058064617,0.365155731,-0.064773047,0.464737283,0.021461446,0.882815449,-30.16994972,-50.1672205,-31.84974008,-11.82909311,-20.61721098,-23.8458955,-120.3734555,-67.02720111,-40.72917558
0.16521275,-0.074402212,0.367980347,-0.048235665,0.470768685,0.03296989,0.880319915,-32.65629975,-54.66169516,-33.96089957,-7.507933532,-14.78727221,-20.79484827,-121.1939264,-66.56073413,-40.35986425
0.165129,-0.07112614,0.369263766,-0.040992985,0.468818559,0.024584107,0.882000202,-36.82908119,-55.37719992,-34.96154503,-11.71586557,-22.29791553,-25.74499179,-123.1082415,-69.23001963,-42.93767006
0.169772557,-0.074112395,0.375440007,-0.020981881,0.47801841,0.013929684,0.877988681,-43.60121131,-55.58899963,-35.35953524,-14.50490359,-25.21881905,-27.4975339,-126.9754404,-73.55127584,-45.39038852
0.175292069,-0.077453339,0.380813358,0.004232138,0.485333927,-0.000407647,0.874318536,-48.84866708,-55.15265187,-35.00885308,-13.27838862,-28.10959247,-30.32387672,-130.2411974,-79.4465467,-48.50565065
0.179713734,-0.081718262,0.387522805,0.024551903,0.490952143,-0.009738318,0.87078606,-55.6207972,-55.36445158,-35.40684329,-16.06742664,-31.03049598,-32.07641883,-134.1083963,-83.76780292,-50.95836911
0.181519821,-0.084252159,0.39280024,0.050581525,0.492134985,-0.02435113,0.868706906,-62.45559015,-55.70217756,-35.28049731,-17.37368817,-33.26133445,-34.96586129,-137.0748742,-88.57606645,-54.4923594
0.182898045,-0.08771082,0.398374452,0.067863033,0.492004647,-0.031941695,0.867355616,-69.22772027,-55.91397727,-35.67848752,-20.16272619,-36.18223797,-36.7184034,-140.9420731,-92.89732266,-56.94507786
0.182127948,-0.089352059,0.403946028,0.089002442,0.494697583,-0.044109415,0.863369693,-77.2311818,-54.01374012,-36.63930964,-21.23537596,-39.43310896,-39.56439569,-144.7339115,-96.11208253,-60.01343224
0.181364347,-0.093409356,0.409142329,0.103620093,0.494513743,-0.048385009,0.861613559,-84.00331192,-54.22553984,-37.03729985,-24.02441399,-42.35401248,-41.3169378,-148.6011103,-100.4333387,-62.46615069
0.181641226,-0.101913263,0.416568438,0.127350932,0.498039009,-0.052593436,0.856138316,-90.49110775,-55.25632112,-38.31670601,-24.98025789,-44.61489973,-42.641205,-152.730629,-104.3513468,-66.35168711
0.181269969,-0.106581774,0.422508309,0.141398556,0.498396374,-0.057621359,0.853397493,-97.26323787,-55.46812083,-38.71469622,-27.76929591,-47.53580325,-44.39374711,-156.5978279,-108.672603,-68.80440557
0.188566481,-0.087055585,0.421058381,0.110595793,0.496497033,-0.064436196,0.858549499,-93.16161623,-52.41662447,-38.56246564,-32.58947507,-51.2313453,-46.50493975,-158.3180391,-111.0177051,-70.01923266
0.195215416,-0.071528792,0.420502621,0.077323361,0.491998276,-0.064314628,0.864767265,-85.97716174,-53.53063732,-39.09452708,-38.8512513,-50.98189547,-46.35526986,-160.1320904,-112.9644313,-70.96765077
0.205471525,-0.047088092,0.420494598,0.023283053,0.493084003,-0.05652281,0.867831342,-78.75912368,-54.21189556,-38.23444251,-44.392229,-56.07994158,-49.28603124,-161.9742217,-115.7853454,-71.67427338
0.212999434,-0.029056399,0.421565721,-0.019416582,0.490595762,-0.052439601,0.869591216,-71.57466919,-55.32590841,-38.76650396,-50.65400522,-55.83049176,-49.13636134,-163.7882731,-117.7320716,-72.62269149
0.224247102,-0.013632014,0.426284842,-0.076121746,0.494116954,-0.029698874,0.865547164,-64.67342291,-56.22354396,-39.20249239,-56.85538218,-56.1547899,-48.05190708,-165.5413644,-120.5658918,-73.75021185
0.229328215,0.005188049,0.429961824,-0.127335689,0.489631055,-0.016970118,0.862414672,-57.48896842,-57.33755681,-39.73455384,-63.11715841,-55.90534007,-47.90223719,-167.3554158,-122.512618,-74.69862996
0.234019318,0.024416294,0.435121471,-0.17017363,0.484908824,-0.007163484,0.857818776,-53.44039196,-55.158264,-37.59337257,-70.08984487,-59.19128722,-50.1642889,-169.1965339,-125.0752094,-75.8026106
0.239541793,0.039324179,0.440205512,-0.194867157,0.482448763,-0.010358493,0.853910232,-49.70021139,-50.23715983,-35.1252278,-76.94273097,-59.11536038,-50.1187328,-170.7681321,-126.5192538,-76.51704011
0.241110664,0.059203043,0.447020781,-0.236226029,0.477099723,0.001891626,0.846504305,-46.03083288,-49.68696135,-35.97056479,-83.63051724,-65.44537054,-53.32698061,-172.3244902,-130.0225717,-77.87624519
0.244773257,0.077778591,0.453448353,-0.271723203,0.468202347,0.004967785,0.840790333,-42.29065231,-44.76585718,-33.50242002,-90.48340334,-65.3694437,-53.28142451,-173.8960884,-131.4666161,-78.5906747
0.226752385,0.081786294,0.44456349,-0.285144429,0.452911043,0.012768045,0.844630818,-41.2046994,-49.54111025,-36.28272192,-92.07565435,-67.82905443,-56.01530849,-170.828769,-126.9431069,-75.32765043
0.219200032,0.091455338,0.443175399,-0.291928584,0.443675086,0.00553318,0.847289504,-40.83334546,-48.90591047,-35.98128293,-92.62545527,-71.66069667,-57.94729051,-165.0690696,-120.939961,-72.34223837
-0.024099394,0.004395136,0.252135966,-0.002117571,9.83692904665847e-05,0.007952561,0.999966131,-4.5,-6.6,-4.05,-3.975,-5.85,-5.7,-4.8,-4.425,-7.05
-0.001245051,-0.001877595,0.253717546,-0.000436387,0.038646278,0.004941249,0.999240641,-2.667151256,-4.105027621,-2.513152393,0.076018478,-2.956415373,-3.963849224,-10.71514715,-9.500578565,-9.298425389
0.021658825,-0.006464231,0.255981714,-0.001980971,0.068024146,0.002603587,0.997678311,-3.384302513,-4.985055241,-3.226304786,2.064536956,-3.137830746,-0.952698448,-15.73029431,-15.06365713,-13.57185078
0.044496195,-0.010136594,0.259877751,-0.000405066,0.103050095,-0.000301789,0.994676039,-1.551453769,-2.490082862,-1.689457179,6.115555434,-0.244246119,0.783452329,-21.64544146,-20.13923569,-15.82027617
0.061585231,0.000166221,0.264666808,-0.023409312,0.12352771,-0.001757464,0.992063415,-1.593605025,-4.232610482,2.922390428,1.035323912,-3.163161492,-6.217896895,-27.18558861,-25.15856426,-19.75620156
0.083200175,-0.004676463,0.27050395,-0.025040403,0.156630683,-0.004643491,0.987328844,0.239243719,-1.737638103,4.459238034,5.086342389,-0.269576865,-4.481746119,-33.10073577,-30.23414282,-22.00462694
0.09179381,-0.002138714,0.27544209,-0.034769678,0.165077745,-0.00416669,0.985658686,-2.315407538,-6.161415723,-3.341414359,-0.678264133,9.917757762,-8.389345343,-38.60338292,-35.73159639,-26.14680233
0.074645732,-0.004137331,0.274880765,-0.034521067,0.143684302,-0.000607155,0.989021106,-6.623685221,-11.81758811,-6.375112377,-6.784934234,7.861639497,-9.623016302,-36.83488459,-35.580958,-26.27709496
0.075487945,-0.009811499,0.27547497,-0.020599007,0.139879438,-0.001397156,0.989953267,-8.325712905,-11.63313549,-8.452560396,-5.424416835,-7.797603767,-10.90356226,-37.93513627,-37.6662571,-26.45426259
0.058820266,-0.008245839,0.275527696,-0.024438072,0.117295984,0.002784382,0.992792365,-12.63399059,-17.28930788,-11.48625841,-11.53108694,-9.853722032,-12.13723322,-36.16663794,-37.51561871,-26.58455522
0.05056154,-0.010194878,0.274986384,-0.019585909,0.104422793,0.00441987,0.994330296,-13.91414327,-20.17516776,-13.29183143,-12.92916329,-11.8114028,-14.36934168,-36.28251462,-38.03294907,-26.58828535
0.033681371,-0.011121008,0.276461037,-0.024520398,0.077511707,0.008024718,0.996657559,-18.22242096,-25.83134015,-16.32552945,-19.03583339,-13.86752106,-15.60301264,-34.51401629,-37.88231068,-26.71857798
0.022316365,-0.013398201,0.276391087,-0.014445738,0.055229269,0.008593872,0.998332206,-21.46663614,-27.10235628,-19.27016497,-20.31320662,-16.84942058,-16.36090235,-33.16270546,-38.06565666,-26.48558936
0.004276979,-0.01657426,0.278772,-0.015879278,0.029762725,0.010963031,0.999370722,-25.77491382,-32.75852866,-22.30386299,-26.41987672,-18.90553884,-17.59457331,-31.39420714,-37.91501827,-26.61588199
-0.011116586,-0.015672856,0.280011688,-0.010233062,-0.005654802,0.011933376,0.999860441,-29.40116026,-35.84712292,-24.31802976,-30.78689838,-19.99954773,-19.04035364,-29.83430256,-37.78137206,-26.339534
-0.02910471,-0.012435913,0.281325815,-0.013139902,-0.0404987,0.011873316,0.999022634,-31.58998363,-37.65891727,-24.91163932,-36.37165672,-16.87667164,-17.16662799,-24.02407161,-32.74089006,-23.50700539
-0.064914787,-0.002210527,0.283369674,-0.01747114,-0.103591165,0.010894915,0.994406824,-33.06279138,-39.31192256,-25.37048326,-40.56159084,-24.74774087,-19.37395702,-14.86813753,-27.85890416,-20.39615647
-0.087429849,-0.000554899,0.288402587,-0.018819323,-0.147969536,0.008236306,0.988778546,-35.25161475,-41.12371691,-25.96409283,-46.14634918,-21.62486478,-17.50023137,-9.057906573,-22.81842216,-17.56362786
-0.109475858,0.01044254,0.293744904,-0.028116563,-0.184192968,0.006289282,0.982467737,-36.70743031,-42.63111672,-26.86531958,-50.95869541,-29.02396135,-20.59203306,-7.799824055,-16.73218821,-17.5919391
-0.129583161,0.014877727,0.300490654,-0.031839329,-0.227639002,0.003120213,0.973219917,-38.89625369,-44.44291107,-27.45892915,-56.54345375,-25.90108526,-18.71830741,-1.9895931,-11.69170622,-14.75941049
-0.129874551,-0.000325734,0.299229123,0.009252392,-0.2172478,0.005907413,0.976054757,-43.48771856,-44.34285039,-26.81736919,-51.38415384,-29.07651235,-19.63685462,-2.861277794,-11.11543013,-14.74169352
-0.132560845,-0.008852125,0.298655848,0.048292772,-0.203692581,0.009681193,0.97779518,-47.69568735,-42.36998696,-25.94700065,-44.58605999,-33.06595311,-21.74763816,-2.28188827,-9.337030014,-13.96855663
-0.125098136,-0.027830298,0.29586704,0.089899809,-0.196513275,0.008089215,0.976337606,-50.74540418,-40.95852491,-24.81603639,-39.13236311,-24.34838703,-18.53730354,-0.328035855,-12.65969191,-7.048129697
-0.12640927,-0.036150066,0.296463343,0.129232804,-0.175407718,0.01194002,0.975903915,-54.95337296,-38.98566149,-23.94566785,-32.33426926,-28.33782779,-20.64808708,0.25135367,-10.8812918,-6.274992804
-0.117076611,-0.053687164,0.295859983,0.177213389,-0.161349177,0.009409463,0.970810651,-59.33221577,-37.14349875,-22.49500145,-26.35837389,-21.77376513,-17.92331154,0.092974639,-10.67842269,-11.72821089
-0.119821283,-0.060384648,0.298404505,0.213355128,-0.14325492,0.014200107,0.966310496,-63.54018455,-35.17063533,-21.6246329,-19.56028004,-25.76320589,-20.03409509,0.672364164,-8.900022582,-10.955074
-0.118589473,-0.074919264,0.301538167,0.26651557,-0.121340191,0.017834721,0.95599578,-67.68359035,-35.58812225,-20.53911543,-12.42328543,-25.07589494,-19.65209909,0.957869411,-8.284387973,-3.395114595
-0.102797318,-0.080594218,0.301795139,0.267733683,-0.089889855,0.012584746,0.959208066,-70.25095209,-36.62339245,-21.18688587,-12.39541211,-24.17706353,-19.33281873,-7.907396242,-10.7637485,-4.764930208
-0.087276002,-0.089928451,0.303718789,0.273666755,-0.068528137,0.00340942,0.959374159,-72.56103234,-38.85383782,-21.65208186,-12.19808841,-21.76485627,-19.7921486,-13.09460403,-18.32449179,-14.59133457
-0.070825682,-0.093453055,0.304926592,0.271616685,-0.028730371,-0.001954269,0.961974596,-75.12839409,-39.88910802,-22.29985231,-12.17021509,-20.86602486,-19.47286825,-21.95986969,-20.80385232,-15.96115018
-0.055712953,-0.094880668,0.307129566,0.26982714,0.004794931,-0.005933062,0.96287856,-76.44211509,-42.64696581,-22.10633552,-12.65761658,-23.18550553,-22.24289301,-29.13610641,-26.72390423,-18.40926016
-0.039386831,-0.098160827,0.309399746,0.264664327,0.040329856,-0.009274312,0.963452274,-79.00947684,-43.68223602,-22.75410597,-12.62974326,-22.28667412,-21.92361265,-38.00137206,-29.20326476,-19.77907578
-0.029778278,-0.09962294,0.314039509,0.26994153,0.076915203,-0.009432096,0.959753436,-82.90001821,-40.55380001,-25.30623281,-12.40950734,-25.32199875,-25.69898485,-45.72212325,-33.02797098,-13.88803858
-0.01796147,-0.104985625,0.318777686,0.272282344,0.105662907,-0.012895857,0.956311336,-85.46737995,-41.58907021,-25.95400325,-12.38163402,-24.42316734,-25.37970449,-54.5873889,-35.50733151,-15.25785419
-0.005075993,-0.107773737,0.325037734,0.274610574,0.144108787,-0.014350441,0.950587058,-88.09633151,-48.79248731,-28.07895189,-12.40757941,-29.46641395,-29.05775042,-62.88039732,-40.75936488,-12.54724339
0.007669303,-0.112270916,0.331062539,0.275470121,0.175821913,-0.017692125,0.944928492,-90.66369326,-49.82775752,-28.72672234,-12.37970609,-28.56758254,-28.73847006,-71.74566298,-43.23872541,-13.91705901
0.015550361,-0.123647887,0.335061491,0.285238902,0.207628341,-0.016523622,0.935551287,-90.33039806,-52.39322307,-32.11686472,-8.008616671,-28.32219386,-30.12727658,-73.79403749,-42.84230183,-26.98382303
0.023878556,-0.136801023,0.34039126,0.287713795,0.232993889,-0.013809122,0.928840098,-87.19130794,-58.32461518,-34.76841801,-3.610617904,-25.18076617,-28.24241997,-75.37854062,-45.18454182,-27.84080026
0.02787458,-0.150813609,0.34273411,0.28113943,0.265382908,-0.001154252,0.922242485,-84.40511529,-60.17304401,-37.41426584,4.598926186,-23.93735799,-12.09439493,-77.11997945,-42.48245002,-26.02767088
0.029676347,-0.157541009,0.343544159,0.266277592,0.268417218,0.006909889,0.92574332,-81.26602518,-66.10443612,-40.06581913,8.996924952,-20.7959303,-10.20953831,-78.70448258,-44.82469001,-26.8846481
0.028954525,-0.156890148,0.341600207,0.23480169,0.277435022,0.018830655,0.931420089,-78.30338379,-70.51934659,-42.71451968,14.55069638,-20.85351236,-3.293097483,-80.21745356,-42.9197641,-26.55657203
0.033105738,-0.162087949,0.343236188,0.218335837,0.283418438,0.025705329,0.933457384,-75.16429368,-76.45073869,-45.36607297,18.94869515,-17.71208467,-1.408240868,-81.80195669,-45.26200409,-27.41354926
0.00593735,-0.158835091,0.337427771,0.208676239,0.247252863,0.035027371,0.945565086,-76.2289576,-79.62508375,-49.18601328,-6.794742709,-2.104382752,-25.7064191,-77.05764019,-37.9511498,-24.95746067
-0.015326976,-0.166584398,0.337105836,0.218463838,0.219193847,0.041837684,0.949988009,-77.20539716,-83.63266962,-51.20737995,-7.616066896,-3.047175959,-26.19538944,-70.39908976,-32.68887845,-22.34389873
-0.037849309,-0.174340652,0.33654808,0.226438781,0.179228086,0.044982946,0.956336398,-78.00094889,-87.07363509,-55.10303344,-8.148447917,-20.4647216,-25.08896372,-64.5476563,-31.80231563,-19.80907347
-0.057813949,-0.180661157,0.338125312,0.229888352,0.152203873,0.049665583,0.959957633,-78.97738845,-91.08122096,-57.12440012,-8.969772104,-21.40751481,-25.57793406,-57.88910587,-26.54004428,-17.19551153
-0.076656183,-0.188917073,0.339515551,0.239077637,0.104943515,0.045486057,0.96424051,-79.93838409,-94.73049663,-59.3329102,-12.27162471,-19.33768423,-24.14420637,-52.00911393,-25.5656272,-17.54631793
-0.097017031,-0.195022034,0.342992451,0.24206996,0.077978523,0.047863103,0.965935095,-80.91482365,-98.73808251,-61.35427687,-13.09294889,-20.28047744,-24.63317671,-45.3505635,-20.30335585,-14.93275599
-0.11711644,-0.201564798,0.34726373,0.247750863,0.022672125,0.03701734,0.967850816,-81.95854125,-102.4915133,-64.59421525,-18.30453729,-7.641958757,-23.93579804,-39.15629232,-21.68501164,-15.30137822
-0.135244389,-0.211370943,0.354281529,0.256112918,-0.000681976,0.038593426,0.965875901,-82.9349808,-106.4990992,-66.61558192,-19.12586148,-8.584751964,-24.42476838,-32.49774189,-16.42274029,-12.68781629
-0.139513363,-0.203500336,0.351678962,0.247227004,-0.025299612,0.030714969,0.968140139,-81.18127685,-108.2527169,-64.44623299,-20.57216646,-18.39095136,-24.32353911,-30.52576696,-17.42987955,-14.29001379
-0.146842735,-0.18656089,0.348721244,0.22761532,-0.041552213,0.026654574,0.972498953,-79.16893387,-104.8834122,-62.86759821,-26.57333934,-23.96280671,-27.21548435,-28.62165241,-18.49005524,-14.9261192
-0.140062082,-0.179409902,0.342163549,0.233419746,-0.033415213,0.029720818,0.971347167,-77.9609104,-100.1755687,-60.31860635,-18.89707827,-23.25183408,-28.08584234,-27.65860767,-15.32371272,-14.24527066
-0.147133971,-0.160980077,0.339669347,0.214717718,-0.046926039,0.028724535,0.975125197,-75.94856743,-96.80626401,-58.73997157,-24.89825115,-28.82368942,-30.97778758,-25.75449312,-16.38388841,-14.88137607
-0.145359817,-0.147245944,0.331221835,0.197728599,-0.057087195,0.011273631,0.978528159,-73.8133842,-97.11768992,-55.92615825,-26.61070705,-31.92913078,-23.3339392,-25.89591348,-6.105804989,-16.13400451
-0.15387593,-0.128692243,0.330400266,0.179670275,-0.075540935,0.009309108,0.980778008,-71.80104123,-93.74838521,-54.34752346,-32.61187993,-37.50098613,-26.22588444,-23.99179892,-7.16598068,-16.77010992
-0.14858424,-0.102887462,0.321558857,0.141954432,-0.070166725,0.013827603,0.987286365,-65.90227813,-92.59444581,-51.85129941,-34.66869432,-38.98963448,-32.84993287,-26.78545183,-0.832026817,-14.86447685
-0.15796947,-0.080918978,0.321599658,0.1154444,-0.089390761,0.012578043,0.989203556,-63.88993515,-89.22514111,-50.27266463,-40.6698672,-44.56148982,-35.74187811,-24.88133728,-1.892202509,-15.50058226
-0.157774858,-0.054496916,0.318061109,0.099543554,-0.11340924,0.013122262,0.988462054,-64.88438211,-81.56351905,-47.86023521,-44.62386084,-47.79174167,-38.47487494,-24.50110645,0.744686577,-14.71581843
-0.16621328,-0.033274272,0.320791608,0.07887591,-0.13351725,0.014456505,0.987796914,-62.87203913,-78.19421435,-46.28160043,-50.62503371,-53.36359702,-41.36682019,-22.5969919,-0.315489114,-15.35192385
-0.170983579,-0.002205397,0.320162688,0.043535503,-0.167054657,0.0121794,0.984910688,-61.16309112,-77.17875097,-44.28606833,-56.35261697,-58.28965061,-42.52929122,-13.50481921,-13.92713242,-8.152594639
-0.178359169,0.016317535,0.32576682,0.022103538,-0.19512132,0.013223307,0.980440844,-59.15074815,-73.80944627,-42.70743354,-62.35378985,-63.86150596,-45.42123646,-11.60070466,-14.98730811,-8.788700054
-0.171027653,0.044353074,0.326264222,-0.008766518,-0.203345627,0.014986611,0.978953066,-58.11510265,-69.74206222,-40.6203501,-67.16816792,-70.16046043,-48.7984446,-22.07756104,-7.923217605,-17.73208816
-0.169588427,0.058060295,0.329566924,-0.040567806,-0.219651235,0.014469009,0.974627229,-54.46693623,-64.16085215,-37.87126756,-73.54630443,-69.69552433,-48.60749905,-22.65887592,-8.338442519,-17.98122311
-0.167780412,0.08830994,0.333717493,-0.079318908,-0.259700915,0.016677773,0.962281558,-49.95711855,-58.15560241,-34.49296068,-79.25604355,-72.21913779,-46.85918494,-18.55567627,-4.691534336,-19.7589994
-0.16401899,0.105602924,0.339451232,-0.114307043,-0.273740138,0.019042203,0.954797168,-46.30895213,-52.57439234,-31.74387814,-85.63418006,-71.75420169,-46.66823938,-19.13699115,-5.10675925,-20.00813435
-0.161859474,0.127463537,0.34695454,-0.151861096,-0.315704587,0.02685483,0.936241229,-43.05496009,-47.23116244,-29.35518343,-92.50311788,-71.88354037,-45.99860954,-12.87604876,-21.11591762,-12.09658997
-0.160039257,0.141045444,0.353256518,-0.178876999,-0.330878335,0.031864294,0.926016854,-39.40679366,-41.64995237,-26.60610089,-98.8812544,-71.41860427,-45.80766398,-13.45736364,-21.53114253,-12.34572492
-0.150563887,0.155589688,0.359379747,-0.224177016,-0.348514379,0.033004119,0.909501578,-35.73071443,-38.96273238,-25.61221226,-104.6047916,-71.10080556,-44.62737629,-12.94254989,-20.66833417,-22.8395202
-0.150521941,0.168258362,0.368471378,-0.252023898,-0.366444795,0.037847331,0.894857389,-32.08254801,-33.38152231,-22.86312972,-110.9829281,-70.63586946,-44.43643073,-13.52386477,-21.08355908,-23.08865515
-0.144796147,0.175249607,0.376007883,-0.29444689,-0.381305776,0.034281459,0.87563218,-29.09542518,-36.74730728,-24.74164413,-117.1087649,-69.94450205,-43.7508141,-13.55711533,-23.18476736,-23.73512027
-0.144354565,0.186632357,0.386185145,-0.32321771,-0.398280458,0.03859137,0.857562648,-25.44725876,-31.16609721,-21.99256159,-123.4869014,-69.47956595,-43.55986854,-14.13843021,-23.59999228,-23.98425521
