x_end_avg,y_end_avg,z_end_avg,qx_end_avg,qy_end_avg,qz_end_avg,qw_end_avg,mass,l0,l1,l2,l3,l4,l5,l6,l7,l8
-0.046814054,0.168573566,0.110886214,-0.26606492,-0.105171179,-0.004182062,0.958191521,0,-45.16906663,-42.21949214,-35.42685339,-110.0177781,-108.3224699,-52.6670036,-73.91986843,-40.45733333,-35.74561815
-0.054551725,0.186330072,0.122154776,-0.306867448,-0.127538624,-0.00740765,0.943139118,0,-40.59322457,-44.1217932,-36.22729744,-117.4315386,-110.7601024,-53.73511332,-73.4224358,-38.39688304,-34.56468652
-0.057787891,0.211526145,0.136914078,-0.362485686,-0.146040088,-0.010505156,0.920416244,0,-36.54256449,-40.98398793,-35.70875716,-124.8806196,-112.1948798,-58.53354259,-73.07778966,-42.13738037,-18.66036803
-0.063568392,0.223046108,0.148977703,-0.397324764,-0.166071498,-0.013542557,0.902424451,0,-31.96672243,-42.88628899,-36.5092012,-132.2943801,-114.6325122,-59.60165231,-72.58035703,-40.07693008,-17.4794364
-0.060201523,0.245977638,0.167078996,-0.454571523,-0.180245934,-0.009877572,0.872226214,0,-27.42847137,-40.91853688,-36.12515308,-139.6508009,-115.7437171,-65.75992181,-73.28431764,-42.3419536,-33.76181134
-0.067657906,0.258565098,0.18202891,-0.486544977,-0.198004051,-0.018602868,0.850718705,0,-22.85262931,-42.82083794,-36.92559712,-147.0645613,-118.1813495,-66.82803153,-72.78688501,-40.28150331,-32.58087971
-0.057410363,0.266973488,0.192847355,-0.517081682,-0.193736248,-0.012746547,0.833624811,0,-22.36172868,-38.44876007,-37.45799345,-151.920546,-119.8685177,-70.07897044,-74.76711785,-45.55153704,-34.78434945
-0.053568071,0.278275404,0.202962544,-0.533029278,-0.199259325,-0.001442594,0.822297652,0,-21.17703257,-34.43670879,-35.73263586,-156.9552006,-121.9188997,-71.38482947,-76.67165406,-50.53383385,-37.55616591
-0.056015838,0.284089039,0.215147034,-0.56328206,-0.196312093,-0.017644216,0.802411094,0,-20.1142342,-36.76964422,-37.83615523,-162.2755202,-123.7126747,-74.56322845,-78.31403858,-49.80999912,-23.31880902
-0.051294375,0.29213571,0.225026671,-0.580412319,-0.198362734,-0.009810753,0.789732559,0,-18.92953808,-32.75759294,-36.11079765,-167.3101748,-125.7630567,-75.86908747,-80.21857479,-54.79229594,-26.09062548
-0.042689881,0.292253367,0.234450909,-0.606613122,-0.196442689,-0.000986735,0.77034396,0,-17.80579084,-20.36803501,-38.54987854,-172.4126619,-128.2851352,-78.03621648,-82.89203516,-53.32152698,-39.93285526
-0.036750254,0.284208834,0.228435336,-0.593208309,-0.19295559,0.016952914,0.781399156,0,-22.6109058,-21.36318937,-39.14697116,-169.4110017,-127.8921377,-77.93923317,-84.68278053,-60.26442194,-43.50381818
-0.041850759,0.274600532,0.21635738,-0.568409272,-0.171213785,0.000321759,0.804733891,0,-26.47149519,-41.34459041,-40.62628302,-169.1432578,-130.2849885,-75.64788485,-86.10798798,-61.65578401,-33.10998775
-0.037825689,0.268577202,0.211755731,-0.554627234,-0.171483397,0.017646271,0.814045874,0,-31.27661015,-42.33974478,-41.22337563,-166.1415975,-129.891991,-75.55090155,-87.89873336,-68.59867897,-36.68095067
-0.035286087,0.257558874,0.200055287,-0.528166937,-0.159189881,0.020533126,0.833832513,0,-34.10946233,-44.80302248,-43.16157787,-164.5818955,-130.2919177,-74.13173573,-89.35670977,-71.19080749,-33.94451692
-0.029431168,0.25081539,0.195802565,-0.514031508,-0.156328647,0.036500475,0.84261538,0,-38.91457729,-45.79817685,-43.75867049,-161.5802353,-129.8989202,-74.03475243,-91.14745514,-78.13370245,-37.51547983
-0.022262585,0.239057763,0.184030312,-0.4745268,-0.139784366,0.051028932,0.867571723,0,-43.48356086,-44.37739288,-45.62631792,-159.6745541,-128.9273848,-73.50167787,-93.14681604,-83.12621418,-36.73274441
-0.015021065,0.231013277,0.180384916,-0.456572643,-0.137908633,0.0676903,0.876322232,0,-48.28867582,-45.37254724,-46.22341054,-156.6728939,-128.5343873,-73.40469456,-94.93756141,-90.06910914,-40.30370733
-0.003274097,0.219349816,0.169383385,-0.414998693,-0.129012343,0.082394804,0.896851714,0,-52.60072508,-43.35973244,-46.63078056,-154.2942232,-129.1271209,-73.23966563,-96.08261454,-92.43681249,-51.82282108
0.006164074,0.210639972,0.166499114,-0.397682292,-0.127282852,0.098618433,0.903284161,0,-57.40584004,-44.35488681,-47.22787318,-151.292563,-128.7341234,-73.14268233,-97.87335992,-99.37970745,-55.39378399
0.014945169,0.201088726,0.15834596,-0.361185121,-0.106695207,0.099033851,0.921061202,0,-61.81442216,-44.59605659,-45.7051045,-149.1273976,-128.0839914,-72.71167621,-99.64125917,-104.3350066,-53.56382232
0.02644659,0.192130002,0.156846076,-0.343697547,-0.101798869,0.109151107,0.927143474,0,-66.61953712,-45.59121095,-46.30219712,-146.1257374,-127.6909939,-72.6146929,-101.4320045,-111.2779016,-57.13478524
0.037422885,0.18063754,0.149650264,-0.295495444,-0.083418435,0.106617474,0.945704246,0,-73.40138565,-32.93437303,-44.26435909,-143.9173245,-126.2694292,-72.72569819,-102.9863269,-115.2769986,-57.78028586
0.048897833,0.170949794,0.149223399,-0.275828536,-0.078837799,0.113202472,0.951256233,0,-78.20650061,-33.92952739,-44.86145171,-140.9156643,-125.8764317,-72.62871489,-104.7770722,-122.2198936,-61.35124878
0.057531317,0.158339226,0.144828063,-0.235367876,-0.058263458,0.107314906,0.964204772,0,-80.24998236,-45.04868561,-45.716079,-138.6856278,-126.3191506,-72.93572588,-105.9246061,-127.0158896,-62.70948055
0.072670928,0.175607044,0.152702266,-0.278637245,-0.035870603,0.104831058,0.953983771,0,-71.97481875,-44.01199567,-45.09406504,-139.0278041,-128.9398159,-74.14238952,-109.4117116,-128.9544922,-63.57511284
0.096671768,0.193078209,0.164949789,-0.299059806,-0.013118485,0.122917066,0.946193708,0,-66.06883853,-35.73730766,-40.77581842,-138.2557922,-134.0033394,-69.85105032,-111.3022113,-131.6946452,-72.63437956
0.106229051,0.208844506,0.174604666,-0.341376791,0.005839949,0.123697261,0.931733207,0,-57.79367492,-34.70061773,-40.15380446,-138.5979684,-136.6240046,-71.05771396,-114.7893168,-133.6332478,-73.50001185
0.126187121,0.233013479,0.189567318,-0.368080378,0.009856067,0.134460861,0.919967374,0,-50.47810301,-28.09492876,-37.90867416,-137.1080506,-137.766099,-80.01537618,-117.6281194,-136.4976256,-97.43746135
