1,Time,Displacement,Force,Rotation,Torque
,(s),(mm),(kN),(deg),(N-m)
"","0.0000","1.6502","0.0002","-0.0009","-0.00007"
"","0.0200","1.6502","0.0002","-0.0009","-0.00006"
"","0.0400","1.6502","0.0002","-0.0009","-0.00006"
"","0.0600","1.6502","0.0002","-0.0009","-0.00006"
"","0.0800","1.6502","0.0002","-0.0009","-0.00006"
"","0.1000","1.6502","0.0002","-0.0009","-0.00007"
"","0.1200","1.6502","0.0002","-0.0009","-0.00008"
"","0.1400","1.6502","0.0002","-0.0009","-0.00007"
"","0.1600","1.6502","0.0002","-0.0006","-0.00007"
"","0.1800","1.6502","0.0002","0.0009","-0.00006"
"","0.2000","1.6502","0.0002","0.0124","-0.00006"
"","0.2200","1.6502","0.0002","0.0349","-0.00005"
"","0.2400","1.6502","0.0002","0.0579","-0.00004"
"","0.2600","1.6502","0.0002","0.0801","-0.00003"
"","0.2800","1.6502","0.0002","0.1025","-0.00003"
"","0.3000","1.6502","0.0002","0.1261","-0.00003"
"","0.3200","1.6502","0.0002","0.1507","-0.00002"
"","0.3400","1.6502","0.0002","0.1752","-0.00002"
"","0.3600","1.6502","0.0002","0.1989","-0.00003"
"","0.3800","1.6502","0.0002","0.2216","-0.00002"
"","0.4000","1.6502","0.0002","0.2436","-0.00001"
"","0.4200","1.6502","0.0002","0.2656","-0.00001"
"","0.4400","1.6502","0.0002","0.2873","-0.00001"
"","0.4600","1.6502","0.0002","0.3082","-0.00002"
"","0.4800","1.6502","0.0002","0.3277","-0.00002"
"","0.5000","1.6502","0.0002","0.3464","-0.00002"
"","0.5200","1.6502","0.0002","0.3644","-0.00002"
"","0.5400","1.6502","0.0002","0.3823","-0.00004"
"","0.5600","1.6502","0.0002","0.4006","-0.00003"
"","0.5800","1.6502","0.0002","0.4194","-0.00003"
"","0.6000","1.6502","0.0002","0.4388","-0.00003"
"","0.6200","1.6502","0.0002","0.4588","-0.00003"
"","0.6400","1.6502","0.0002","0.4799","-0.00002"
"","0.6600","1.6502","0.0002","0.5020","-0.00005"
"","0.6800","1.6502","0.0002","0.5249","-0.00004"
"","0.7000","1.6502","0.0002","0.5481","-0.00002"
"","0.7200","1.6502","0.0002","0.5707","-0.00001"
"","0.7400","1.6502","0.0002","0.5917","-0.00001"
"","0.7600","1.6502","0.0002","0.6108","-0.00001"
"","0.7800","1.6502","0.0002","0.6293","-0.00001"
"","0.8000","1.6502","0.0002","0.6469","0.00007"
"","0.8200","1.6502","0.0002","0.6651","0.00036"
"","0.8400","1.6502","0.0002","0.6849","0.00052"
"","0.8600","1.6502","0.0002","0.7039","0.00054"
"","0.8800","1.6502","0.0002","0.7214","0.00052"
"","0.9000","1.6502","0.0002","0.7385","0.00051"
"","0.9200","1.6502","0.0002","0.7564","0.00052"
"","0.9400","1.6502","0.0002","0.7748","0.00053"
"","0.9600","1.6502","0.0002","0.7935","0.00052"
"","0.9800","1.6502","0.0002","0.8127","0.00053"
"","1.0000","1.6502","0.0002","0.8328","0.00055"
"","1.0200","1.6502","0.0002","0.8539","0.00054"
"","1.0400","1.6502","0.0002","0.8757","0.00054"
"","1.0600","1.6502","0.0002","0.8982","0.00056"
"","1.0800","1.6502","0.0002","0.9206","0.00056"
"","1.1000","1.6502","0.0002","0.9423","0.00058"
"","1.1200","1.6502","0.0002","0.9635","0.00059"
"","1.1400","1.6502","0.0002","0.9846","0.00060"
"","1.1600","1.6502","0.0002","1.0061","0.00060"
"","1.1800","1.6502","0.0002","1.0273","0.00059"
"","1.2000","1.6502","0.0002","1.0485","0.00059"
"","1.2200","1.6502","0.0002","1.0683","0.00057"
"","1.2400","1.6502","0.0002","1.0870","0.00057"
"","1.2600","1.6502","0.0002","1.1047","0.00056"
"","1.2800","1.6502","0.0002","1.1220","0.00056"
"","1.3000","1.6502","0.0002","1.1404","0.00055"
"","1.3200","1.6502","0.0002","1.1596","0.00055"
"","1.3400","1.6502","0.0002","1.1789","0.00057"
"","1.3600","1.6502","0.0002","1.1992","0.00060"
"","1.3800","1.6502","0.0002","1.2208","0.00059"
"","1.4000","1.6502","0.0002","1.2431","0.00059"
"","1.4200","1.6502","0.0002","1.2656","0.00058"
"","1.4400","1.6502","0.0002","1.2880","0.00060"
"","1.4600","1.6502","0.0002","1.3106","0.00059"
"","1.4800","1.6502","0.0002","1.3328","0.00058"
"","1.5000","1.6502","0.0002","1.3539","0.00060"
"","1.5200","1.6502","0.0002","1.3746","0.00059"
"","1.5400","1.6502","0.0002","1.3952","0.00060"
"","1.5600","1.6502","0.0002","1.4155","0.00059"
"","1.5800","1.6502","0.0002","1.4355","0.00058"
"","1.6000","1.6502","0.0002","1.4546","0.00058"
"","1.6200","1.6502","0.0002","1.4724","0.00058"
"","1.6400","1.6502","0.0002","1.4895","0.00060"
"","1.6600","1.6502","0.0002","1.5068","0.00059"
"","1.6800","1.6502","0.0002","1.5245","0.00060"
"","1.7000","1.6502","0.0002","1.5427","0.00060"
"","1.7200","1.6502","0.0002","1.5618","0.00060"
"","1.7400","1.6502","0.0002","1.5818","0.00059"
"","1.7600","1.6502","0.0002","1.6026","0.00059"
"","1.7800","1.6502","0.0002","1.6240","0.00061"
"","1.8000","1.6502","0.0002","1.6461","0.00061"
"","1.8200","1.6502","0.0002","1.6683","0.00060"
"","1.8400","1.6502","0.0002","1.6902","0.00060"
"","1.8600","1.6502","0.0002","1.7114","0.00060"
"","1.8800","1.6502","0.0002","1.7320","0.00060"
"","1.9000","1.6502","0.0002","1.7525","0.00061"
"","1.9200","1.6502","0.0002","1.7736","0.00062"
"","1.9400","1.6502","0.0002","1.7946","0.00062"
"","1.9600","1.6502","0.0002","1.8144","0.00061"
"","1.9800","1.6502","0.0002","1.8327","0.00060"
"","2.0000","1.6502","0.0002","1.8498","0.00061"
"","2.0200","1.6502","0.0002","1.8668","0.00063"
"","2.0400","1.6502","0.0002","1.8846","0.00062"
"","2.0600","1.6502","0.0002","1.9031","0.00062"
"","2.0800","1.6502","0.0002","1.9221","0.00063"
"","2.1000","1.6502","0.0002","1.9417","0.00064"
"","2.1200","1.6502","0.0002","1.9615","0.00064"
"","2.1400","1.6502","0.0002","1.9820","0.00064"
"","2.1600","1.6502","0.0002","2.0044","0.00066"
"","2.1800","1.6502","0.0002","2.0273","0.00065"
"","2.2000","1.6502","0.0002","2.0501","0.00064"
"","2.2200","1.6502","0.0002","2.0730","0.00064"
"","2.2400","1.6502","0.0002","2.0944","0.00065"
"","2.2600","1.6502","0.0002","2.1147","0.00065"
"","2.2800","1.6502","0.0002","2.1349","0.00064"
"","2.3000","1.6502","0.0002","2.1555","0.00065"
"","2.3200","1.6502","0.0002","2.1759","0.00065"
"","2.3400","1.6502","0.0002","2.1953","0.00065"
"","2.3600","1.6502","0.0002","2.2134","0.00066"
"","2.3800","1.6502","0.0002","2.2308","0.00064"
"","2.4000","1.6502","0.0002","2.2479","0.00064"
"","2.4200","1.6502","0.0002","2.2654","0.00067"
"","2.4400","1.6502","0.0002","2.2838","0.00067"
"","2.4600","1.6502","0.0002","2.3030","0.00067"
"","2.4800","1.6502","0.0002","2.3224","0.00067"
"","2.5000","1.6502","0.0002","2.3420","0.00066"
"","2.5200","1.6502","0.0002","2.3627","0.00068"
"","2.5400","1.6502","0.0002","2.3845","0.00068"
"","2.5600","1.6502","0.0002","2.4067","0.00068"
"","2.5800","1.6502","0.0002","2.4289","0.00067"
"","2.6000","1.6502","0.0002","2.4505","0.00067"
"","2.6200","1.6502","0.0002","2.4712","0.00068"
"","2.6400","1.6502","0.0002","2.4917","0.00067"
"","2.6600","1.6502","0.0002","2.5128","0.00068"
"","2.6800","1.6502","0.0002","2.5339","0.00068"
"","2.7000","1.6502","0.0002","2.5540","0.00069"
"","2.7200","1.6502","0.0002","2.5731","0.00068"
"","2.7400","1.6502","0.0002","2.5913","0.00067"
"","2.7600","1.6502","0.0002","2.6089","0.00066"
"","2.7800","1.6502","0.0002","2.6263","0.00066"
"","2.8000","1.6502","0.0002","2.6439","0.00066"
"","2.8200","1.6502","0.0002","2.6625","0.00068"
"","2.8400","1.6502","0.0002","2.6817","0.00070"
"","2.8600","1.6502","0.0002","2.7011","0.00070"
"","2.8800","1.6502","0.0002","2.7216","0.00068"
"","2.9000","1.6502","0.0002","2.7436","0.00070"
"","2.9200","1.6502","0.0002","2.7663","0.00070"
"","2.9400","1.6502","0.0002","2.7889","0.00070"
"","2.9600","1.6502","0.0002","2.8112","0.00071"
"","2.9800","1.6502","0.0002","2.8328","0.00070"
"","3.0000","1.6502","0.0002","2.8538","0.00069"
"","3.0200","1.6502","0.0002","2.8746","0.00069"
"","3.0400","1.6502","0.0002","2.8950","0.00069"
"","3.0600","1.6502","0.0002","2.9160","0.00070"
"","3.0800","1.6502","0.0002","2.9369","0.00071"
"","3.1000","1.6502","0.0002","2.9560","0.00070"
"","3.1200","1.6502","0.0002","2.9732","0.00069"
"","3.1400","1.6502","0.0002","2.9900","0.00070"
"","3.1600","1.6502","0.0002","3.0074","0.00070"
"","3.1800","1.6502","0.0002","3.0254","0.00070"
"","3.2000","1.6502","0.0002","3.0442","0.00069"
"","3.2200","1.6502","0.0002","3.0632","0.00069"
"","3.2400","1.6502","0.0002","3.0826","0.00071"
"","3.2600","1.6502","0.0002","3.1029","0.00071"
"","3.2800","1.6502","0.0002","3.1244","0.00072"
"","3.3000","1.6502","0.0002","3.1463","0.00070"
"","3.3200","1.6502","0.0002","3.1680","0.00071"
"","3.3400","1.6502","0.0002","3.1891","0.00071"
"","3.3600","1.6502","0.0002","3.2101","0.00072"
"","3.3800","1.6502","0.0002","3.2309","0.00073"
"","3.4000","1.6502","0.0002","3.2516","0.00072"
"","3.4200","1.6502","0.0002","3.2726","0.00073"
"","3.4400","1.6502","0.0002","3.2932","0.00073"
"","3.4600","1.6502","0.0002","3.3127","0.00074"
"","3.4800","1.6502","0.0002","3.3312","0.00074"
"","3.5000","1.6502","0.0002","3.3489","0.00072"
"","3.5200","1.6502","0.0002","3.3663","0.00073"
"","3.5400","1.6502","0.0002","3.3840","0.00073"
"","3.5600","1.6502","0.0002","3.4023","0.00074"
"","3.5800","1.6502","0.0002","3.4212","0.00075"
"","3.6000","1.6502","0.0002","3.4410","0.00075"
"","3.6200","1.6502","0.0002","3.4613","0.00074"
"","3.6400","1.6502","0.0002","3.4823","0.00073"
"","3.6600","1.6502","0.0002","3.5042","0.00075"
"","3.6800","1.6502","0.0002","3.5268","0.00075"
"","3.7000","1.6502","0.0002","3.5492","0.00075"
"","3.7200","1.6502","0.0002","3.5711","0.00075"
"","3.7400","1.6502","0.0002","3.5927","0.00074"
"","3.7600","1.6502","0.0002","3.6138","0.00074"
"","3.7800","1.6502","0.0002","3.6345","0.00075"
"","3.8000","1.6502","0.0002","3.6550","0.00075"
"","3.8200","1.6502","0.0002","3.6754","0.00074"
"","3.8400","1.6502","0.0002","3.6950","0.00075"
"","3.8600","1.6502","0.0002","3.7138","0.00074"
"","3.8800","1.6502","0.0002","3.7316","0.00072"
"","3.9000","1.6502","0.0002","3.7485","0.00073"
"","3.9200","1.6502","0.0002","3.7659","0.00073"
"","3.9400","1.6502","0.0002","3.7848","0.00074"
"","3.9600","1.6502","0.0002","3.8038","0.00075"
"","3.9800","1.6502","0.0002","3.8229","0.00075"
"","4.0000","1.6502","0.0002","3.8429","0.00076"
"","4.0200","1.6502","0.0002","3.8637","0.00075"
"","4.0400","1.6502","0.0002","3.8856","0.00076"
"","4.0600","1.6502","0.0002","3.9079","0.00076"
"","4.0800","1.6502","0.0002","3.9297","0.00076"
"","4.1000","1.6502","0.0002","3.9511","0.00075"
"","4.1200","1.6502","0.0002","3.9720","0.00076"
"","4.1400","1.6502","0.0002","3.9927","0.00075"
"","4.1600","1.6502","0.0002","4.0134","0.00073"
"","4.1800","1.6502","0.0002","4.0340","0.00073"
"","4.2000","1.6502","0.0002","4.0539","0.00073"
"","4.2200","1.6502","0.0002","4.0731","0.00074"
"","4.2400","1.6502","0.0002","4.0913","0.00076"
"","4.2600","1.6502","0.0002","4.1085","0.00077"
"","4.2800","1.6502","0.0002","4.1256","0.00076"
"","4.3000","1.6502","0.0002","4.1432","0.00076"
"","4.3200","1.6502","0.0002","4.1614","0.00077"
"","4.3400","1.6502","0.0002","4.1803","0.00077"
"","4.3600","1.6502","0.0002","4.2000","0.00078"
"","4.3800","1.6502","0.0002","4.2207","0.00076"
"","4.4000","1.6502","0.0002","4.2426","0.00078"
"","4.4200","1.6502","0.0002","4.2652","0.00077"
"","4.4400","1.6502","0.0002","4.2876","0.00076"
"","4.4600","1.6502","0.0002","4.3096","0.00078"
"","4.4800","1.6502","0.0002","4.3312","0.00077"
"","4.5000","1.6502","0.0002","4.3521","0.00077"
"","4.5200","1.6502","0.0002","4.3728","0.00078"
"","4.5400","1.6502","0.0002","4.3934","0.00077"
"","4.5600","1.6502","0.0002","4.4140","0.00077"
"","4.5800","1.6502","0.0002","4.4340","0.00077"
"","4.6000","1.6502","0.0002","4.4531","0.00078"
"","4.6200","1.6502","0.0002","4.4713","0.00077"
"","4.6400","1.6502","0.0002","4.4887","0.00077"
"","4.6600","1.6502","0.0002","4.5059","0.00077"
"","4.6800","1.6502","0.0002","4.5236","0.00076"
"","4.7000","1.6502","0.0002","4.5421","0.00076"
"","4.7200","1.6502","0.0002","4.5616","0.00076"
"","4.7400","1.6502","0.0002","4.5821","0.00077"
"","4.7600","1.6502","0.0002","4.6027","0.00076"
"","4.7800","1.6502","0.0002","4.6243","0.00077"
"","4.8000","1.6502","0.0002","4.6470","0.00078"
"","4.8200","1.6502","0.0002","4.6694","0.00079"
"","4.8400","1.6502","0.0002","4.6909","0.00077"
"","4.8600","1.6502","0.0002","4.7119","0.00077"
"","4.8800","1.6502","0.0002","4.7327","0.00076"
"","4.9000","1.6502","0.0002","4.7534","0.00077"
"","4.9200","1.6502","0.0002","4.7741","0.00077"
"","4.9400","1.6502","0.0002","4.7945","0.00077"
"","4.9600","1.6502","0.0002","4.8142","0.00077"
"","4.9800","1.6502","0.0002","4.8327","0.00077"
"","5.0000","1.6502","0.0002","4.8503","0.00077"
"","5.0200","1.6502","0.0002","4.8675","0.00077"
"","5.0400","1.6502","0.0002","4.8851","0.00077"
"","5.0600","1.6502","0.0002","4.9029","0.00079"
"","5.0800","1.6502","0.0002","4.9211","0.00078"
"","5.1000","1.6502","0.0002","4.9402","0.00078"
"","5.1200","1.6502","0.0002","4.9606","0.00080"
"","5.1400","1.6502","0.0002","4.9822","0.00081"
"","5.1600","1.6502","0.0002","5.0045","0.00081"
"","5.1800","1.6502","0.0002","5.0271","0.00081"
"","5.2000","1.6502","0.0002","5.0495","0.00081"
"","5.2200","1.6502","0.0002","5.0718","0.00081"
"","5.2400","1.6502","0.0002","5.0932","0.00081"
"","5.2600","1.6502","0.0002","5.1139","0.00080"
"","5.2800","1.6502","0.0002","5.1345","0.00081"
"","5.3000","1.6502","0.0002","5.1555","0.00081"
"","5.3200","1.6502","0.0002","5.1763","0.00081"
"","5.3400","1.6502","0.0002","5.1960","0.00081"
"","5.3600","1.6502","0.0002","5.2142","0.00081"
"","5.3800","1.6502","0.0002","5.2314","0.00081"
"","5.4000","1.6502","0.0002","5.2485","0.00080"
"","5.4200","1.6502","0.0002","5.2661","0.00080"
"","5.4400","1.6502","0.0002","5.2844","0.00081"
"","5.4600","1.6502","0.0002","5.3034","0.00080"
"","5.4800","1.6502","0.0002","5.3230","0.00082"
"","5.5000","1.6502","0.0002","5.3429","0.00082"
"","5.5200","1.6502","0.0002","5.3637","0.00080"
"","5.5400","1.6502","0.0002","5.3851","0.00081"
"","5.5600","1.6502","0.0002","5.4070","0.00082"
"","5.5800","1.6502","0.0002","5.4292","0.00082"
"","5.6000","1.6502","0.0002","5.4509","0.00082"
"","5.6200","1.6502","0.0002","5.4720","0.00082"
"","5.6400","1.6502","0.0002","5.4935","0.00084"
"","5.6600","1.6502","0.0002","5.5150","0.00082"
"","5.6800","1.6502","0.0002","5.5354","0.00083"
"","5.7000","1.6502","0.0002","5.5547","0.00083"
"","5.7200","1.6502","0.0002","5.5732","0.00082"
"","5.7400","1.6502","0.0002","5.5910","0.00082"
"","5.7600","1.6502","0.0002","5.6084","0.00081"
"","5.7800","1.6502","0.0002","5.6258","0.00081"
"","5.8000","1.6502","0.0002","5.6437","0.00082"
"","5.8200","1.6502","0.0002","5.6623","0.00082"
"","5.8400","1.6502","0.0002","5.6816","0.00083"
"","5.8600","1.6502","0.0002","5.7016","0.00084"
"","5.8800","1.6502","0.0002","5.7222","0.00082"
"","5.9000","1.6502","0.0002","5.7440","0.00082"
"","5.9200","1.6502","0.0002","5.7665","0.00083"
"","5.9400","1.6502","0.0002","5.7888","0.00084"
"","5.9600","1.6502","0.0002","5.8108","0.00085"
"","5.9800","1.6502","0.0002","5.8324","0.00084"
"","6.0000","1.6502","0.0002","5.8534","0.00084"
"","6.0200","1.6502","0.0002","5.8742","0.00084"
"","6.0400","1.6502","0.0002","5.8950","0.00084"
"","6.0600","1.6502","0.0002","5.9158","0.00085"
"","6.0800","1.6502","0.0002","5.9360","0.00085"
"","6.1000","1.6502","0.0002","5.9550","0.00085"
"","6.1200","1.6502","0.0002","5.9728","0.00084"
"","6.1400","1.6502","0.0002","5.9898","0.00083"
"","6.1600","1.6502","0.0002","6.0072","0.00082"
"","6.1800","1.6502","0.0002","6.0254","0.00083"
"","6.2000","1.6502","0.0002","6.0441","0.00084"
"","6.2200","1.6502","0.0002","6.0632","0.00084"
"","6.2400","1.6502","0.0002","6.0828","0.00085"
"","6.2600","1.6502","0.0002","6.1031","0.00085"
"","6.2800","1.6502","0.0002","6.1244","0.00085"
"","6.3000","1.6502","0.0002","6.1465","0.00086"
"","6.3200","1.6502","0.0002","6.1688","0.00086"
"","6.3400","1.6502","0.0002","6.1907","0.00085"
"","6.3600","1.6502","0.0002","6.2118","0.00086"
"","6.3800","1.6502","0.0002","6.2325","0.00085"
"","6.4000","1.6502","0.0002","6.2528","0.00087"
"","6.4200","1.6502","0.0002","6.2735","0.00087"
"","6.4400","1.6502","0.0002","6.2947","0.00087"
"","6.4600","1.6502","0.0002","6.3146","0.00086"
"","6.4800","1.6502","0.0002","6.3331","0.00086"
"","6.5000","1.6502","0.0002","6.3510","0.00087"
"","6.5200","1.6502","0.0002","6.3684","0.00087"
"","6.5400","1.6502","0.0002","6.3858","0.00087"
"","6.5600","1.6502","0.0002","6.4037","0.00085"
"","6.5800","1.6502","0.0002","6.4224","0.00087"
"","6.6000","1.6502","0.0002","6.4418","0.00088"
"","6.6200","1.6502","0.0002","6.4620","0.00089"
"","6.6400","1.6502","0.0002","6.4831","0.00089"
"","6.6600","1.6502","0.0002","6.5051","0.00089"
"","6.6800","1.6502","0.0002","6.5274","0.00089"
"","6.7000","1.6502","0.0002","6.5496","0.00089"
"","6.7200","1.6502","0.0002","6.5714","0.00089"
"","6.7400","1.6502","0.0002","6.5926","0.00090"
"","6.7600","1.6502","0.0002","6.6133","0.00090"
"","6.7800","1.6502","0.0002","6.6337","0.00090"
"","6.8000","1.6502","0.0002","6.6540","0.00090"
"","6.8200","1.6502","0.0002","6.6744","0.00090"
"","6.8400","1.6502","0.0002","6.6939","0.00089"
"","6.8600","1.6502","0.0002","6.7122","0.00088"
"","6.8800","1.6502","0.0002","6.7295","0.00089"
"","6.9000","1.6502","0.0002","6.7469","0.00090"
"","6.9200","1.6502","0.0002","6.7649","0.00089"
"","6.9400","1.6502","0.0002","6.7833","0.00089"
"","6.9600","1.6502","0.0002","6.8023","0.00090"
"","6.9800","1.6502","0.0002","6.8218","0.00092"
"","7.0000","1.6502","0.0002","6.8419","0.00092"
"","7.0200","1.6502","0.0002","6.8628","0.00091"
"","7.0400","1.6502","0.0002","6.8846","0.00090"
"","7.0600","1.6502","0.0002","6.9067","0.00091"
"","7.0800","1.6502","0.0002","6.9289","0.00093"
"","7.1000","1.6502","0.0002","6.9503","0.00093"
"","7.1200","1.6502","0.0002","6.9704","0.00092"
"","7.1400","1.6502","0.0002","6.9904","0.00092"
"","7.1600","1.6502","0.0002","7.0118","0.00092"
"","7.1800","1.6502","0.0002","7.0333","0.00093"
"","7.2000","1.6502","0.0002","7.0533","0.00094"
"","7.2200","1.6502","0.0002","7.0719","0.00094"
"","7.2400","1.6502","0.0002","7.0900","0.00094"
"","7.2600","1.6502","0.0002","7.1074","0.00094"
"","7.2800","1.6502","0.0002","7.1249","0.00094"
"","7.3000","1.6502","0.0002","7.1432","0.00093"
"","7.3200","1.6502","0.0002","7.1621","0.00093"
"","7.3400","1.6502","0.0002","7.1812","0.00094"
"","7.3600","1.6502","0.0002","7.2012","0.00093"
"","7.3800","1.6502","0.0002","7.2223","0.00093"
"","7.4000","1.6502","0.0002","7.2440","0.00093"
"","7.4200","1.6502","0.0002","7.2664","0.00093"
"","7.4400","1.6502","0.0002","7.2890","0.00094"
"","7.4600","1.6502","0.0002","7.3114","0.00095"
"","7.4800","1.6502","0.0002","7.3329","0.00095"
"","7.5000","1.6502","0.0002","7.3535","0.00095"
"","7.5200","1.6502","0.0002","7.3740","0.00094"
"","7.5400","1.6502","0.0002","7.3948","0.00094"
"","7.5600","1.6502","0.0002","7.4156","0.00095"
"","7.5800","1.6502","0.0002","7.4356","0.00096"
"","7.6000","1.6502","0.0002","7.4544","0.00094"
"","7.6200","1.6502","0.0002","7.4719","0.00094"
"","7.6400","1.6502","0.0002","7.4889","0.00095"
"","7.6600","1.6502","0.0002","7.5063","0.00096"
"","7.6800","1.6502","0.0002","7.5244","0.00095"
"","7.7000","1.6502","0.0002","7.5432","0.00094"
"","7.7200","1.6502","0.0002","7.5622","0.00094"
"","7.7400","1.6502","0.0002","7.5816","0.00094"
"","7.7600","1.6502","0.0002","7.6018","0.00093"
"","7.7800","1.6502","0.0002","7.6228","0.00095"
"","7.8000","1.6502","0.0002","7.6445","0.00095"
"","7.8200","1.6502","0.0002","7.6665","0.00095"
"","7.8400","1.6502","0.0002","7.6883","0.00094"
"","7.8600","1.6502","0.0002","7.7097","0.00095"
"","7.8800","1.6502","0.0002","7.7307","0.00097"
"","7.9000","1.6502","0.0002","7.7517","0.00097"
"","7.9200","1.6502","0.0002","7.7724","0.00097"
"","7.9400","1.6502","0.0002","7.7928","0.00096"
"","7.9600","1.6502","0.0002","7.8126","0.00095"
"","7.9800","1.6502","0.0002","7.8311","0.00096"
"","8.0000","1.6502","0.0002","7.8486","0.00095"
"","8.0200","1.6502","0.0002","7.8658","0.00094"
"","8.0400","1.6502","0.0002","7.8833","0.00096"
"","8.0600","1.6502","0.0002","7.9017","0.00097"
"","8.0800","1.6502","0.0002","7.9208","0.00096"
"","8.1000","1.6502","0.0002","7.9402","0.00096"
"","8.1200","1.6502","0.0002","7.9600","0.00096"
"","8.1400","1.6502","0.0002","7.9812","0.00096"
"","8.1600","1.6502","0.0002","8.0040","0.00097"
"","8.1800","1.6502","0.0002","8.0267","0.00097"
"","8.2000","1.6502","0.0002","8.0495","0.00097"
"","8.2200","1.6502","0.0002","8.0725","0.00098"
"","8.2400","1.6502","0.0002","8.0944","0.00098"
"","8.2600","1.6502","0.0002","8.1149","0.00098"
"","8.2800","1.6502","0.0002","8.1350","0.00098"
"","8.3000","1.6502","0.0002","8.1555","0.00097"
"","8.3200","1.6502","0.0002","8.1761","0.00097"
"","8.3400","1.6502","0.0002","8.1956","0.00097"
"","8.3600","1.6502","0.0002","8.2137","0.00097"
"","8.3800","1.6502","0.0002","8.2307","0.00096"
"","8.4000","1.6502","0.0002","8.2477","0.00096"
"","8.4200","1.6502","0.0002","8.2653","0.00097"
"","8.4400","1.6502","0.0002","8.2835","0.00097"
"","8.4600","1.6502","0.0002","8.3025","0.00097"
"","8.4800","1.6502","0.0002","8.3220","0.00098"
"","8.5000","1.6502","0.0002","8.3419","0.00098"
"","8.5200","1.6502","0.0002","8.3628","0.00098"
"","8.5400","1.6502","0.0002","8.3846","0.00097"
"","8.5600","1.6502","0.0002","8.4066","0.00098"
"","8.5800","1.6502","0.0002","8.4283","0.00099"
"","8.6000","1.6502","0.0002","8.4496","0.00099"
"","8.6200","1.6502","0.0002","8.4706","0.00099"
"","8.6400","1.6502","0.0002","8.4914","0.00099"
"","8.6600","1.6502","0.0002","8.5126","0.00099"
"","8.6800","1.6502","0.0002","8.5337","0.00100"
"","8.7000","1.6502","0.0002","8.5540","0.00099"
"","8.7200","1.6502","0.0002","8.5728","0.00099"
"","8.7400","1.6502","0.0002","8.5905","0.00097"
"","8.7600","1.6502","0.0002","8.6080","0.00097"
"","8.7800","1.6502","0.0002","8.6256","0.00098"
"","8.8000","1.6502","0.0002","8.6435","0.00098"
"","8.8200","1.6502","0.0002","8.6621","0.00097"
"","8.8400","1.6502","0.0002","8.6813","0.00099"
"","8.8600","1.6502","0.0002","8.7007","0.00101"
"","8.8800","1.6502","0.0002","8.7212","0.00100"
"","8.9000","1.6502","0.0002","8.7430","0.00101"
"","8.9200","1.6502","0.0002","8.7653","0.00101"
"","8.9400","1.6502","0.0002","8.7877","0.00100"
"","8.9600","1.6502","0.0002","8.8095","0.00099"
"","8.9800","1.6502","0.0002","8.8310","0.00102"
"","9.0000","1.6502","0.0002","8.8525","0.00102"
"","9.0200","1.6502","0.0002","8.8736","0.00103"
"","9.0400","1.6502","0.0002","8.8940","0.00101"
"","9.0600","1.6502","0.0002","8.9147","0.00101"
"","9.0800","1.6502","0.0002","8.9358","0.00101"
"","9.1000","1.6502","0.0002","8.9555","0.00102"
"","9.1200","1.6502","0.0002","8.9732","0.00100"
"","9.1400","1.6502","0.0002","8.9898","0.00099"
"","9.1600","1.6502","0.0002","9.0065","0.00099"
"","9.1800","1.6502","0.0002","9.0240","0.00101"
"","9.2000","1.6502","0.0002","9.0425","0.00102"
"","9.2200","1.6502","0.0002","9.0621","0.00102"
"","9.2400","1.6502","0.0002","9.0821","0.00102"
"","9.2600","1.6502","0.0002","9.1024","0.00099"
"","9.2800","1.6502","0.0002","9.1235","0.00100"
"","9.3000","1.6502","0.0002","9.1455","0.00101"
"","9.3200","1.6502","0.0002","9.1679","0.00101"
"","9.3400","1.6502","0.0002","9.1897","0.00101"
"","9.3600","1.6502","0.0002","9.2109","0.00101"
"","9.3800","1.6502","0.0002","9.2319","0.00100"
"","9.4000","1.6502","0.0002","9.2528","0.00101"
"","9.4200","1.6502","0.0002","9.2736","0.00101"
"","9.4400","1.6502","0.0002","9.2940","0.00102"
"","9.4600","1.6502","0.0002","9.3136","0.00101"
"","9.4800","1.6502","0.0002","9.3322","0.00100"
"","9.5000","1.6502","0.0002","9.3499","0.00100"
"","9.5200","1.6502","0.0002","9.3670","0.00100"
"","9.5400","1.6502","0.0002","9.3846","0.00101"
"","9.5600","1.6502","0.0002","9.4028","0.00102"
"","9.5800","1.6502","0.0002","9.4218","0.00102"
"","9.6000","1.6502","0.0002","9.4415","0.00102"
"","9.6200","1.6502","0.0002","9.4619","0.00103"
"","9.6400","1.6502","0.0002","9.4830","0.00104"
"","9.6600","1.6502","0.0002","9.5052","0.00103"
"","9.6800","1.6502","0.0002","9.5278","0.00103"
"","9.7000","1.6502","0.0002","9.5502","0.00102"
"","9.7200","1.6502","0.0002","9.5722","0.00101"
"","9.7400","1.6502","0.0002","9.5938","0.00102"
"","9.7600","1.6502","0.0002","9.6146","0.00103"
"","9.7800","1.6502","0.0002","9.6352","0.00102"
"","9.8000","1.6502","0.0002","9.6560","0.00101"
"","9.8200","1.6502","0.0002","9.6764","0.00100"
"","9.8400","1.6502","0.0002","9.6960","0.00101"
"","9.8600","1.6502","0.0002","9.7147","0.00101"
"","9.8800","1.6502","0.0002","9.7321","0.00101"
"","9.9000","1.6502","0.0002","9.7489","0.00102"
