x_end,y_end,z_end,qx_end,qy_end,qz_end,qw_end,orig_index
0.069101654,0.323548989,0.069590772,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,-1.0
0.069101654,0.3255498114620189,0.069590772,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,0.0
0.069101654,0.32755063392403777,0.069590772,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,0.0
0.069101654,0.32955145638605665,0.069590772,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,0.0
0.069101654,0.33155227884807553,0.069590772,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,0.0
0.06930618536203585,0.333,0.06907687708742359,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.07004606960363856,0.333,0.0672178822424745,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.07078595384524126,0.333,0.0653588873975254,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.07152583808684397,0.333,0.06349989255257632,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.07226572232844666,0.333,0.06164089770762722,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.07300560657004937,0.333,0.05978190286267813,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.07374549081165208,0.333,0.057922908017729036,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.07448537505325478,0.333,0.05606391317277994,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.07522525929485747,0.333,0.05420491832783085,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.07596514353646018,0.333,0.05234592348288176,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.07670502777806289,0.333,0.050486928637932665,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.07744491201966558,0.333,0.048627933792983566,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.07818479626126829,0.333,0.04676893894803448,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.07892468050287099,0.333,0.04490994410308538,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.0796645647444737,0.333,0.043050949258136295,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.0804044489860764,0.333,0.041191954413187196,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.0811443332276791,0.333,0.03933295956823811,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.0818842174692818,0.333,0.03747396472328901,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.08262410171088451,0.333,0.03561496987833992,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.0833639859524872,0.333,0.03375597503339083,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.08410387019408991,0.333,0.03189698018844173,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.08484375443569261,0.333,0.030037985343492647,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.08558363867729532,0.333,0.028178990498543548,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.08632352291889801,0.333,0.026319995653594455,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.08706340716050072,0.333,0.024461000808645363,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.08780329140210343,0.333,0.02260200596369627,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.08854317564370612,0.333,0.020743011118747177,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.08928305988530882,0.333,0.018884016273798085,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.09002294412691153,0.333,0.017025021428848992,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.09076282836851424,0.333,0.015166026583899907,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.09150271261011694,0.333,0.0133070317389508,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.09224259685171964,0.333,0.011448036894001708,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.09298248109332234,0.333,0.009589042049052622,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.09372236533492503,0.333,0.0077300472041035295,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.09446224957652774,0.333,0.00587105235915443,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
0.09520213381813045,0.333,0.004012057514205344,-0.019104968350951216,-0.9876783874458248,0.03736797573050618,0.15076484187810002,1.0
