date and time,sample,dtm_13,dtm_24,de_13,de_24,dl,x_end_avg,y_end_avg,z_end_avg,qx_end_avg,qy_end_avg,qz_end_avg,qw_end_avg
23-Jul-2023 01:35:29,1,0,0,0,0,0,0.0662985334793727,0.314711914459864,0.0972747460007668,0.00826185389111439,-0.0147751591478785,-0.015108364323775,-0.999742595354716
23-Jul-2023 01:35:38,2,-1.19895349860112,0.893455921754211,1.53479779534293,4.88784477876215,0.339142116795235,0.0627696941296259,0.315877952178319,0.102226368089517,0.0227733013530572,-0.014523708075285,-0.0145567088387907,-0.999514635403951
23-Jul-2023 01:35:41,3,-1.25771349806733,1.93105761548836,-0.137853816362611,6.54991230024424,1.31994601488533,0.06064210186402,0.315958203872045,0.105865773558617,0.0230248449991147,-0.0123062978188197,-0.00426440611481667,-0.999650045235952
23-Jul-2023 01:35:43,4,-1.74555147311468,1.82213225744501,-3.75748458301494,6.16346355110675,1.54969734619209,0.055698411911726,0.316118874152501,0.102848567068577,0.0172591881205638,-0.0145426692441106,0.0045198453279833,-0.999735061327616
23-Jul-2023 01:35:45,5,-3.44451179956521,-1.2586263209735,-3.26039840116198,8.18862005756765,1.23326935087811,0.0444317109882832,0.317553818225861,0.0969972391923269,0.0167478444675605,-0.0145570206145446,0.0227949595699708,-0.999490924676259
23-Jul-2023 01:35:48,6,1.41110509369258,-1.82600565937067,-3.17037772100795,8.92788622435678,1.50678819009202,0.053530724098285,0.318187117576599,0.0940951387087504,0.0113194887836774,-0.0120738460992773,0.0195720144857963,-0.999671145280202
23-Jul-2023 01:35:50,7,1.81313407624148,-1.55878920324709,-3.9820800227269,10.4638609270354,2.23280016873532,0.0540777685741584,0.318225242694219,0.0937388449907303,0.00991788866619269,-0.0114894598722458,0.019995029270649,-0.999684464931488
23-Jul-2023 01:35:52,8,1.47946159583539,0.665347707221658,-4.76260849367001,10.5085212592565,2.13002360028368,0.0512114572028319,0.319127825895945,0.0985362390677134,0.0238314011444648,-0.00863435013840596,0.0281797409057617,-0.999281378587087
23-Jul-2023 01:35:55,9,4.26344033662622,-1.61999915325839,-6.93848577340158,10.2794090415804,3.42132904093589,0.0543308690190315,0.318801804383596,0.0969083358844121,0.0262018730243047,-0.00843155185381571,0.0252949955562751,-0.999300773938497
23-Jul-2023 01:35:57,10,6.1919425661552,1.93643631323909,-7.87338944111534,6.6408300413785,3.30318700517849,0.0601169228553772,0.317779908577601,0.101538536945979,0.0136570294698079,-0.00706008359168967,0.033136755724748,-0.999332491556803
23-Jul-2023 01:36:00,11,7.65237800840429,3.95739945562846,-9.71890922480828,6.65665867097591,3.63710851860219,0.057844885190328,0.318418314059575,0.108575298885504,0.0131139299521844,-0.00394086182738344,0.0378566284974416,-0.99918927748998
