date and time,sample,dtm_13,dtm_24,de_13,de_24,dl,x_end_avg,y_end_avg,z_end_avg,qx_end_avg,qy_end_avg,qz_end_avg,qw_end_avg,x_mid_avg,y_mid_avg,z_mid_avg,qx_mid_avg,qy_mid_avg,qz_mid_avg,qw_mid_avg,x_top_avg,y_top_avg,z_top_avg,qx_top_avg,qy_top_avg,qz_top_avg,qw_top_avg
7/20/2023 5:54,17,19.26777175,-3.34585701,45.01251207,25.92218467,3.556737661,0.151954692,0.35339879,-0.018487473,-0.262549108,0.592523185,-0.091722057,-0.756023232,0.092915427,0.516916847,0.033053814,-0.153241085,0.059751143,-0.197396931,-0.966427056,0.074364527,0.812356857,0.058614749,0.022641698,-0.00916493,0.049362896,-0.99848183
7/20/2023 5:54,18,14.66499817,-3.160531755,34.95515987,23.3991537,5.227344561,0.143686011,0.34146294,0.016357322,-0.201198565,0.5931247,-0.114205789,-0.771154106,0.090753333,0.512824285,0.047036383,-0.09990305,0.051630762,-0.18164447,-0.976912665,0.073539802,0.811028842,0.059967727,0.025738883,-0.004738486,0.043776343,-0.998698374
7/20/2023 5:54,19,18.70733461,-10.10568834,32.90919207,22.88917779,7.812592985,0.136636022,0.331644348,0.012210915,-0.171923104,0.595468382,-0.096269191,-0.778840001,0.093466311,0.507685959,0.039615044,-0.09196352,0.049094654,-0.164709235,-0.980813861,0.074164334,0.809090205,0.056503634,0.012620555,-0.008060223,0.027962819,-0.999496539
7/20/2023 5:54,20,17.16261486,7.268148845,37.18162332,18.59526847,7.933668289,0.133380756,0.331228467,0.000461748,-0.177559235,0.595729816,-0.070668821,-0.780116661,0.095221195,0.50747962,0.034572417,-0.105423281,0.049676008,-0.156225499,-0.980820338,0.075309104,0.808981355,0.055343292,0.009903336,-0.010283076,0.024840813,-0.999589117
7/20/2023 5:54,21,6.566211254,6.312652829,36.37277425,5.187124241,7.413993416,0.114027627,0.329784614,-0.004137758,-0.176565138,0.593620698,-0.016268978,-0.784966969,0.089235528,0.506685837,0.04001773,-0.119594194,0.049465013,-0.139250607,-0.981762807,0.073512533,0.808346999,0.05981504,0.027595053,-0.01425465,0.032926051,-0.998972992
7/20/2023 5:54,22,9.075631713,10.87485332,39.49783205,-3.560468467,8.117288441,0.116627913,0.330891184,-0.008359216,-0.183059766,0.592641286,-0.0129571,-0.784279986,0.091242573,0.506873429,0.038488728,-0.126230302,0.050191758,-0.142044525,-0.98049134,0.074412067,0.808297324,0.059851193,0.028551762,-0.015583917,0.030506708,-0.999003319
7/20/2023 5:54,23,12.96079567,13.68905609,29.48863421,-12.90391718,7.77444449,0.089364538,0.325776529,0.00217555,-0.129836333,0.593243893,0.051840948,-0.792789268,0.089489934,0.505002638,0.046989,-0.109609155,0.047636276,-0.104994011,-0.987264899,0.076077167,0.808063062,0.06212962,0.036603228,-0.016072021,0.02163546,-0.998963888
7/20/2023 5:54,24,18.57568992,17.90094248,33.69207981,-4.401638258,6.649362536,0.113241454,0.326880058,0.00172153,-0.138591676,0.590778323,0.026434226,-0.794401713,0.103795716,0.506599768,0.043552908,-0.104426266,0.044895256,-0.132221444,-0.984680939,0.079911859,0.808779808,0.058860776,0.028464437,-0.012590526,0.008101452,-0.999482445
7/20/2023 5:54,25,21.87750528,15.51842495,33.09902491,-1.661723506,8.179637103,0.119209401,0.326527927,-0.002884887,-0.142380367,0.59215976,0.008689667,-0.793093614,0.104462096,0.506522346,0.036651006,-0.101671508,0.045638518,-0.138421657,-0.984082313,0.080705223,0.808941031,0.055367175,0.013608169,-0.012741248,0.003168755,-0.999820153
7/20/2023 5:54,26,21.19394023,15.7521233,43.79553099,-17.895293,8.35501996,0.107553455,0.336857879,-0.040047464,-0.190907072,0.585205038,0.067154105,-0.785220627,0.099208847,0.509376844,0.023464039,-0.154211856,0.050549493,-0.126507067,-0.978598658,0.08045456,0.80999637,0.053537705,0.006534881,-0.015222436,0.007418981,-0.999834887
7/20/2023 5:54,27,18.01945327,28.46707421,43.00233676,-23.75932969,10.40516574,0.116469477,0.332692083,-0.020972607,-0.165186096,0.584436703,0.069390209,-0.791410752,0.11252946,0.50844967,0.035663607,-0.13189172,0.044378228,-0.126471811,-0.982158728,0.085958318,0.809957306,0.05709092,0.018987506,-0.011745927,-0.016583531,-0.999611386
7/20/2023 5:54,28,15.52012872,23.11347362,45.1849551,-34.99173584,11.13033306,0.092324929,0.334505383,-0.019871288,-0.15392253,0.583420356,0.114840222,-0.789137038,0.102236532,0.508037508,0.042422128,-0.140450971,0.045520823,-0.103689367,-0.98358893,0.082844066,0.809678066,0.061341131,0.039818125,-0.014953104,-0.009309484,-0.99905026
7/20/2023 5:54,29,12.04682006,30.77560272,49.1329097,-49.17062836,11.08223816,0.06734169,0.340291359,-0.023986857,-0.130929611,0.578209106,0.181066828,-0.784694652,0.098105445,0.508917117,0.04382203,-0.14986651,0.04348811,-0.071435389,-0.985162477,0.083289032,0.810195466,0.061711619,0.04275938,-0.013662667,-0.008180205,-0.998958234
7/20/2023 5:54,30,-1.066358657,27.22296784,32.87452668,-45.3303794,11.24291484,0.049613373,0.334041276,0.010529854,-0.053258208,0.587503306,0.182316189,-0.786613595,0.094613664,0.506826945,0.058484653,-0.103607967,0.043502258,-0.052357769,-0.992285808,0.082248272,0.809837778,0.064792659,0.0539794,-0.01000604,-0.006484728,-0.99846917
7/20/2023 5:54,31,1.668878292,28.53319259,24.20465056,-45.72501572,12.24496695,0.038623518,0.33175782,0.030877073,0.00772265,0.592001565,0.182017082,-0.785075756,0.094420622,0.505591814,0.063487093,-0.071803888,0.04290032,-0.038022001,-0.995769914,0.082442311,0.809653719,0.064734828,0.055032092,-0.007455425,-0.007527606,-0.998428325
7/20/2023 5:54,32,10.63294617,27.19418451,29.26256761,-24.67031724,12.34945464,0.094818416,0.318797539,0.043370617,-0.033975954,0.595412711,0.06826911,-0.799790402,0.113741341,0.502970497,0.064995702,-0.055811637,0.036517791,-0.105508072,-0.992178273,0.084706131,0.807844774,0.065648696,0.057256998,-0.007835846,-0.024523317,-0.998027376
7/20/2023 5:54,33,7.405943173,34.25770753,47.47809903,-22.50221216,12.5218865,0.122984734,0.326044176,0.002496896,-0.124581147,0.582827266,0.066398693,-0.800235967,0.124075451,0.506092393,0.048534041,-0.108657348,0.034030888,-0.135790419,-0.984171561,0.08771818,0.808512839,0.062759022,0.048579094,-0.009727158,-0.03312903,-0.998222216
7/20/2023 5:54,34,2.771464631,39.59843477,40.75538035,-25.57205737,12.38272291,0.152265273,0.329091255,0.025490627,-0.122515195,0.579240266,0.039353197,-0.804934808,0.145140044,0.510717007,0.064401619,-0.086164004,0.028254098,-0.16441017,-0.982213672,0.095054689,0.810660597,0.067354565,0.066482528,-0.003687366,-0.061002609,-0.995912282
7/20/2023 5:55,35,-11.07612453,39.06599715,30.88323261,-24.72761998,12.19504135,0.139221388,0.32418561,0.054443548,-0.057174335,0.592343366,0.032224965,-0.803004841,0.142069184,0.509341017,0.074064516,-0.046912257,0.027278984,-0.149162805,-0.987321309,0.094975604,0.81060938,0.068069822,0.070909311,-0.001553011,-0.062223254,-0.995538779
7/20/2023 5:55,36,-19.30136062,22.71356676,19.56687449,-21.60231275,10.37787724,0.078206202,0.318988194,0.062690048,-0.022987771,0.601854293,0.065123814,-0.795613527,0.098843941,0.503520091,0.080300203,-0.041973277,0.038117538,-0.095569711,-0.993806307,0.079072126,0.809058245,0.072251431,0.090296743,0.000322678,-0.008082551,-0.995879447
7/20/2023 5:55,37,-22.19836683,26.88518605,7.822271175,-14.82302404,11.8856788,0.093986397,0.315115058,0.09510329,0.009031948,0.613077696,0.006356192,-0.789942968,0.105884158,0.501868578,0.092327331,0.001031152,0.047248155,-0.111938783,-0.992590165,0.080101436,0.808464766,0.074618776,0.096252579,0.014356225,-0.012177235,-0.995178803
7/20/2023 5:55,38,-28.33827917,33.50250004,10.2387054,-10.74088406,10.42962073,0.119176805,0.321444833,0.128893781,0.025616362,0.614523931,-0.028748136,-0.78795687,0.123978274,0.507955873,0.113256052,0.037460815,0.044927193,-0.135010484,-0.989115175,0.087860777,0.811335639,0.079395527,0.120372618,0.020922052,-0.032362763,-0.991972105
7/20/2023 5:55,39,-30.45705189,41.01921629,13.14951364,-16.8292058,10.09335103,0.130592501,0.325658536,0.120710882,0.018199078,0.611325852,-0.01604829,-0.791005079,0.13660791,0.512349888,0.109479536,0.027512462,0.03961172,-0.141578751,-0.988749667,0.094306713,0.814428572,0.078337189,0.125706848,0.019495602,-0.055835643,-0.990299126
7/20/2023 5:55,40,-32.65698292,33.53717148,18.43622148,-14.32819377,9.283868049,0.128025488,0.326397951,0.118941172,0.005359534,0.609136045,-0.015288562,-0.792899191,0.131858795,0.513162522,0.110620833,0.023912474,0.038200748,-0.13864325,-0.989315959,0.093435171,0.815244591,0.078940918,0.129652124,0.018308992,-0.052223325,-0.990013897
7/20/2023 5:55,41,-45.56883442,38.59549744,16.05901267,-18.29429535,11.41973023,0.102001503,0.33119869,0.160667981,0.049813992,0.62410417,-0.027351222,-0.779271376,0.11356051,0.516483668,0.137063344,0.06733299,0.05502866,-0.117371757,-0.989273075,0.087830356,0.817682827,0.086693253,0.164795711,0.039067485,-0.030812844,-0.985071377
7/20/2023 5:55,42,-47.64720851,32.59415876,-2.553217196,-28.96302061,11.23404786,0.053426052,0.332089818,0.154404162,0.076530611,0.627718226,0.021346013,-0.774374886,0.085016799,0.515528313,0.1345721,0.063330647,0.061270775,-0.065063815,-0.993982498,0.07858206,0.81799351,0.086617668,0.168059876,0.037756024,0.002947702,-0.9850486
7/20/2023 5:55,43,-42.2522436,43.05256043,11.84183301,-42.37296976,11.95638165,0.061107185,0.333223899,0.127652931,0.058011675,0.630810682,0.060338557,-0.771407024,0.097674322,0.51615901,0.121865877,0.032064332,0.065721019,-0.06522342,-0.995186651,0.084996558,0.819220535,0.083783445,0.160380467,0.038267601,-0.010061769,-0.986260891
7/20/2023 5:55,44,-27.12135461,40.6789361,-1.7626322,-46.0565536,9.19757284,0.072374207,0.336576768,0.060742034,0.025130091,0.607810998,0.14121799,-0.781015015,0.119547698,0.515137239,0.080990098,-0.037395835,0.049963789,-0.068765087,-0.995676331,0.092785339,0.818028033,0.070003502,0.110832698,0.019893355,-0.043467491,-0.992686474
7/20/2023 5:55,45,-26.48636548,29.18273985,11.57229067,-45.43455812,7.37197492,0.035899905,0.341661342,0.046801441,0.034238916,0.602840106,0.192475935,-0.773535415,0.09825782,0.513881568,0.075008992,-0.053905247,0.051428799,-0.03619387,-0.996561412,0.084234241,0.817053743,0.06874549,0.103592198,0.014759365,-0.013535908,-0.9944157
7/20/2023 5:55,46,-29.92633781,30.88308809,18.61198812,-43.5327503,6.056513616,0.032813983,0.343060412,0.051394525,0.034111456,0.604381653,0.197845659,-0.770983434,0.096350786,0.514736104,0.079791395,-0.044288557,0.052794102,-0.03082626,-0.997143439,0.084304064,0.817185799,0.069111087,0.105569505,0.014202034,-0.011520676,-0.994243224
7/20/2023 5:55,47,-26.25865369,20.49307567,20.96201159,-42.76626228,5.921233197,0.017107273,0.343864801,0.041892713,0.010644269,0.60393461,0.207147843,-0.76957039,0.08023033,0.513862256,0.07737459,-0.057422911,0.054462883,-0.016288226,-0.996729453,0.078285651,0.816248194,0.069459184,0.107050233,0.008667272,0.011386545,-0.994150066
7/20/2023 5:55,48,-33.22633149,18.19472189,25.76993413,-48.29995613,5.989715888,0.005360939,0.348028898,0.036687976,-0.00089329,0.609375314,0.222918455,-0.76089582,0.070680034,0.515434885,0.079380317,-0.066534619,0.065634353,0.000913149,-0.99562004,0.075938706,0.817368841,0.071885079,0.117424931,0.013416848,0.019429554,-0.992796028
7/20/2023 5:55,49,-37.65811402,13.1921809,34.82199594,-44.40577841,6.891536121,0.004825593,0.350890708,0.035302353,-0.048995675,0.62127279,0.220524685,-0.750325119,0.062392591,0.517381402,0.08823062,-0.073152822,0.08117023,0.007334368,-0.993984628,0.073566295,0.818597893,0.075711852,0.133724426,0.012725987,0.038695305,-0.990180425
7/20/2023 5:55,50,-47.10338138,15.39934829,33.97709643,-32.27742016,6.602232914,0.030721546,0.34477193,0.086560451,-0.061561965,0.633678798,0.123967296,-0.761108784,0.063794049,0.522609524,0.121545367,-0.025204196,0.084629854,-0.027342841,-0.995716906,0.073134128,0.822178531,0.086269179,0.175831235,0.021002958,0.046548343,-0.983094108
7/20/2023 5:55,51,-43.43651617,12.67223929,27.44089464,-27.36915082,4.388562048,0.031678164,0.344719732,0.087968227,-0.061570766,0.633855653,0.12112138,-0.761423314,0.06412302,0.522796245,0.122329502,-0.02399447,0.08470892,-0.028034865,-0.995722123,0.07329824,0.822323755,0.086590465,0.176859225,0.021322973,0.046473211,-0.982907045
7/20/2023 5:55,52,-37.20468281,4.313911217,15.58789255,-17.84605117,3.750721676,0.03937471,0.339508392,0.104834163,-0.035925171,0.631218445,0.077522029,-0.770884466,0.066205005,0.520928252,0.124121299,0.006227711,0.07620028,-0.040090788,-0.996266377,0.073017049,0.820953266,0.084813154,0.171220406,0.020765675,0.043790343,-0.984038953
7/20/2023 5:55,53,-25.26039634,9.014937353,19.13888037,-26.02591639,2.818628451,0.037528747,0.337091996,0.050174098,-0.05470564,0.621019773,0.110093052,-0.774093135,0.069316691,0.515246463,0.08308165,-0.04435148,0.069154824,-0.030978205,-0.99613742,0.073485423,0.817318221,0.071880478,0.118688988,0.01229974,0.037011186,-0.992164803
7/20/2023 5:55,54,-26.31312964,-2.094615482,22.14709812,-31.95140539,3.544042175,0.027300038,0.341737235,0.035655083,-0.064974286,0.620652127,0.140798526,-0.768597277,0.064900049,0.516420011,0.077571545,-0.062426857,0.072027149,-0.016637893,-0.995306933,0.072979708,0.817699699,0.070676462,0.114889165,0.01123388,0.041608182,-0.992442576
7/20/2023 5:55,55,-21.29560538,-12.51831304,13.44341062,-29.12038398,2.184525067,0.027981922,0.341350669,0.031803803,-0.062258647,0.619290904,0.143537755,-0.769414918,0.066474148,0.515703662,0.073847987,-0.066207366,0.071170114,-0.017269514,-0.995114422,0.073193908,0.817188243,0.069644848,0.108004038,0.011866043,0.039329377,-0.993300768
7/20/2023 5:55,56,-20.16059714,-14.03257585,5.692347842,-11.99862714,-0.042830955,0.044037446,0.337005063,0.060673958,-0.029316176,0.619138741,0.075338697,-0.781108852,0.071183586,0.516860485,0.081308742,-0.033074977,0.063401188,-0.046229721,-0.996367788,0.072297059,0.817794375,0.06991879,0.104412026,0.013700165,0.046451519,-0.993354293
7/20/2023 5:55,57,-16.50262577,-8.708388098,0.767577234,-14.18320495,-1.628400755,0.045258131,0.337579228,0.067878607,-0.004506457,0.619011561,0.056060188,-0.783365373,0.072440522,0.517858016,0.078688778,-0.021722542,0.060182397,-0.047545929,-0.996817597,0.072587311,0.818005951,0.068156941,0.096507648,0.016906717,0.044984351,-0.994171385
7/20/2023 5:56,58,-16.32540013,-8.604959839,10.63280066,-3.804677141,-1.075536313,0.063688692,0.336217817,0.066102902,-0.024769549,0.611295704,0.018787841,-0.790787832,0.077743203,0.518143507,0.074576563,-0.023461677,0.050707197,-0.069346265,-0.996025471,0.073844028,0.818081999,0.066557348,0.092571642,0.011201852,0.039783341,-0.994846936
7/20/2023 5:56,59,-17.31693151,-15.6474286,15.10429085,-3.855787874,-2.976934064,0.064616548,0.339131641,0.045367048,-0.064079147,0.60548648,0.016099211,-0.793108141,0.071742609,0.520423698,0.064354236,-0.047982024,0.047168166,-0.071728717,-0.995152044,0.072705836,0.819350839,0.064143409,0.076585897,0.002122741,0.051368606,-0.995736559
7/20/2023 5:56,60,-16.43361988,-15.00927446,10.32756085,-17.97623849,-2.743446717,0.04311443,0.343963635,0.034641049,-0.05896113,0.613182565,0.07342219,-0.784307357,0.065202646,0.521769436,0.06370322,-0.064103131,0.055416887,-0.047467792,-0.995271885,0.071284708,0.819618412,0.064246422,0.076976413,0.006470943,0.057442063,-0.995355793
7/20/2023 5:56,61,-20.45177143,-20.84128428,14.50506434,-19.56792765,-2.052242827,0.033485823,0.345189236,0.035030536,-0.058393349,0.61565098,0.075253309,-0.782241019,0.057206203,0.523006678,0.06420506,-0.061873171,0.057730506,-0.036720084,-0.995736086,0.069238401,0.820588648,0.063850491,0.073080491,0.005508413,0.074106043,-0.994553665
7/20/2023 5:56,62,-24.80485769,-19.05773584,16.35365121,-25.789524,-2.792767011,0.021783654,0.349600482,0.034158817,-0.05866718,0.619826337,0.107551757,-0.775116277,0.053361603,0.524814928,0.069344682,-0.06750215,0.065389794,-0.020778271,-0.995356786,0.068559843,0.821800383,0.065411656,0.082794374,0.010708482,0.080596539,-0.993243651
7/20/2023 5:56,63,-30.97165173,-28.66010615,22.84641196,-28.01753424,0.132041835,0.003077127,0.352617139,0.029190499,-0.070506745,0.624029414,0.128050079,-0.767604848,0.039062643,0.526578597,0.070608388,-0.069028932,0.072214617,-0.000438543,-0.994996798,0.06374441,0.823452004,0.065899086,0.086525768,0.010327,0.104812992,-0.990666338
7/20/2023 5:56,64,-34.4422102,-29.31100491,24.70172809,-30.60481876,3.265101973,-0.007693698,0.350743814,0.03692326,-0.070075174,0.627853676,0.134993544,-0.763324602,0.031437724,0.524987658,0.079538175,-0.063608112,0.077375246,0.015479895,-0.994849869,0.060794768,0.823412446,0.070288798,0.101286642,0.007561186,0.110264784,-0.988698467
7/20/2023 5:56,65,-29.83212652,-31.61988511,22.61530652,-19.87702179,2.932172539,-0.001512995,0.346461131,0.029692601,-0.083428434,0.624990463,0.09449079,-0.770386529,0.025273055,0.524538648,0.069197408,-0.069389656,0.07469603,-0.003096733,-0.994784013,0.056318117,0.823960292,0.067107329,0.088408795,0.003796905,0.128325958,-0.987775747
7/20/2023 5:56,66,-31.23459884,-30.87390441,26.3650957,-6.091676406,3.076176149,0.006337781,0.345226181,0.029085765,-0.08882313,0.622509789,0.080203902,-0.773406732,0.028682241,0.524337272,0.067251963,-0.069287609,0.071785981,-0.010682489,-0.994952599,0.057586414,0.823974737,0.066113784,0.086553668,0.001313472,0.126689782,-0.988157662
7/20/2023 5:56,67,-27.1186329,-27.89942124,31.0626401,12.73114028,2.781049196,0.04998116,0.344135648,0.02444025,-0.13049381,0.617504772,0.000725165,-0.775657141,0.043702874,0.524538592,0.058590447,-0.079679334,0.067691996,-0.061433504,-0.992619216,0.061562266,0.823886132,0.063961594,0.076543452,0.000845003,0.118351855,-0.990016711
7/20/2023 5:56,68,-32.54988124,-22.75386078,44.23686252,12.2558877,5.093108462,0.078654273,0.343079007,0.028745989,-0.167428348,0.601156565,0.006086897,-0.781371379,0.065207332,0.521247959,0.071445481,-0.083324912,0.053620864,-0.091519423,-0.990861201,0.066921398,0.82137092,0.068223028,0.094660043,-0.006067428,0.084727986,-0.991878875
7/20/2023 5:56,69,-32.72725367,-17.59085264,23.04658736,6.197414407,4.817183527,0.064086303,0.334045597,0.077899436,-0.094775625,0.613919187,-0.005612928,-0.783634079,0.060879943,0.517443518,0.097845201,-0.027365501,0.062099023,-0.075981694,-0.994796153,0.06564668,0.819372849,0.076789763,0.119520523,0.011343121,0.075440125,-0.989895904
7/20/2023 5:56,70,-26.05537631,-13.23456413,24.96413884,18.64116871,4.163976845,0.113407059,0.334613866,0.073566873,-0.119892255,0.599212102,-0.075897018,-0.78791304,0.085886734,0.516231668,0.08654381,-0.023349917,0.048300627,-0.133727061,-0.989563398,0.07214007,0.817518691,0.071922405,0.105718605,0.011519586,0.051669185,-0.992985833
7/20/2023 5:56,71,-29.190259,-12.10068139,39.48198314,30.60181087,5.124057119,0.14527479,0.343063851,0.061934319,-0.177224139,0.581492031,-0.115261151,-0.78560377,0.096765185,0.518685285,0.082605863,-0.040917462,0.039237257,-0.17844719,-0.982314885,0.073858607,0.817669499,0.071187372,0.105732202,0.009313501,0.043170832,-0.99341327
7/20/2023 5:56,72,-21.44428548,-14.568979,42.35467726,44.86417842,5.623764795,0.182848106,0.355955311,0.04201142,-0.225225975,0.573828355,-0.195877168,-0.76262569,0.105739566,0.519551281,0.061623847,-0.066041074,0.043249393,-0.2339952,-0.969020172,0.075269911,0.816559132,0.065992537,0.080692797,0.007207551,0.038013785,-0.995983406
7/20/2023 5:56,73,-18.83860865,-21.15979699,41.78558482,44.86142545,6.347653041,0.181327067,0.357957045,0.033724307,-0.235163506,0.573248549,-0.203731613,-0.758008901,0.100346872,0.519493957,0.055343517,-0.075150959,0.044759524,-0.238402977,-0.967219162,0.072167695,0.816043834,0.063952631,0.067073677,0.002703332,0.048121052,-0.996583243
7/20/2023 5:56,74,-16.42618902,-13.58520756,36.49192759,33.04148194,6.222384388,0.144641331,0.344349758,0.032552774,-0.206022188,0.584132238,-0.153344661,-0.769953394,0.083468498,0.514544396,0.05680913,-0.07540268,0.046743807,-0.189717949,-0.977821581,0.068190219,0.813897792,0.065509512,0.065985273,0.001321093,0.05520272,-0.99628729
7/20/2023 5:56,75,-23.44533406,-11.75024287,40.9969119,18.04511919,5.99422962,0.122246791,0.338243856,0.027326062,-0.193833889,0.589183839,-0.06162026,-0.781979839,0.084427948,0.513634392,0.064186737,-0.081574462,0.046506033,-0.156881206,-0.983140234,0.070548375,0.814062142,0.067972562,0.080729713,0.003589735,0.047007922,-0.995620215
7/20/2023 5:56,76,-16.1716584,-21.18713288,39.77177712,14.50383295,6.569479019,0.092534921,0.338635904,-0.001486757,-0.197191336,0.596589275,-0.020645519,-0.777669251,0.064914844,0.513745002,0.045261511,-0.11257188,0.054220267,-0.131940174,-0.983349776,0.063593491,0.814595131,0.062507864,0.055479865,-0.007307943,0.07558695,-0.995566734
