date and time,sample,dtm_13,dtm_24,de_13,de_24,dl,x_end_avg,y_end_avg,z_end_avg,qx_end_avg,qy_end_avg,qz_end_avg,qw_end_avg
26-Jul-2023 00:19:45,1,0,0,0,0,0,0.0691016539931297,0.323548988501231,0.0745907723903656,-0.0191049688806136,-0.987678420543671,0.0373679769535859,0.150764846801758
26-Jul-2023 00:19:54,2,0.810100921764798,-1.00411839666299,1.13648191421839,-5.01795145606833,1.40130556357523,0.0745093554258347,0.324119041363398,0.0761673703789711,-0.00347025057611366,-0.987589947382609,0.0456162268916766,0.150243959824244
26-Jul-2023 00:19:56,3,-0.613191130117661,-1.99746609227901,2.88043873491286,-6.38002718716629,1.84990480106102,0.0745930582284927,0.324742327133815,0.0802559653917948,-0.0040545865893364,-0.986982111136119,0.0583741563061873,0.149807619055112
26-Jul-2023 00:19:58,4,0.876020106220146,-1.21623162669271,3.10623549102107,-7.27212996030925,1.82599186402648,0.0759936735033989,0.324927965799967,0.0803415228923162,-0.000121725345449401,-0.986925446987152,0.0596195970972379,0.14974546233813
26-Jul-2023 00:20:00,5,2.01196396908114,0.385501613105906,-2.42247427803801,-8.44199088848112,2.29453495306709,0.0758233880003293,0.3252476811409,0.0809083983302116,0.00369065624351303,-0.987113261222839,0.0554932467639446,0.15004774928093
26-Jul-2023 00:20:02,6,0.270349597663547,0.632701969400957,-1.71099326377129,-4.97747265441656,1.55896669501834,0.0748603244622548,0.325298130512238,0.0813422814011574,0.00333731581146518,-0.98730636437734,0.055566626538833,0.148752682407697
26-Jul-2023 00:20:04,7,-0.770094354280363,1.18279642085905,-5.79845608739334,-0.385025262329281,1.8500870676572,0.0765703851977984,0.325368382533391,0.0753385712703069,0.0114672609294454,-0.987906527519226,0.0447084985673428,0.148021144668261
26-Jul-2023 00:20:07,8,-0.666010590272203,2.15764990253902,-4.45001854313945,-0.0104590270610311,1.00163914787555,0.0679528966546059,0.326218513647715,0.0687109942237536,0.0038280022641023,-0.988447789351145,0.038799557586511,0.146460756659508
26-Jul-2023 00:20:09,9,0.875170562113322,4.33949441843723,-3.38760087875468,1.24579865426796,1.87013346230849,0.0657617593804995,0.326319491863251,0.0688431829214096,0.00244592251256108,-0.988764675458272,0.0375141032040119,0.144676015774409
26-Jul-2023 00:20:11,10,2.12541844054997,2.85282297433388,2.12114348948792,1.42829389285734,1.97389842912211,0.0634152313073476,0.326924129327138,0.0748030111193657,-0.00385831507543723,-0.989545329411824,0.0311255508412917,0.140758974353472
26-Jul-2023 00:20:13,11,4.01400812873879,1.64766500345139,1.77172801464773,-1.53946406741247,2.87111322883912,0.0614605305095514,0.32688149412473,0.0774604762593905,-0.00601576175540686,-0.989323854446411,0.038078710436821,0.140542223056157
26-Jul-2023 00:20:16,12,5.83574070074569,0.0378045996797902,0.231747902666718,2.93697878765063,3.34551307700605,0.0601769988735517,0.326243168115616,0.0784629796942075,-0.0131671443581581,-0.989631688594818,0.0233701098710299,0.141101388136546
26-Jul-2023 00:20:18,13,2.02459714927111,-2.29168937088076,1.729972619112,0.786301498972632,2.70708108194207,0.0688503300150236,0.325854426622391,0.078690272072951,-0.0109289008503159,-0.989657195409139,0.0226796645671129,0.141226167480151
26-Jul-2023 00:20:20,14,2.16040261003278,-0.771501480144263,-0.516818081608627,-0.868436547326598,2.79391847080151,0.0701857720812162,0.325764135519663,0.0771492689847946,-0.00895410161465406,-0.989665575822194,0.0231391282131275,0.141231769323349
26-Jul-2023 00:20:22,15,0.822607823633608,0.522288517953677,0.461805495295296,0.622621284746094,2.03331854092995,0.0699502790967623,0.325581272443136,0.0737397263447444,-0.007238051854074,-0.989574587345123,0.0241385238866011,0.141799519459407
26-Jul-2023 00:20:25,16,-2.24845925382853,0.0875921159484497,-0.89069876533772,-1.6350091481439,1.61397948480335,0.0764503245552381,0.325986874103546,0.0678933799266815,0.00308926443879803,-0.989489527543386,0.0273652654141188,0.141957769791285
26-Jul-2023 00:20:27,17,-2.49468595976623,-2.09863955857854,-4.523794505275,3.53718893744865,2.92495431311189,0.075321818391482,0.327215838432312,0.0600332987805208,-0.00410784953273833,-0.989452421665192,0.00857703872025013,0.144544017314911
26-Jul-2023 00:20:29,18,-1.57442969319596,-4.33186049389698,-6.78444668396575,3.30741940677422,4.06494685526017,0.0817506060004234,0.326875229676565,0.0611366152763367,-0.00412852504911522,-0.989260705312093,0.000150843163038417,0.146103054285049
26-Jul-2023 00:20:31,19,-1.82992877033092,-5.10481727212239,-7.41368255308487,-2.29814989187217,4.1823646182432,0.0912855699658394,0.326647512118022,0.064554384847482,0.0105363897979259,-0.989305790265401,0.00764873959124088,0.145270134011904
26-Jul-2023 00:20:34,20,-4.49364283889958,-5.69865336812464,-9.74620145788861,-7.95740905583416,6.40459458323737,0.103013180196285,0.326898560921351,0.0608322297533353,0.033849906673034,-0.988164881865183,0.0128883376717567,0.149057506521543
26-Jul-2023 00:20:36,21,-3.91851633631995,-5.86484576237531,-9.73150168520801,-5.73997412501872,6.98111214131466,0.105914997557799,0.32646898428599,0.0581453199187915,0.0360699199140072,-0.988138775030772,0.00503040719777346,0.149182224273682
26-Jul-2023 00:20:38,22,-1.8921323046861,-6.012710563548,-9.0990306089873,-3.60079910239803,7.36321048533659,0.101653503378232,0.324351481596629,0.0633804455399513,0.0282565455883741,-0.988557942708333,0.0051741374656558,0.148080638051033
