x_end_avg,y_end_avg,z_end_avg,qx_end_avg,qy_end_avg,qz_end_avg,qw_end_avg,x_end_avg,y_end_avg,z_end_avg,qx_end_avg,qy_end_avg,qz_end_avg,qw_end_avg
0.073319576,0.328585478,0.061929779,-0.054655328,0.003821509,-0.024241497,-0.998203699,0.06786488,0.327290714,0.05853641,-0.049835116,-0.003248744,-0.013988078,-0.998654246
0.070333402,0.327960527,0.066365564,-0.048826324,0.00071688,-0.01974494,-0.998611748,0.065761968,0.326990485,0.063214004,-0.048276424,-0.007069711,-0.013389558,-0.998719275
0.065650536,0.327860318,0.066282402,-0.047432451,-0.004951462,-0.01118511,-0.998799483,0.065685675,0.326994002,0.056889325,-0.045632064,-0.011704329,-0.002996325,-0.998885214
0.062186746,0.327117878,0.069839194,-0.029502949,-0.00341783,-0.000234905,-0.999558624,0.05782941,0.326627225,0.066602498,-0.022594422,-0.005898897,0.004055738,-0.999719083
0.06195315,0.327099713,0.070116554,-0.029136971,-0.00341017,0.000142132,-0.999569527,0.066668421,0.326429337,0.073284522,-0.020806372,-0.01131529,-0.001454592,-0.999718308
0.061980202,0.326092017,0.084991159,-0.01906838,-0.006058647,0.00503898,-0.999787156,0.061659142,0.324889213,0.081750631,-0.011828005,-0.005968321,0.015781969,-0.999787569
0.060411969,0.325748609,0.088634868,-0.017323255,-0.007477095,0.005621199,-0.999805963,0.057854638,0.324442655,0.082078844,-0.015319943,-0.010483362,0.015824854,-0.999702334
0.060446086,0.32575358,0.088474822,-0.017302669,-0.007399828,0.005898152,-0.999805013,0.057090119,0.32441777,0.081677213,-0.015219182,-0.010700453,0.01610297,-0.999697268
0.063353139,0.324785097,0.08348105,-0.028812629,-0.007955164,0.005771349,-0.99953601,0.061667517,0.322718441,0.075096115,-0.032279372,-0.014665846,0.011053383,-0.999310076
0.069876341,0.324379959,0.081107241,-0.031043164,-0.006042098,0.001279722,-0.999497481,0.072160408,0.321994662,0.074973196,-0.030256808,-0.015725166,-0.000494003,-0.999417484
0.073116616,0.323885781,0.088980291,-0.026063885,-0.004111439,-0.006347309,-0.999631174,0.06988585,0.322016627,0.08322528,-0.030815423,-0.011670187,-0.007623345,-0.999427795
0.074019213,0.323980494,0.080115981,-0.044391369,-0.001555869,-0.022900172,-0.998750468,0.073508933,0.322660893,0.07374984,-0.047195494,-0.011609148,-0.026305437,-0.998471677
0.075805476,0.323674506,0.073819067,-0.053551198,0.000865227,-0.030890465,-0.998086715,0.076457381,0.322526753,0.067600474,-0.059899122,-0.013557114,-0.034894288,-0.997502208
0.068248405,0.322791694,0.077199964,-0.048386555,-0.001610987,-0.022070709,-0.998583448,0.064451441,0.321690172,0.06962803,-0.047503859,-0.006247569,-0.017227829,-0.998702884
0.066875424,0.322943976,0.075533258,-0.051483093,-0.007350576,-0.020115604,-0.998444192,0.062301412,0.322668493,0.071775332,-0.056496918,-0.009248946,-0.019512177,-0.998169243
0.063335034,0.323328549,0.070356693,-0.061297427,-0.012262353,-0.012703675,-0.997963377,0.06074138,0.323393375,0.070427358,-0.061692268,-0.011762958,-0.014418274,-0.997921765
0.059421267,0.324021492,0.076024283,-0.066114467,-0.0115747,-0.013851065,-0.997648764,0.055592418,0.323642671,0.070170283,-0.073289841,-0.011541639,-0.016311854,-0.997110426
0.059647311,0.323990399,0.080685095,-0.062476167,-0.004082584,-0.016478613,-0.997902004,0.057198539,0.323362947,0.077903688,-0.062819749,-0.011486486,-0.02312547,-0.997690737
0.051244782,0.324106944,0.094803415,-0.043743496,0.000523408,-0.007463639,-0.999014684,0.048006341,0.323306859,0.092287511,-0.037952304,0.00098997,-1.13E-05,-0.999272227
0.046193129,0.323165437,0.102876829,-0.028585324,0.000629608,0.006778227,-0.999567942,0.045102611,0.322316498,0.097687706,-0.035461068,0.001890235,0.010459334,-0.999289095
0.046434723,0.323183507,0.102892426,-0.028878791,0.002191336,0.006599484,-0.999558719,0.053356484,0.322622508,0.101523831,-0.030900359,-2.64E-05,-0.00255686,-0.999519169
0.043343991,0.323600878,0.109793747,-0.024691073,0.003076689,0.009429465,-0.999645905,0.046951771,0.322494984,0.107319891,-0.026651114,-0.001327362,0.010593235,-0.999587357
0.044631127,0.323356595,0.109141909,-0.027302374,0.003112075,0.006812415,-0.999599155,0.051088586,0.321964085,0.100767538,-0.037739933,0.002559628,0.011344373,-0.999204755
0.047605821,0.323404898,0.11015266,-0.02754577,0.003923465,0.006108086,-0.99959416,0.056474745,0.322098732,0.106090575,-0.029603213,0.002018351,-0.000712812,-0.999559462
0.05631259,0.323576576,0.106749106,-0.037174998,0.002302627,-0.011522698,-0.999239635,0.065939501,0.322268605,0.102301359,-0.0341416,0.00185632,-0.030452609,-0.998951137
0.05898113,0.323212963,0.109114274,-0.037892084,0.001696582,-0.017477109,-0.999127563,0.071071863,0.321393132,0.108203739,-0.020700663,0.00292423,-0.035890162,-0.999136806
0.059268211,0.323333349,0.104991699,-0.043038039,0.001713468,-0.019332413,-0.998884892,0.068580478,0.323025882,0.108437866,-0.034793675,0.002310168,-0.032026529,-0.998878539
0.070185842,0.323943937,0.11196389,-0.039432509,0.001186443,-0.025893054,-0.998885747,0.075042263,0.323774487,0.111332372,-0.032975584,0.001649786,-0.036544591,-0.998786449
0.070701179,0.324793027,0.118492756,-0.032958331,0.001319948,-0.024617689,-0.999152486,0.069471583,0.324034959,0.114326879,-0.023881406,0.000565287,-0.024001807,-0.999426425
0.069500934,0.324934645,0.115943754,-0.033585049,0.001668866,-0.02404908,-0.999145079,0.06825532,0.324660987,0.110305294,-0.031922162,-0.000284113,-0.024581164,-0.999187946
0.068182195,0.325372487,0.112761823,-0.036584083,0.002145384,-0.022436578,-0.999076406,0.064333454,0.324872404,0.106598318,-0.037784189,-0.004553434,-0.018680573,-0.999100804
0.072175918,0.325796731,0.112975397,-0.036301284,0.00172357,-0.024344815,-0.999042753,0.074068308,0.324800551,0.09922646,-0.041845888,0.002103932,-0.022629231,-0.998865545
0.066061603,0.326541601,0.103453682,-0.049056959,-0.00103914,-0.011292751,-0.998731426,0.06090036,0.324956834,0.094468206,-0.055015624,-0.010956485,-0.004894555,-0.998413265
0.063651939,0.326507992,0.105831577,-0.049478484,-0.004700815,-0.005607793,-0.998747098,0.056412891,0.324906945,0.100490674,-0.040358633,-0.01020541,0.006813884,-0.999108851
0.073077216,0.325981027,0.107289655,-0.027863078,-0.00166525,-0.002388363,-0.999607182,0.069472656,0.32501635,0.101494163,-0.023493469,-0.002684373,0.004570127,-0.999709547
0.074952858,0.325903193,0.102724051,-0.029033848,-0.00489763,-0.001986889,-0.999563992,0.071301401,0.324813515,0.098890468,-0.023653686,-0.004943684,0.003997505,-0.999699593
0.080688819,0.325838327,0.09389528,-0.03066318,-0.00398849,-0.005345966,-0.999507229,0.080197766,0.325058937,0.089212149,-0.022262275,-0.011248834,-0.01409179,-0.999589562
0.086754986,0.326238042,0.091537457,-0.037484592,0.001789487,-0.018834413,-0.999117382,0.080514207,0.324755371,0.092024446,-0.036922395,-0.005704161,-0.022149146,-0.999056339
0.087686773,0.326542008,0.086176568,-0.045403122,0.002136133,-0.023965107,-0.998678927,0.079348221,0.325651795,0.079527408,-0.041758686,-0.012769278,-0.025388509,-0.998723447
0.083988907,0.326471353,0.085702998,-0.043783663,0.002557743,-0.022295247,-0.998788917,0.07689546,0.325904936,0.080523252,-0.036898434,-0.010252181,-0.024568975,-0.998964369
0.081422262,0.326968072,0.083483153,-0.042912509,-0.003519924,-0.020963553,-0.998852698,0.076061189,0.326860517,0.079928324,-0.041381299,-0.009240042,-0.017936885,-0.998939633
0.080631545,0.328998166,0.080266006,-0.052409255,-9.79E-05,-0.033110461,-0.998076526,0.077083841,0.329767972,0.082556382,-0.046682417,0.003783341,-0.03581503,-0.998260319
0.077571417,0.329060344,0.076067444,-0.053438233,0.000320756,-0.033026398,-0.998024805,0.0717666,0.329681575,0.072585434,-0.051317573,-0.00457488,-0.027496368,-0.998293281
0.076432539,0.329056718,0.075530798,-0.053721456,-0.001183211,-0.032074322,-0.998039945,0.069154695,0.329393774,0.076022565,-0.044125468,-0.004100449,-0.021932542,-0.998776734
0.078646204,0.329497713,0.077926062,-0.047975822,-0.002861312,-0.036906955,-0.998162321,0.073701993,0.329847634,0.079530597,-0.034340948,4.86E-05,-0.035239398,-0.998788655
0.084972806,0.330069228,0.08196886,-0.045778156,-0.007303786,-0.05381242,-0.997474444,0.081887707,0.33054924,0.083911419,-0.03224206,-0.006495979,-0.05525133,-0.997930467
0.086235334,0.330569772,0.083593619,-0.040999016,-0.007882091,-0.05747012,-0.997473907,0.081489995,0.331098497,0.085825115,-0.020952493,0.000805881,-0.053571671,-0.998343527
0.073604122,0.331092672,0.094013167,-0.026007528,-0.00511491,-0.038455064,-0.998908563,0.070984527,0.331118405,0.095333129,-0.015097737,0.006775301,-0.034212738,-0.999277532
0.060182032,0.331746324,0.108790463,-0.00076334,-0.003788591,-0.017981393,-0.999830715,0.059767008,0.332179904,0.102895111,0.003926098,-0.00810675,-0.011034638,-0.999898374
0.049748257,0.332717391,0.114594936,0.001112341,-0.00201508,-0.011817065,-0.999927453,0.048489317,0.332248926,0.107709244,-0.000332534,-0.003448833,-0.008746594,-0.999955714
0.045277879,0.332760731,0.111829134,-0.000207838,-0.004353003,-0.010503686,-0.999935234,0.045081422,0.3317568,0.103717983,-0.004131109,-0.009356257,-0.011066616,-0.999886394
0.040007239,0.3321507,0.110286593,-0.00190843,-0.001210462,-5.43E-05,-0.999995172,0.043553516,0.331544012,0.10725534,-0.000329286,-0.003477115,0.003305107,-0.999988258
0.042019675,0.331395406,0.108033277,0.001389067,-0.005118111,0.002126598,-0.999979659,0.048806831,0.330151111,0.104070485,0.002226293,-0.000165116,0.00296393,-0.999993145
0.045750727,0.330333942,0.10295883,-0.005377513,-0.004726073,0.005160354,-0.999960999,0.051428512,0.329844117,0.09985131,-0.001650214,-0.000900541,0.000400275,-0.999998152
0.044831211,0.330167435,0.104421025,-0.00314429,-0.00606971,0.008556613,-0.999940046,0.04705736,0.329867333,0.10417743,0.012862533,-0.00488314,0.014902323,-0.999794245
0.050386698,0.329147273,0.097252341,0.005792081,-0.006718898,0.011644012,-0.999892823,0.051152959,0.329276443,0.098855332,0.027303636,-0.009321291,0.017413586,-0.999432027
0.053829929,0.328755164,0.100896656,0.017743413,-0.003989692,0.011276789,-0.999770959,0.057493746,0.328019619,0.100391239,0.030222237,-0.001433611,0.009702206,-0.999495029
0.053821273,0.328878427,0.104833627,0.026906394,-0.005465833,0.007853072,-0.999564326,0.054974437,0.32801491,0.105247855,0.035280704,-0.002556499,0.013640761,-0.999281108
0.054477495,0.32842594,0.111639541,0.032057438,-0.003179365,0.009931476,-0.999431467,0.051980481,0.328575999,0.11175403,0.046588361,-0.001781676,0.020496339,-0.998702288
0.04769412,0.32793029,0.113086733,0.03531442,-0.002433595,0.026313102,-0.999012665,0.050321952,0.326471955,0.108529404,0.03752616,-0.004230127,0.028912306,-0.998868167
0.050967524,0.328644005,0.117821807,0.04711298,-0.001719234,0.023663933,-0.998602196,0.052089766,0.326971024,0.116889507,0.045323402,0.004015956,0.031704634,-0.998460591
0.051259189,0.329951898,0.127762605,0.06075719,0.014062724,0.041419579,-0.997192144,0.050612107,0.330627382,0.125193402,0.069821298,0.011428714,0.041705966,-0.996621192
0.056892498,0.33057526,0.130997938,0.071795273,0.013903927,0.031560038,-0.996822198,0.063302979,0.329152346,0.118283361,0.062230825,0.002919916,0.017319083,-0.997907221
0.065987378,0.331289452,0.134511579,0.072541754,0.009770486,0.006913531,-0.997293496,0.067610189,0.330349952,0.133060709,0.077156723,0.006770298,-0.000249028,-0.99699527
0.070925002,0.332093394,0.137477706,0.081353379,0.008812864,-0.003186651,-0.996640607,0.066965088,0.332803965,0.135647193,0.08821097,0.008232929,-0.005559713,-0.996052265
0.068657384,0.332305964,0.134823513,0.07934218,0.003831809,-0.001778487,-0.99683814,0.060460865,0.333356947,0.12782298,0.082220525,0.008338854,0.00842464,-0.996543527
0.058372064,0.335322495,0.142913386,0.099252611,0.003383716,0.008074958,-0.995023473,0.052716613,0.337057739,0.14371717,0.114081919,0.00691333,0.014209569,-0.993342996
0.056811651,0.33757868,0.152569559,0.121873339,0.004257334,0.004676764,-0.992525466,0.052488506,0.339280427,0.154766679,0.139837325,0.006831761,0.012572914,-0.990068555
0.068174547,0.335108578,0.146068693,0.111298211,0.001675621,-0.013809235,-0.993689414,0.069103584,0.334998637,0.145089522,0.117122233,0.005608276,-0.024840087,-0.99279058
0.074025182,0.337614648,0.157996846,0.136306435,-0.000781044,-0.023160164,-0.990389101,0.075836211,0.339422822,0.159188956,0.154907346,0.002977569,-0.025410384,-0.987597227
0.077550209,0.339420056,0.161383498,0.147282029,-0.002943199,-0.033329685,-0.988528407,0.080706462,0.339205444,0.15085499,0.153072238,-0.005292706,-0.036466867,-0.987527549
0.088908068,0.34203372,0.159448497,0.154317588,-0.000137518,-0.055569095,-0.986457264,0.0888381,0.340996176,0.150866643,0.156749368,-0.002444878,-0.051547587,-0.986289263
0.08461298,0.341136948,0.146902882,0.136702086,-0.006256834,-0.055556978,-0.989033039,0.083831996,0.342444479,0.149271905,0.13757199,0.001956653,-0.055193663,-0.988949895
0.082569818,0.340008316,0.148688907,0.130449653,0.000112006,-0.04349569,-0.990500108,0.07936655,0.33739379,0.147499248,0.120618075,0.001157813,-0.034351319,-0.99210304
0.081334762,0.340017539,0.149602596,0.130449963,0.001249635,-0.042635314,-0.990536932,0.078923956,0.337503582,0.14982523,0.121666074,0.000455111,-0.034029514,-0.991987467
0.089512158,0.339355,0.148505096,0.12124122,0.004650915,-0.049718651,-0.991365886,0.08938317,0.338130414,0.148225158,0.120794117,-0.000975449,-0.047979742,-0.991516829
0.09405933,0.340014674,0.150274803,0.12195657,0.005428232,-0.056431953,-0.99091475,0.094397306,0.339097887,0.152255312,0.125379413,-0.001162231,-0.061077386,-0.99022609
0.098184065,0.341366144,0.158509145,0.130893949,0.010820756,-0.063573199,-0.989296691,0.096888512,0.340490878,0.159469888,0.13466388,0.00267813,-0.068212569,-0.988536954
0.098969646,0.34001805,0.161406011,0.112311407,0.005438684,-0.074442427,-0.990865699,0.095574304,0.337158859,0.157863691,0.107473671,-0.000637598,-0.074343234,-0.991424143
0.1055558,0.339915262,0.163816155,0.108020109,0.00333592,-0.088786837,-0.990170395,0.106380269,0.338542491,0.159459084,0.109483778,-0.000152223,-0.099233508,-0.989022672
0.11314796,0.338689792,0.15568615,0.102983925,0.007759667,-0.085828175,-0.990942617,0.109084234,0.336993903,0.152631879,0.102320403,0.007369667,-0.080178618,-0.991487503
0.110602969,0.335943311,0.138849331,0.087289515,0.010487945,-0.067500097,-0.993837837,0.104260489,0.333142638,0.135426015,0.075473994,-0.000127733,-0.063726425,-0.995108724
0.116851654,0.336797978,0.140769784,0.088476393,0.011253954,-0.066924536,-0.993763749,0.111778334,0.335429907,0.143434376,0.094039083,0.007153869,-0.065366268,-0.993394136
0.10831938,0.332616959,0.136266725,0.064586585,0.009985804,-0.034476473,-0.997266408,0.106550276,0.332482368,0.141221777,0.069989145,0.01104708,-0.039913952,-0.99668771
0.115780137,0.333690617,0.135536467,0.058736239,0.011700539,-0.037554419,-0.997497805,0.113752991,0.334116608,0.134980246,0.05647698,0.010050248,-0.047474027,-0.997219622
0.116426648,0.335678234,0.142570051,0.070065862,0.013361646,-0.037211933,-0.996758509,0.111854315,0.336293727,0.141974017,0.07518068,0.012115452,-0.04446739,-0.996104181
0.120225842,0.337227609,0.147364362,0.075469985,0.015752899,-0.03579956,-0.996380711,0.1150565,0.337494761,0.146887615,0.078309983,0.019686926,-0.033107936,-0.996184468
0.126693798,0.338458866,0.149240593,0.0753594,0.018266216,-0.035781452,-0.99634668,0.120965511,0.338940531,0.14712064,0.075498819,0.019495208,-0.037349045,-0.996255457
0.117340485,0.34016186,0.159519831,0.091903513,0.021503922,-0.021881922,-0.995295135,0.111401185,0.340598315,0.156349123,0.097671121,0.021180522,-0.023974389,-0.994704425
0.111554991,0.342424035,0.172159918,0.104623806,0.022846254,-0.014216599,-0.994147734,0.107609972,0.342643917,0.168238759,0.106606096,0.021131296,-0.018947214,-0.993896067
0.09976831,0.340638139,0.154036379,0.08301836,0.023463007,0.008927445,-0.996229434,0.093324706,0.340944618,0.152950346,0.085167408,0.024137031,0.011769712,-0.996004701
0.082839888,0.338710574,0.142376159,0.076750822,0.016281165,0.020790077,-0.996699576,0.075681195,0.339278758,0.143697396,0.08132413,0.020718683,0.028533369,-0.996063709
0.074650254,0.337152475,0.131579461,0.071475397,0.013890875,0.020879417,-0.997126937,0.069025129,0.337834865,0.1346232,0.0800035,0.015179802,0.022912502,-0.996415555
0.075322278,0.33631746,0.126633925,0.06468895,0.012627646,0.023049302,-0.997558586,0.075976536,0.335833281,0.131477043,0.064246178,0.012669411,0.03039667,-0.997389495
0.072707196,0.335989048,0.134604424,0.076346619,0.018567493,0.033349311,-0.996350217,0.079001665,0.337328613,0.145379514,0.086983472,0.021088626,0.026869655,-0.995623946
0.091322065,0.335828515,0.13021124,0.066404007,0.016430435,0.001938235,-0.997655563,0.095551386,0.336258411,0.136502281,0.069816768,0.012234319,-0.019771814,-0.997288823
0.094480052,0.333620683,0.122531594,0.033248956,0.009840247,-0.009892408,-0.999349689,0.089940444,0.333669186,0.123360828,0.029595613,0.009383943,-0.01534602,-0.999400079
0.097772989,0.332879094,0.118169249,0.021745692,0.008148082,-0.01923204,-0.999545336,0.093328819,0.332797408,0.118207112,0.017102987,0.007362563,-0.022848636,-0.999565065
0.099282225,0.334600649,0.12668879,0.01855687,0.004024364,-0.038813639,-0.999065983,0.097136185,0.333969712,0.12722005,0.020021141,-0.005282771,-0.055064589,-0.998268068
0.103720635,0.336759363,0.128162699,0.024854263,0.001565925,-0.060498414,-0.997857583,0.096138582,0.335753292,0.127774701,0.032516122,-0.008517548,-0.055684954,-0.997882426
0.10619914,0.338650654,0.133239937,0.03508669,0.00281185,-0.06437615,-0.997304587,0.10666053,0.338000983,0.135558024,0.042851627,-0.001894198,-0.075085908,-0.996251762
0.102892395,0.339015873,0.138583017,0.049207038,0.004149211,-0.058701638,-0.997053464,0.102274582,0.338441968,0.143106729,0.06536451,0.001061946,-0.06403622,-0.995804071
0.097500611,0.338767515,0.136079811,0.05609415,0.001538686,-0.060295595,-0.996601892,0.096591979,0.337273091,0.132615462,0.065715104,-0.006202105,-0.062258661,-0.995874941
0.098224861,0.338782398,0.12970705,0.060684488,-0.005162467,-0.069920324,-0.995691677,0.099174306,0.338164717,0.127404466,0.069590956,-0.009007048,-0.076677561,-0.994583607
0.095536,0.338482469,0.126109928,0.057862865,-0.006894429,-0.069467187,-0.99588083,0.092416987,0.339085728,0.121188045,0.057457387,-0.005380027,-0.073640972,-0.995613575
0.093128977,0.339305596,0.124816389,0.060956626,-0.009829616,-0.071467989,-0.995529771,0.091079041,0.340006441,0.125248045,0.065797776,-0.006392278,-0.076255798,-0.994894326
0.102017571,0.339176939,0.117115038,0.040167988,-0.011469758,-0.087571545,-0.995281951,0.107658684,0.339061439,0.115423277,0.039016038,-0.010754075,-0.099711031,-0.9941926
0.106216954,0.339829222,0.109965489,0.022935966,-0.011712841,-0.096833934,-0.994966654,0.110487387,0.339771062,0.108633816,0.022553831,-0.011225995,-0.108348534,-0.993793726
0.108145813,0.341241682,0.112854699,0.014658025,-0.01219139,-0.107515234,-0.994020192,0.106740266,0.340423942,0.113113016,0.013549447,-0.016070575,-0.112165958,-0.993467033
0.100464724,0.340188088,0.109316365,0.011794937,-0.013985649,-0.101381665,-0.994678764,0.100681454,0.338611692,0.105991706,0.007026076,-0.014680814,-0.104021639,-0.994441867
0.092622267,0.338776056,0.107346376,0.008168872,-0.015303552,-0.091397068,-0.99566311,0.091668472,0.33687526,0.103438079,0.008839458,-0.014595263,-0.092735782,-0.995544374
0.108055089,0.339552987,0.101229849,0.010239731,-0.01472929,-0.112943165,-0.993438876,0.106672272,0.339585006,0.104358941,0.022733897,-0.005691487,-0.126544043,-0.991681576
0.108793284,0.338792988,0.097073406,-0.003818338,-0.01699179,-0.122712122,-0.992289507,0.102157936,0.338459224,0.103276357,0.016378134,-0.012903582,-0.135397241,-0.990571976
0.098966873,0.337123452,0.100338075,0.009796512,-0.016756302,-0.117055753,-0.992935419,0.098924682,0.334997624,0.10230352,0.013901621,-0.017383922,-0.121949315,-0.992284417
0.094768746,0.335612323,0.094255244,0.006465577,-0.015832742,-0.11064443,-0.993712882,0.096399099,0.333936751,0.098613217,0.01113078,-0.016451228,-0.116206169,-0.993026435
