date and time,Repeat num,Test num,d0_end,d1_end,d2_end,d0_body,d1_body,d2_body,dL,x_end_avg,y_end_avg,z_end_avg,qx_end_avg,qy_end_avg,qz_end_avg,qw_end_avg
16-Jan-2024 21:55:59,1,11,-17.205180147146,-9.95264035373529,-11.6232476798063,-8.81627612777868,-3.33338111002901,-13.7882397109121,-17.4393674444188,-0.0231669889142116,0.0297478966414928,0.248215211431185,-0.0281739176561435,0.00327869419318934,0.977847317854563,-0.207388752698898
16-Jan-2024 21:56:02,1,12,-0.264604606506226,-2.70196710627476,-0.790889948202157,-16.3303031991587,-4.43833623574865,-14.7735885766059,-16.6951503073726,-0.0301095015058915,0.0225413811703523,0.24987006187439,-0.0225189939141274,-0.00964791278044383,0.978190855185191,-0.206256697575251
16-Jan-2024 21:56:04,1,13,-11.2394574945052,-8.44250200451451,-16.7850515039489,-22.5986970486603,-7.42427270560254,-13.571892782751,-19.7197705282946,-0.0170859437435865,0.00815775593121846,0.251376221577326,-0.0433035679161549,0.017832117403547,0.976907253265381,-0.208468210697174
16-Jan-2024 21:56:07,1,14,-0.664705833636755,-2.88830845042491,-12.7450366349358,-14.7547891551939,-1.74707045193155,-6.68681520035284,-16.3861245708975,-0.0157285715763768,0.00516767265896002,0.251083370049795,-0.043153786410888,0.0240602988749743,0.976716792583466,-0.208765824635824
16-Jan-2024 21:56:09,1,15,-0.285873535360295,-1.24606778205417,-13.9785973794649,-22.0449551584753,-2.19449120959156,-12.4251476668278,-15.183506673939,-0.0157606712852915,0.00517933443188667,0.249958899617195,-0.0379763339956601,0.0247304058323304,0.977039396762848,-0.208182963728905
16-Jan-2024 21:56:12,1,16,-12.1615490041123,-8.42880943459014,-32.2176788211524,-18.9671934406126,-4.69309306111894,-14.89807007306,-13.1980716120411,-0.0159429017454386,0.0107414949064453,0.248370351394018,-0.0331856300433477,0.0222840333978335,0.977374609311422,-0.207703910271327
16-Jan-2024 21:56:15,1,17,-10.4189566516201,-5.93495908830065,-18.6068185179806,-19.2320827919892,-16.3235881176605,-15.6636957077517,-8.07559316491944,-0.01907600723207,0.0305846447745959,0.245110287268957,-0.0230721504737933,0.0103683084870378,0.978044732411702,-0.206854048371315
16-Jan-2024 21:56:18,1,18,-13.1086086343757,-8.92579629210914,-5.06215921571815,-5.39890236804591,-6.31208553816928,-6.99731114723943,-4.38444652382012,-0.0204781021922827,0.0396995862325033,0.242501221100489,-0.0125130183373888,0.00349609393936892,0.978324270248413,-0.206670983632406
16-Jan-2024 21:56:20,1,19,-9.30069219582862,-3.93063613557882,-3.31136112230255,-13.8648392566561,-16.4682495217367,-14.7606739047343,-2.42737754179458,-0.0172020354618629,0.0404280871152878,0.241416267553965,-0.0140740425636371,0.00296091143973172,0.978192083040873,-0.207203112045924
16-Jan-2024 21:56:23,1,20,-9.88746254543692,-2.95281210776934,-1.28432943125955,-8.62091243519248,-7.250252573649,-6.99738478845613,-0.131982985318354,-0.0152651243532697,0.0357891927162806,0.24072672923406,-0.0138761263961593,0.00569393491993348,0.978172886371613,-0.207250286142031
16-Jan-2024 21:56:25,1,21,-3.61568533370381,-10.2253663104617,-6.73977883731938,-6.58685867962106,-2.64775507805019,-5.43332668056649,-0.897883111269117,-0.0152477694054445,0.037251341342926,0.240814933180809,-0.0140665143728256,0.00309183057397604,0.978214339415232,-0.207097147901853
16-Jan-2024 21:56:27,1,22,-4.91382966177904,-13.5648136025657,-9.37002658267038,-13.0690658242443,-8.65823580556649,-7.3002692112793,-2.83530863134009,-0.0175254548589389,0.0356011755764484,0.241075166066488,-0.0131783911337455,0.00170806936609248,0.978249625364939,-0.207004448771477
16-Jan-2024 21:56:30,1,23,-10.9624219151427,-0.288216074974093,-11.240919116237,-4.59524362380828,-6.55626731557412,-0.0187727921212648,-1.06362095169367,-0.0123238300904632,0.0398672002057234,0.240930086374283,-0.0188163703928391,0.00332765738324573,0.978033169110616,-0.207565506299337
16-Jan-2024 21:56:33,1,24,-27.3942037213451,-9.88507926408784,-14.2844841984038,-14.7135551717917,-12.1961891352607,-7.84137046959148,-6.67171787379714,-0.0294834084808826,0.0289658007522424,0.242273058493932,-0.0060397415732344,0.00911306192477544,0.978190056482951,-0.207420257727305
16-Jan-2024 21:56:35,1,25,-18.6649174500662,-14.2347497030803,-3.30732978165156,-9.76546013680235,-8.36636556813895,-2.77619400819788,-6.07250931315296,-0.0301908433437347,0.0323680670311054,0.242452462514242,-0.00608884698400895,0.00595090476175149,0.97827525138855,-0.20713443060716
16-Jan-2024 21:56:38,1,26,-14.5695436296225,-20.2612980331845,-9.70126788575903,-9.59168871961292,-11.7456245751607,-8.17822333786444,-8.29521111164673,-0.0347172724703948,0.0453734482328097,0.243850746750832,-0.00211555374165376,-0.00968699560811122,0.978421171506246,-0.206381200750669
16-Jan-2024 21:56:41,1,27,-2.91748163476229,-15.6061403735494,-7.15639292460608,-12.7277095585257,-10.5724251343917,-4.14944174154795,-10.0881666031253,-0.0371995853881041,0.0384680425127347,0.245072227716446,-0.00111548651378447,-0.0084408991659681,0.978453004360199,-0.206293139855067
16-Jan-2024 21:56:43,1,28,-7.1175059618455,-26.8072333694981,-1.4391843055753,-17.0249120447172,-9.37933158914083,-8.1516287407892,-15.9947281437867,-0.0489519387483597,0.0294318833698829,0.247649224599202,0.0123720235501726,-0.0172155808657408,0.978469049930572,-0.205301410953204
16-Jan-2024 21:56:46,1,29,-7.77952292246594,-29.6632905459224,-3.66763833136396,-8.30940321342558,-2.89081116170271,-6.96207741479719,-18.7943056491696,-0.0558283741275469,0.0362676990528901,0.250226616859436,0.0144059001778563,-0.0223069695134958,0.9781392176946,-0.206248121460279
16-Jan-2024 21:56:49,1,30,-13.2834095780902,-14.7042112782646,-0.668993503282726,-15.1388110077915,-9.83448682533038,-14.712598198896,-12.6673496176176,-0.0390405848622322,0.0278558030724525,0.247297724088033,0.00560120937104026,-0.00635598367080092,0.978537360827128,-0.20589332083861
16-Jan-2024 21:56:52,1,31,-20.9850574493046,-12.3841905398295,-4.45612308641607,-12.037162110062,-7.16622170013262,-4.25869662184649,-17.6828207943608,-0.0465928045411905,0.0264276284724474,0.248897324005763,0.00241061560809612,0.00677134736130635,0.978012510140737,-0.208419367671013
16-Jan-2024 21:56:55,1,32,-8.23693487797244,-1.49835082547625,-3.02129989054747,-14.0631303323275,-10.8260039153683,-1.91593576936776,-12.3287028575926,-0.0320871515820424,0.0273783262819052,0.247323801120122,-0.00881667590389649,0.00722658572097619,0.978043286005656,-0.208088889718056
16-Jan-2024 21:56:57,1,33,-3.97502739207622,-10.3921889578809,-9.80229688451492,-8.60343623603524,-10.6146881939376,-1.84873766893107,-13.5680403016095,-0.0296024434268475,0.0477979610363642,0.249057959516843,-0.0239150476952394,-0.0110251768802603,0.977890149752299,-0.207453398903211
16-Jan-2024 21:57:00,1,34,-14.4970187615495,-15.2978209054576,-18.1010157780495,-16.0713395265471,-10.0100839019008,-1.74029516791275,-17.4601230271668,-0.0292448314527671,0.0292230752607187,0.251069374879201,-0.0314608231186867,-0.000533693518082146,0.977438938617706,-0.208861075838407
16-Jan-2024 21:57:02,1,35,-12.0684421509756,-5.08839264859294,-14.393327864921,-16.299842662159,-14.2353530745509,-0.0074486111618065,-18.7522347996029,-0.0321056398252646,0.0320129024485747,0.252519629398982,-0.0342427338163058,0.0119669811179241,0.977108367284139,-0.209626731276512
16-Jan-2024 21:57:05,1,36,-13.0824098233392,-8.01116881367714,-24.0200428028835,-10.3452867407243,-17.4683952108632,-1.83280293694336,-23.847603723547,-0.0268460918217897,0.0496749480565389,0.25556743144989,-0.0543829225003719,0.00707978252321482,0.976701029141744,-0.207478788495064
16-Jan-2024 21:57:08,1,37,-5.36454948541718,-5.73451415446879,-21.6452341624505,-11.4075971356531,-17.8936292970113,-8.93116515105464,-18.4311561589552,-0.0186656231681506,0.0497072527805964,0.252643581231435,-0.0506083776553472,0.00618745200335979,0.976891529560089,-0.207565373182297
16-Jan-2024 21:57:10,1,38,-2.92969658213184,-3.89540803061983,-19.6600290899605,-6.89360143735175,-10.4841628820243,-8.01116360524466,-15.7996088835814,-0.0199309999744097,0.0396435211102168,0.250541086991628,-0.041927631944418,0.0111083399504423,0.977004031340281,-0.208761793375015
16-Jan-2024 21:57:12,1,39,-1.1549045655616,-8.58603811392258,-22.9528096061946,-7.47700838715359,-9.61032131692051,-13.5738907503977,-19.1194780198203,-0.0173847020914157,0.0377664878964424,0.250474872191747,-0.0446480708817641,0.0122051685427626,0.976862998803457,-0.208797138929367
16-Jan-2024 21:57:15,1,40,-15.2488727155711,-7.55265244814474,-14.2818505965054,-1.6224864308271,-8.9107321105183,-5.10947552543236,-17.0191752681474,-0.0132954369609555,0.0496978181103865,0.250076232353846,-0.0490994406243165,0.00087811592190216,0.976864715417226,-0.208143870035807
16-Jan-2024 21:57:18,1,41,-6.25654934294987,-2.46379867282098,-8.08071199343683,-6.86352101245694,-18.0264206007738,-12.2210923535084,-16.9959005297619,-0.00927085857838392,0.0576135111351808,0.249760146935781,-0.0522762020428975,-0.00772619849691788,0.976809235413869,-0.207487426201502
16-Jan-2024 21:57:20,1,42,-16.2705120842153,-14.2629962588283,-17.1185397032033,-2.9799600302446,-14.1057453546393,-7.57987480452045,-20.3331943383822,-0.0194106101989746,0.0711375599106153,0.252374436457952,-0.051496010273695,-0.0236852948864301,0.976782341798147,-0.206599179903666
16-Jan-2024 21:57:23,1,43,-16.5769357407976,-6.66992433783468,-11.271241085034,-8.89986651356552,-10.9757786708899,-1.37945114231885,-23.1279909875012,-0.0431382156908512,0.0392969603339831,0.255251129468282,-0.0291664199282726,0.00736135213325421,0.977220312754313,-0.210084429383278
16-Jan-2024 21:57:26,1,44,-7.28619139756388,-18.335235542571,-7.63692795326924,-19.2600641616943,-20.5183777026002,-11.0391594702979,-21.8067991670301,-0.0567401744425297,0.0479826025664806,0.254635645945867,-0.00195801885177692,-0.0219982391844193,0.977804573376973,-0.20835136671861
16-Jan-2024 21:57:29,1,45,-1.12972985566366,-18.8257122472797,-7.72791137896219,-16.6482365007101,-7.60983903456241,-3.3284867366653,-31.0682741288394,-0.0623959049582481,0.0346523130933444,0.260719945033391,-0.00160439967488249,-0.034232052663962,0.977804450194041,-0.206696982185046
16-Jan-2024 21:57:31,1,46,-1.08059736669073,-20.7924251615775,-13.6937578955883,-16.3689216094301,-8.94543450967385,-7.13483382305861,-34.6365176575321,-0.0595715599755446,0.0379541598260403,0.265176804860433,-0.0214044596999884,-0.0345679367582003,0.977294456958771,-0.207947690288226
16-Jan-2024 21:57:34,1,47,-11.6555658673064,-7.2791352843122,-5.66296078650682,-11.776115420576,-2.85147427952183,-11.4067384293074,-28.4707656972418,-0.0450380978484948,0.0184256767233213,0.260972370704015,-0.0244342810163895,-0.00513044651597738,0.977523998419444,-0.209340145190557
16-Jan-2024 21:57:38,1,48,-7.11716480162762,-10.0641706537716,-4.77833063230536,-6.50295124005473,-2.26075440302959,-8.28947744246418,-18.1721560043433,-0.0295964399973551,0.0371057582398256,0.251207902034124,-0.0242786973714828,-0.0169729169458151,0.977752196788788,-0.207660577694575
16-Jan-2024 21:57:40,1,49,-24.1782137055438,-32.4814545278947,-10.0962134622165,-6.40881623257606,-6.72542623002856,-11.2080754612587,-23.0053087192223,-0.0513971681396167,0.0520215511322022,0.251701770226161,0.000727531602509165,-0.0310388093193372,0.977705725034078,-0.207670651872953
16-Jan-2024 21:57:43,1,50,-14.1488519649769,-33.6153808852888,-0.664038698644898,-1.20928232927816,-10.0890258497684,-18.0775950883503,-26.2573394271285,-0.0439438425004482,0.0755857601761818,0.250764552752177,0.00627266755327582,-0.0591189180811246,0.976445400714874,-0.207412746548653
16-Jan-2024 21:57:47,1,51,-22.5020488316454,-13.7714632897834,-2.20120856361472,-8.05110290553013,-0.887839637422204,-9.29694210401648,-11.1880599496404,-0.023055025562644,0.0263636983931065,0.243291682004929,-0.00572399008087814,0.00152849035803229,0.978017115592957,-0.208437596758207
16-Jan-2024 21:57:50,1,52,-23.5208311514312,-20.1725326510752,-2.62985320865415,-10.1357608218763,-5.35222794414348,-16.0901340470878,-8.67252290360994,-0.01650273061047,0.0397654965519905,0.241334056854248,-0.0102108894536893,-0.0110234066843987,0.977956887086233,-0.208255404233932
16-Jan-2024 21:57:52,1,53,-14.6351392009805,-19.3800807586137,-3.53880310462502,-15.2468149146141,-5.32323965260197,-17.6743638943652,-8.35969194764246,-0.0220354167123636,0.0402370490133762,0.241520542899768,-0.00561359956239661,-0.0172815659393867,0.977940766016642,-0.208089954654376
16-Jan-2024 21:57:55,1,54,-9.15245579485453,-7.66153129900898,-2.78579232789503,-23.5847768510262,-6.15380666971734,-14.0950054564046,-7.78943489068836,-0.022553193445007,0.0319906647006671,0.24224134683609,-0.00745580758278569,-0.0118498967339595,0.978038418292999,-0.207954043149948
16-Jan-2024 21:57:58,1,55,-12.2424325291626,-8.82296657049343,-3.74941437954237,-28.3753890571473,-6.74381391805171,-15.5134669390601,-6.92265168787332,-0.0201260464886824,0.0271720796823502,0.24202137986819,-0.00903800179560979,3.27612913679332e-05,0.978138057390849,-0.207757791876793
16-Jan-2024 21:58:01,1,56,-6.97477249967262,-11.8985216671932,-19.7885108160282,-18.0726258822168,-1.80038898401428,-4.99907723450243,-8.34235905480023,-0.011628052778542,0.0241760564347108,0.242791298031807,-0.0269314517577489,0.00891043891509374,0.977454570929209,-0.209231632947922
16-Jan-2024 21:58:03,1,57,-0.808439939167048,-6.54717584344912,-4.53925142610428,-16.2422030142728,-4.18258869962958,-0.0126545366233042,-2.23469407932356,-0.0141842141747475,0.0359137197335561,0.241402268409729,-0.0163824524730444,0.000975575459354635,0.977960952123006,-0.208140185475349
16-Jan-2024 21:58:05,1,58,-4.04698576519008,-6.75464456974739,-10.6514669801216,-21.335485656746,-13.1792777552169,-5.34586170898459,-2.19983147078168,-0.0129000435272853,0.0340842562417189,0.241332962115606,-0.0167604849984248,0.0028385309347262,0.977927056948344,-0.208254006505013
16-Jan-2024 21:58:09,1,59,-7.59495656557336,-21.2000983683787,-3.08517569144859,-29.2096342148384,-8.47002366762136,-1.63963755097629,-9.43820746863956,-0.0297575369477272,0.030786448592941,0.242251009742419,0.000754752807551995,-0.0144183476765951,0.978247233231862,-0.206938854853312
16-Jan-2024 21:58:13,1,60,-13.7026692770134,-16.3330667610624,-0.387032000083844,-29.5135878442827,-30.3928500090484,-3.25977286311177,-11.4515317741888,-0.0391133268674215,0.0482075721025467,0.245512920618057,-0.00116132170854447,-0.0160285824909806,0.978197471300761,-0.207052468260129
16-Jan-2024 21:58:16,1,61,-16.3547680345511,-6.43158222755736,-14.085625950048,-14.8368988387665,-29.3368694336049,-4.27111542571052,-15.0160995985007,-0.0138208274419109,0.0621075381835302,0.246371143062909,-0.0376919607321421,-0.00620485643545786,0.977400839328766,-0.207914395133654
16-Jan-2024 21:58:19,1,62,-9.80706084035826,-5.56763014112735,-2.43557227729785,-3.82540971160742,-21.0095729718766,-3.02905880684659,-14.7130510485077,-0.0214673598607381,0.0670017644762993,0.246095324556033,-0.0250614549964666,-0.0192637631048759,0.977717765172323,-0.207526948054632
16-Jan-2024 21:58:21,1,63,-11.0110203157077,-17.0739200523667,-0.0606436119225689,-15.4235374865983,-33.6982615237592,-12.1949064313118,-18.639159520778,-0.0384407445788384,0.082983286678791,0.247520366311073,-0.00370916559671362,-0.0461251159509023,0.977144265174866,-0.207478912671407
16-Jan-2024 21:58:24,1,64,-3.6627029753735,-8.83314501953925,-6.73712194715856,-6.90715264813682,-16.0640697273923,-2.2735784881933,-13.8185859138384,-0.0203117866069078,0.0621962616840998,0.247347488005956,-0.0304045488437017,-0.0257744691024224,0.977339816093445,-0.207888846596082
16-Jan-2024 21:58:27,1,65,-3.89701353766116,-9.17595808823563,-0.432536619841733,-7.06079698585368,-16.2175761248679,-5.86973047630688,-10.4288893517774,-0.0242248182495435,0.055101165920496,0.244364293416341,-0.0124120287597179,-0.0187495852510134,0.978066221872966,-0.207076535622279
16-Jan-2024 21:58:29,1,66,-1.47113795772407,-10.9709955710799,-3.32953810209955,-6.2992786114507,-18.0244945540443,-7.65662508380706,-5.33870318479182,-0.0159045149882634,0.0466780064006646,0.24131719271342,-0.0119893219942848,-0.00935905339817206,0.978185721238454,-0.207174110412598
16-Jan-2024 21:58:32,1,67,-6.58017133915319,-8.36855097401396,-4.36924844522733,-3.59155808557594,-16.4784233129872,-4.20665329274961,-3.73713648657301,-0.0138126434137424,0.0433547963698705,0.240975519021352,-0.01375078552713,-0.00561338253319263,0.978192667166392,-0.207164175311724
16-Jan-2024 21:58:34,1,68,-20.5033701872207,-10.1904968534461,-15.434261481829,-0.796840326865326,-12.7574066038756,-5.73558381506116,-3.07722699422185,-0.0127469439059496,0.0403943883876006,0.240728389223417,-0.0156665939837694,-0.000162216151147732,0.97814025481542,-0.207354975740115
16-Jan-2024 21:58:36,1,69,-8.0843868594144,-5.36219318598978,-10.4800252886776,-3.78352748774446,-18.7220392837716,-13.2231171485434,-4.14129063675035,-0.00889790176103513,0.0407453561822573,0.241003846128782,-0.0234121646732092,0.000281996731306814,0.977844599882762,-0.208018485705058
16-Jan-2024 21:58:39,1,70,-10.3197341618425,-6.74469528853237,-9.09019131275972,-0.941010043913623,-10.2188102290718,-9.95391601141044,-0.0806699947803174,-0.0108749194691579,0.039417643348376,0.240549022952716,-0.0176388205339511,0.000666820205515251,0.978078711032867,-0.207485597332319
16-Jan-2024 21:58:41,1,71,-1.31866426871293,-9.45574391577698,-0.536737402586734,-8.73430629469149,-21.7924957915087,-17.1433889149799,-3.68226531916155,-0.0161596277107795,0.0457360630234083,0.240493462483088,-0.0113883354390661,-0.00841624125217398,0.978212074438731,-0.207124549150467
16-Jan-2024 21:58:43,1,72,-6.30454287662636,-11.8157390414771,-0.465532436655692,-0.354599103317399,-13.78402988354,-12.0381715979717,-0.252326671687939,-0.015151725212733,0.0415259738763173,0.240258729457855,-0.0115498026832938,-0.00412244133961697,0.978234787782033,-0.207137328386307
16-Jan-2024 21:58:46,1,73,-6.22941439879969,-21.8670058828266,-6.86692947581976,-0.585797354330976,-15.0697467874203,-14.2192806210338,-0.184117768605131,-0.0142062001551191,0.0394792340695858,0.240221378207207,-0.0120378704120715,-0.00230412116895119,0.978244082132975,-0.207094846169154
16-Jan-2024 21:58:49,1,74,-8.73003434432953,-12.3027384253846,-1.01892970800696,-1.90625991152007,-3.30872224193289,-8.34074293945765,-0.400982707163122,-0.0140852854276697,0.0403020180761814,0.240251488486926,-0.0125327772150437,-0.00261819428609063,0.978212404251099,-0.207210238774618
16-Jan-2024 21:58:52,1,75,-1.04308682523984,-17.2527644515779,-5.32465627107606,-0.223527691804587,-0.61374365526835,-0.885799226351024,-0.277869558911215,-0.0151601623743773,0.0382157795131206,0.240368127822876,-0.013159277724723,-0.000772415625154584,0.978199938933055,-0.207245320081711
16-Jan-2024 21:58:55,1,76,-1.49513848971628,-17.1470669756169,-5.36326113250339,-2.31834207588837,-14.3608313443332,-13.1197201740853,-6.58678215017501,-0.0217186061044534,0.0551913887262344,0.241052973270416,-0.00947434610376755,-0.018622242535154,0.978067433834076,-0.20723770459493
16-Jan-2024 21:58:57,1,77,-7.53580949059681,-11.2993247272374,-19.1890454670879,-0.289805165149463,-12.156051450347,-4.41032604465411,-6.83483041323739,-0.00933158273498217,0.0502619316180547,0.24168210029602,-0.0302959491809209,-0.00143623704013104,0.97767923672994,-0.207902400692304
16-Jan-2024 21:59:00,1,78,-1.15374860166647,-11.9401362487849,-19.2394474699741,-0.789848957217229,-12.1181701765459,-0.18300574275294,-7.8722648146601,-0.00953136483828227,0.0519949858387311,0.242110159993172,-0.0320787640909354,-0.00125737336929888,0.977637302875519,-0.207833284139633
16-Jan-2024 21:59:02,1,79,-4.30448549910884,-13.4085061662503,-16.7391130147787,-3.18543288957638,-24.285156517773,-11.5626048929879,-10.5818736924492,-0.0105980178341269,0.0623839788138866,0.244062739610672,-0.0362121447920799,-0.0135032480582595,0.977486447493235,-0.207428614298503
16-Jan-2024 21:59:06,1,80,-4.60965959084067,-12.026010692043,-15.7437403066526,-0.361737076221799,-21.3056982921827,-5.95716204158222,-3.2708976649152,-0.0109331919501225,0.0412786282598972,0.241144822041194,-0.0226226108769576,0.000793561044459542,0.977942148844401,-0.207645689447721
16-Jan-2024 21:59:08,1,81,-6.24603471823383,-2.55050541818237,-16.6892088011983,-3.94280981312227,-27.2323584913587,-11.1381952341685,-1.55426718838705,-0.010667156552275,0.0384445985158285,0.240676893790563,-0.02101191667219,0.00269551660555104,0.977981742223104,-0.207612331708272
16-Jan-2024 21:59:12,1,82,-18.5843437628871,-0.465104175875519,-3.04656776327115,-3.0975508668578,-16.1346435143363,-5.57811645931226,-2.16455906147565,-0.0126745710149407,0.0403121903538704,0.240267606576284,-0.0156923310831189,0.00117165065991382,0.978205740451813,-0.207040233413378
16-Jan-2024 21:59:15,1,83,-24.6091375786779,-7.14727275345236,-26.0713114832415,-3.14215128173274,-7.20639690135894,-13.7571678699278,-4.31310269530716,-0.00612222831696272,0.0384164238969485,0.24053971072038,-0.0258986763656139,0.00363777335733175,0.977810060977936,-0.207854519287745
16-Jan-2024 21:59:17,1,84,-14.991976715676,-0.99390754503282,-23.2989023521958,-3.88796809568421,-6.4045111648613,-15.8335811951925,-6.08650713064,-0.00477839463079969,0.0378537515799204,0.240792620182037,-0.0301257704695066,0.00550906835123897,0.977650809288025,-0.207992754379908
16-Jan-2024 21:59:20,1,85,-5.90884042956198,-11.1892816385645,-29.2566782042512,-7.24594810548881,-0.235673295702966,-10.774207487781,-3.65031792155574,-0.00586379595721761,0.035187479108572,0.240861115852992,-0.0294180925935507,0.00633321941519777,0.977684299151103,-0.207912968595823
16-Jan-2024 21:59:23,1,86,-2.79012028326901,-5.84178953463511,-15.7524366615735,-19.7530896858527,-2.26917001542458,-20.8356493922014,-3.10252628932189,-0.00786727884163459,0.0320196834703287,0.241035873691241,-0.0276470715800921,0.00801350604742765,0.977702077229818,-0.208014677961667
16-Jan-2024 21:59:26,1,87,-3.10252869102237,-2.80479050939789,-18.4801181416322,-26.4932912937333,-5.09378376419299,-21.9645457416156,-3.65354172318063,-0.00986870204408963,0.0290068400402864,0.241205767790476,-0.0258966156591972,0.00911736637353897,0.977743462721507,-0.208000019192696
16-Jan-2024 21:59:29,1,88,-6.11363586560239,-6.96554332339726,-8.75441354427432,-15.9580209125685,-5.08246902507661,-18.2570975128269,-0.38683751412097,-0.00994081242630879,0.0383417397737503,0.240460319320361,-0.0201154168695211,0.00161704055499285,0.978096449375153,-0.207171199719111
16-Jan-2024 21:59:32,1,89,-14.7679719732067,-23.6855179079957,-1.13425502866434,-20.9209637590731,-16.4211085956597,-34.4841790772765,-8.38732654347897,-0.0190173206230005,0.0470121597250303,0.240389746427536,-0.00647713424017032,-0.0214420739561319,0.978190326690674,-0.206498881181081
16-Jan-2024 21:59:35,1,90,-19.3382266454777,-10.0665130451317,-4.73726000361561,-2.00421657084182,-6.14593384303934,-18.7396072690296,-9.92479012055494,-0.0135971467941999,0.0393721548219522,0.240070875485738,-0.0117525591204564,-0.00287567305689057,0.978448700904846,-0.206134733557701
16-Jan-2024 21:59:38,1,91,-10.2946326804787,-4.43194853240793,-10.3848877744625,-2.94188903438568,-8.07535262290033,-26.0405568340267,-7.913020485525,-0.0029727991980811,0.0416390985250473,0.241197672486305,-0.0334076471626759,-0.000786144521165018,0.977708919843038,-0.207288428147634
16-Jan-2024 21:59:41,1,92,-6.86646057397773,-11.1612705943834,-7.89912865558323,-6.08796092328487,-3.3037534114019,-36.2966415025721,-11.5157159593379,-0.00785910710692406,0.0548291064798832,0.242215063174566,-0.031424039726456,-0.0314483885963758,0.977321815490723,-0.207040150960286
16-Jan-2024 21:59:45,1,93,-16.9848398797,-6.68296450383471,-13.5887133763147,-0.734091352102486,-8.75687782665153,-40.5404487328612,-7.5313766570864,-0.00698470861340562,0.0400665442148844,0.241044052441915,-0.0273561131209135,0.00070171453862713,0.977898395061493,-0.207281100749969
16-Jan-2024 21:59:52,1,94,-5.39479985790416,-3.20088344445103,-18.1334514169416,-2.62861287904785,-0.956471991031431,-21.8971139231791,-23.4308946852524,0.0119579984496037,0.0431345259149869,0.248115807771683,-0.0854105159640312,-0.0036471686946849,0.974751420815786,-0.206279796361923
16-Jan-2024 21:59:56,1,95,-1.06524352126276,-7.48966833245799,-22.440323325696,-1.10229701332289,-20.948999083733,-15.0452493293878,-22.3190222745637,-0.017468373849988,0.0685840278863907,0.252195493380229,-0.0583891833821932,-0.00313045488049587,0.976655562718709,-0.206699715058009
