dateAndTime,Trajectory,Waypoint,x_end_avg,y_end_avg,z_end_avg,qx_end_avg,qy_end_avg,qz_end_avg,qw_end_avg,l0,l1,l2,l3,l4,l5,l6,l7,l8
19-Feb-2024 21:14:09,124,11,0.0595119332273801,-0.0705831905206045,0.296049747864405,-0.201617251299769,-0.146820548593581,-0.0202794740384873,0.96818539207206,-42.707239119306,-25.7688703508278,-14.3982035273103,6.38260184563011,-13.8297598571448,-10.2497597572664,-51.5838491487416,-38.7688953873177,-26.6099199370116
19-Feb-2024 21:14:16,124,12,0.0745866989096006,-0.0626821244756381,0.296531277894974,-0.159762702511438,-0.169364657377389,-0.0177282330198393,0.972356519735264,-36.4991491477773,-28.6731290337694,-16.01263584268,5.38208347421015,-13.7571585785817,-10.3757620918837,-54.139139442363,-44.7621084224841,-29.7688294284936
19-Feb-2024 21:14:47,124,13,0.0979976286490758,-0.0461551144719124,0.297656814257304,-0.127072711326826,-0.194707166670778,-0.0212049849700872,0.97236412618705,-31.2742623012487,-21.8625439667109,-13.7575369080496,-1.85515364720979,-4.43377605001874,-16.1162175515009,-56.6463828609845,-49.5412589576505,-33.9402389199756
19-Feb-2024 21:14:54,124,14,0.113593974709511,-0.0432493984699249,0.300872727235158,-0.0988070662113638,-0.209914147634948,-0.0171059614755325,0.972563931251511,-25.0661723297201,-24.7668026496525,-15.3719692234192,-2.85567201862976,-4.36117477145567,-16.2422198861182,-59.2016731546059,-55.5344719928169,-37.0991484114576
19-Feb-2024 21:15:24,124,15,0.132314184308052,-0.0240834457178911,0.303708167870839,-0.049983425768775,-0.228904397049952,-0.0143015918599798,0.972059616808499,-18.8996839206915,-21.013639457594,-14.1516359137889,-7.87454976504967,0.336817132107372,-16.1004487832354,-61.0579400107273,-59.9456537779833,-41.2893079029396
19-Feb-2024 21:15:31,124,16,0.123074619968732,-0.02029393153886,0.30353325009346,-0.0430523192389637,-0.194610962191508,-0.0137987476039259,0.979838081403047,-24.0195008025791,-23.2705662549272,-15.2225745189894,-15.7335606089559,0.9120650667678,-15.7553000224392,-57.8305690048313,-62.7774894881868,-42.6477009645753
19-Feb-2024 21:16:07,124,17,0.112674712141355,-0.0165029291063547,0.301037188371023,-0.0475174078884627,-0.15809740796377,-0.0158186217648232,0.986152664017169,-27.3601184657168,-21.6737821147604,-16.07613031169,-17.9517511403622,-17.7249916860717,-19.1762645428929,-55.6036862801852,-65.2683095733903,-44.146719026211
19-Feb-2024 21:16:15,124,18,0.102547545234362,-0.0124803323298693,0.302372594674428,-0.0321667658588996,-0.123616952153616,-0.0128471204896094,0.99172531469634,-32.4799353476045,-23.9307089120936,-17.1470689168906,-25.8107619842685,-17.1497437514112,-18.8311157820966,-52.3763152742892,-68.1001452835938,-45.5051120878467
19-Feb-2024 21:16:51,124,19,0.0884478658437729,-0.00650546737015247,0.30142856836319,-0.0289372926666627,-0.0789209112431733,-0.0122943225238143,0.996384951961516,-37.4601526201172,-23.8857802406768,-18.2593161158411,-30.6993626719248,-24.3056481605007,-22.2440236619253,-49.3491884090181,-70.6114731812973,-46.7088176494824
19-Feb-2024 21:16:58,124,20,0.0870542352398237,-0.003883299867933,0.30460039973259,-0.0438034610619521,-0.0773626463046437,-0.0161542896396036,0.995909291392533,-41.6438837974628,-21.9750244480371,-17.5188086709703,-31.2966863557917,-30.0392863717399,-25.3257132189939,-53.0569825370073,-73.6929881060583,-48.4644455633119
19-Feb-2024 21:17:33,124,21,0.0933713093400002,-0.0180085485180219,0.308851196368535,-0.0574938363058994,-0.081209017122619,-0.0197520031974017,0.994841400774263,-45.3078151701209,-28.5133409210222,-20.0989555229744,-32.2838049615336,-27.0385007548542,-25.7114310963751,-56.1148987353091,-76.5392491245692,-51.2677297271413
19-Feb-2024 21:17:40,124,22,0.0944173003236453,-0.0147661807015538,0.312194073200226,-0.0685152513858968,-0.0878068585395676,-0.0231834997157607,0.993507997583245,-49.4915463474665,-26.6025851283825,-19.3584480781035,-32.8811286454005,-32.7721389660935,-28.7931206534437,-59.8226928632983,-79.6207640493301,-53.0233576409708
19-Feb-2024 21:18:15,124,23,0.0981328164537748,-0.0241234229256709,0.315740209817886,-0.0853034136380515,-0.0943317136160692,-0.0272985154219277,0.991503729939384,-52.8153776224683,-33.6413654685551,-21.8532677816701,-33.8983497902048,-31.5135652632703,-30.3768243706686,-63.7305480264438,-82.959652020966,-54.7028136798003
19-Feb-2024 21:18:23,124,24,0.100497533877691,-0.0199297500153383,0.320001131296158,-0.0958996591523038,-0.102035306819386,-0.0323254357483382,0.989619683383685,-56.9991087998139,-31.7306096759154,-21.1127603367992,-34.4956734740717,-37.2472034745095,-33.4585139277372,-67.438342154433,-86.0411669457269,-56.4584415936297
19-Feb-2024 21:18:56,124,25,0.108420743048191,-0.0274729805688063,0.324168074131012,-0.0875358903948936,-0.118239550281429,-0.0293023555980241,0.988685110942015,-57.5421244920765,-35.6399518432369,-24.0923538238819,-37.1622672553444,-33.3118592152919,-32.5220447191285,-73.3492148565949,-87.3569901494559,-56.7460668586818
19-Feb-2024 21:19:03,124,26,0.108600769937038,-0.0253202014913162,0.327355639139811,-0.0629935703123698,-0.14323241223033,-0.0185155186925767,0.987508714773458,-55.890090135511,-41.1495259441522,-27.0292837367458,-41.9439123061484,-32.5726209131056,-32.3345684304416,-79.7600570411787,-87.0441268297474,-56.7717780612338
19-Feb-2024 21:19:37,124,27,0.119161924223105,-0.00709141353145242,0.331973415613174,-0.0384508187662134,-0.178291447733298,-0.0148721309609603,0.983113683112005,-54.4355808033596,-38.9589840782707,-26.4625454367192,-45.8930317221868,-38.7103296324035,-35.0725956817938,-85.9959144845515,-88.2956067717577,-56.5534462950359
19-Feb-2024 21:19:45,124,28,0.118146779636542,-0.00712739912172159,0.335183789332708,-0.0202541119138221,-0.196434846404208,-0.00615188430794063,0.980288363895134,-52.7835464467941,-44.468558179186,-29.3994753495832,-50.6746767729908,-37.9710913302172,-34.8851193931069,-92.4067566691353,-87.9827434520491,-56.5791574975879
19-Feb-2024 21:20:21,124,29,0.12304320136706,0.00682195679595073,0.340382734934489,0.00611967329654535,-0.225862154416743,-0.00224444474020067,0.974137464256857,-51.9052746024356,-45.3780742967029,-30.2095711560018,-54.665059006412,-42.0953265387729,-38.3353948744395,-100.455106483114,-89.4270517632,-55.957847215765
19-Feb-2024 21:20:29,124,30,0.121571537355582,0.00956254831204812,0.344230228662491,0.026567549322838,-0.245613128222552,0.00574589692995683,0.968986760093336,-50.2532402458701,-50.8876483976183,-33.1465010688658,-59.4467040572159,-41.3560882365866,-38.1479185857526,-106.865948667697,-89.1141884434915,-55.983558418317
19-Feb-2024 21:21:05,124,31,0.126173747579257,0.0242525575061639,0.352252517143885,0.0637652440666706,-0.279420475903366,0.0130879743324328,0.957959757099915,-48.4630871454081,-52.2971935068344,-34.5700139285071,-64.2827176993285,-45.8235866897712,-42.1043181820755,-113.720544666978,-89.6049109392127,-54.9357588786816
19-Feb-2024 21:21:13,124,32,0.117819938560327,0.0297244894007842,0.354635475079219,0.0827534688494856,-0.276523876652586,0.014768063686883,0.957323515500034,-51.0969447632723,-54.8625746309017,-35.9619078405121,-73.0995471743174,-46.9156201894846,-42.7595382819035,-118.389485291059,-87.3664113610617,-53.9257124395775
19-Feb-2024 21:21:53,124,33,0.0986545264720917,0.048135811338822,0.357195732990901,0.110565447655806,-0.270825408127572,0.0130271836616272,0.956169008378253,-53.5117430091882,-53.6529412591195,-38.4720932259058,-82.0185609449606,-60.4360220668838,-46.6116963242365,-122.005302822487,-85.5297046906257,-52.5289106293796
19-Feb-2024 21:22:01,124,34,0.0889001250267029,0.0572393881777922,0.361394333839416,0.138766824662629,-0.2636971321477,0.0135199302260508,0.954476192661091,-56.1456006270523,-56.2183223831868,-39.8639871379108,-90.8353904199495,-61.5280555665971,-47.2669164240645,-126.674243446567,-83.2912051124748,-51.5188641902755
19-Feb-2024 21:22:40,124,35,0.0923726548751195,0.041449461132288,0.36027724146843,0.104484869110812,-0.272895107137752,0.0138583292025644,0.956252644095108,-60.2689138012021,-50.7698425689906,-41.6218291482854,-86.7685293416888,-62.3590653236002,-48.2154807362131,-128.085272274358,-85.7775152625425,-53.6473759096498
19-Feb-2024 21:22:47,124,36,0.101094855864843,0.0253725749750932,0.361312780777613,0.067293892668007,-0.281003598365239,0.0129863225775211,0.95725642601201,-66.226756661326,-48.5588700027192,-40.5705254219657,-80.850576115601,-62.9008908917604,-48.5405760771092,-129.872862648475,-88.5129289587527,-55.0692653145709
19-Feb-2024 21:23:29,124,37,0.107637515167395,-0.000923683203291148,0.36185923020045,0.0094873812131557,-0.291502583876495,0.0118213602773891,0.956449940473748,-72.3173346784629,-62.5041438124852,-42.6487945639931,-73.9081689634267,-57.5873085543418,-48.0524059036315,-131.847172249428,-90.2237908818917,-56.3944658767186
19-Feb-2024 21:23:36,124,38,0.112947088976701,-0.0170328273127476,0.365061418215434,-0.0297049462858174,-0.29347257222387,0.00857289715553686,0.955467409675926,-78.2751775385868,-60.2931712462138,-41.5974908376734,-67.9902157373389,-58.1291341225019,-48.3775012445276,-133.634762623545,-92.959204578102,-57.8163552816398
19-Feb-2024 21:24:18,124,39,0.113943203290304,-0.0310051425049702,0.369014565149943,-0.0709176628082361,-0.301506531019954,0.00483919930626714,0.950810748258667,-83.7743879772172,-64.885321867961,-42.3359735455272,-63.3600355482078,-56.3432557378726,-47.9959638282368,-135.36571261108,-99.9823423877766,-52.8899002651743
19-Feb-2024 21:24:25,124,40,0.119603623449802,-0.0493813775479794,0.374947694937388,-0.122052434830328,-0.309448179254626,-0.00319290202477526,0.943045509445141,-89.7322308373411,-62.6743493016896,-41.2846698192075,-57.44208232212,-56.8850813060327,-48.3210591691328,-137.153302985196,-102.717756083987,-54.3117896700954
19-Feb-2024 21:25:06,124,41,0.128425192832947,-0.0694416587551435,0.383183332284292,-0.17504411026902,-0.319355091034775,-0.0134980903281658,0.931230200781628,-95.6107574867183,-66.3399383294275,-42.7032593099746,-51.3430156145105,-51.463054897798,-48.5928381314355,-138.462573166022,-107.372031836929,-53.1595068643232
19-Feb-2024 21:25:13,124,42,0.132462931672732,-0.0856515134374301,0.391120916604996,-0.220194856084643,-0.323549296714401,-0.0227310279145273,0.919952921795148,-101.568600346842,-64.128965763156,-41.6519555836549,-45.4250623884227,-52.0048804659582,-48.9179334723315,-140.250163540138,-110.10744553314,-54.5813962692444
19-Feb-2024 21:25:59,124,43,0.141891221205393,-0.10453684926033,0.401217142740885,-0.272323828808482,-0.323119614618914,-0.0388518579231552,0.905496537844034,-107.336785101593,-70.0312739938896,-43.4105984658785,-40.541552421574,-48.6647800459209,-49.2913706239309,-141.948593817609,-112.752290257716,-59.8161995688189
19-Feb-2024 21:26:06,124,44,0.134036333362261,-0.105125846962134,0.399114763736725,-0.258821220047974,-0.302036205178361,-0.0329269126657748,0.916897772511545,-110.266265552812,-74.8568391947491,-45.7945508607907,-46.6274711946675,-48.3764779907448,-49.1183893908252,-138.614651574015,-116.823478951344,-61.8229637101151
19-Feb-2024 21:26:49,124,45,0.132047819097837,-0.0908430084586143,0.394302042325338,-0.253059179658111,-0.266236924148564,-0.0512986826017597,0.92868046010132,-113.175916951344,-70.014044794111,-42.6084765599746,-50.6056115973806,-54.1722129414698,-52.9445790630713,-139.361129282099,-118.749383159154,-68.436184798738
19-Feb-2024 21:26:57,124,46,0.12600391805172,-0.0927279561758041,0.393554558356603,-0.243762224563746,-0.247634790999646,-0.0472737996143352,0.936494621464704,-116.105397402562,-74.8396099949706,-44.9924289548868,-56.6915303704742,-53.8839108862937,-52.7715978299656,-136.027187038505,-122.820571852782,-70.4429489400342
19-Feb-2024 21:27:29,124,47,0.112805651128292,-0.076591398815314,0.386894740660985,-0.223836654484617,-0.195915012331288,-0.0552927799490048,0.953130194956532,-118.949963327438,-71.9809953950813,-43.2413680019349,-63.0735599583775,-38.4126273340683,-55.5732020495359,-132.63345477075,-125.819118303501,-67.2529415549938
19-Feb-2024 21:27:36,124,48,0.107659596701463,-0.081089231868585,0.387456583976746,-0.216076423232844,-0.172773969585049,-0.0522937794397206,0.959544420748011,-121.879443778656,-76.8065605959409,-45.6253203968471,-69.159478731471,-38.1243252788922,-55.4002208164303,-129.299512527157,-129.890306997129,-69.25970569629
19-Feb-2024 21:28:09,124,49,0.0974267542362213,-0.0697308013836543,0.383980659643809,-0.201248885311975,-0.130064334612531,-0.0567103632833073,0.96920900208302,-124.166466966704,-75.6900358964261,-46.0167661178272,-75.2434529119694,-31.1445324751914,-58.5145323096627,-126.160675271482,-132.900174569302,-67.9930840744179
19-Feb-2024 21:28:16,124,50,0.0906615898013115,-0.0714352866013845,0.384828368822734,-0.187955076413318,-0.11254837300486,-0.0516437605239112,0.974340122843851,-127.095947417922,-80.5156010972857,-48.4007185127394,-81.3293716850629,-30.8562304200153,-58.341551076557,-122.826733027889,-136.97136326293,-69.9998482157141
19-Feb-2024 21:29:02,124,51,0.084267753859361,-0.0638534014423688,0.383410253127416,-0.173061701774299,-0.055632152482286,-0.0563947751147691,0.981720092658252,-130.604199237555,-80.0451213479581,-49.4134175706856,-86.6643181618589,-61.5721829905769,-60.4122162066205,-118.990343278254,-138.936891395831,-78.0199194754262
19-Feb-2024 21:29:09,124,52,0.0818721959988276,-0.0630139420429865,0.382563853263855,-0.171383336886843,-0.0518430382857589,-0.0553205037498811,0.982282898702656,-126.341423141669,-80.7496915292874,-49.7028426815135,-85.4485687410716,-60.9435831922097,-60.0350563276002,-115.804047334743,-131.201297394158,-74.0892624947531
19-Feb-2024 21:29:41,124,53,0.0655749946832657,-0.0579163665572802,0.372554097572962,-0.15747094744622,-0.0478634363027507,-0.0361397764892514,0.985700719656321,-124.39303272999,-76.7812392355232,-48.4816411238585,-83.7073331721356,-62.8421107067116,-36.704719630164,-112.291527638212,-128.937873112122,-65.740259073288
19-Feb-2024 21:29:48,124,54,0.0586106742421786,-0.0523286101718744,0.370095586776733,-0.150568569717768,-0.0451139023434468,-0.0323718925807992,0.987038956778925,-120.130256634105,-77.4858094168525,-48.7710662346864,-82.4915837513484,-62.2135109083445,-36.3275597511437,-109.105231694701,-121.202279110449,-61.8096020926149
19-Feb-2024 21:30:32,124,55,0.0419627822935581,-0.0503285286327203,0.359843756755193,-0.131320976323909,-0.0344749363029593,-0.0218532948323466,0.990499224355685,-115.749673380322,-78.4788683606351,-48.9051780112729,-82.9630912564867,-57.0734747664117,-55.4488114629157,-105.005823874679,-114.852769968594,-62.3447718915458
19-Feb-2024 21:30:40,124,56,0.0366989811261495,-0.0480776019394398,0.357835714022319,-0.123523359962971,-0.0330449879496528,-0.0192910277353111,0.991603683214106,-111.486897284436,-79.1834385419644,-49.1946031221008,-81.7473418356995,-56.4448749680445,-55.0716515838954,-101.819527931168,-107.117175966922,-58.4141149108727
19-Feb-2024 21:31:21,124,57,0.00965235686550538,-0.0425513220330079,0.349470434586207,-0.108910992343095,-0.0260516497833724,-0.00524508564632202,0.993696229421733,-110.240217609602,-78.5322531045204,-49.031371565808,-82.800220877875,-60.6105569978947,-53.1936975002713,-100.276676049402,-93.9246243951581,-55.5163713200015
19-Feb-2024 21:31:29,124,58,-0.00279575504052142,-0.0410665261248747,0.348273720343908,-0.107268339608319,-0.0211225768794366,-0.00143138761254718,0.994004673627418,-105.977441513716,-79.2368232858497,-49.320796676636,-81.5844714570878,-59.9819571995275,-52.816537621251,-97.0903801058905,-86.1890303934854,-51.5857143393285
19-Feb-2024 21:32:09,124,59,-0.015586789821585,-0.039297187825044,0.341912810007731,-0.0876156586604986,-0.0235814926321367,0.00475754145254785,0.995863833745385,-102.772713628356,-78.4385156577923,-49.3838934539035,-79.8530362677819,-59.8004983152691,-49.1389806399287,-96.0008061932518,-76.9999576067672,-48.6965140535563
19-Feb-2024 21:32:17,124,60,-0.0247051284958919,-0.0373654998838902,0.341444142659505,-0.0850586078464285,-0.023414798220061,0.0075298759599629,0.996072327405781,-98.5099375324704,-79.1430858391216,-49.6733185647315,-78.6372868469947,-59.1718985169019,-48.7618207609084,-92.8145102497405,-69.2643636050945,-44.7658570728833
19-Feb-2024 21:32:53,124,61,-0.0378017942110697,-0.0352524784704049,0.335989884535472,-0.0622037133698087,-0.0186347477275067,0.00943624998038526,0.99784487842873,-93.4261855418475,-79.1712171157576,-49.9995795087792,-76.9386945419481,-57.2668691755891,-46.284462330737,-87.7515753216655,-58.4770302108991,-40.2309284396607
19-Feb-2024 21:33:01,124,62,-0.0443490393459797,-0.0321130228539308,0.335185865561167,-0.0504969705787735,-0.0230987592077048,0.0118651584675705,0.998386559054142,-89.1634094459616,-79.875787297087,-50.2890046196072,-75.7229451211609,-56.6382693772219,-45.9073024517167,-84.5652793781543,-50.7414362092263,-36.3002714589876
19-Feb-2024 21:33:37,124,63,-0.0559170767664909,-0.0398217317958673,0.330958473682404,-0.0322674754317945,-0.0105925724220386,0.00952678288273668,0.999377730313542,-83.8151454027072,-81.5171380260696,-50.896847647045,-73.4407742582439,-51.9964548073818,-35.7800432971207,-80.4406639423612,-55.6549725112922,-27.4174786520398
19-Feb-2024 21:33:44,124,64,-0.0641214653849602,-0.0359871869285901,0.329382956027985,-0.0190795220886168,-0.0107364203353844,0.00934509890217014,0.999716644975845,-79.5523693068213,-82.2217082073989,-51.186272757873,-72.2250248374567,-51.3678550090146,-35.4028834181004,-77.2543679988499,-47.9193785096194,-23.4868216713667
19-Feb-2024 21:34:19,124,65,-0.0663718904058139,-0.0398349449038506,0.326624717315038,0.00018762952218906,-0.00730418730684919,0.00807498349827045,0.999940702384122,-74.8218492372511,-85.1946686625549,-51.8599068270059,-71.7510646956046,-32.7576478249108,-40.6506739012921,-74.4239123091977,-48.3083496598159,-17.1550967775563
19-Feb-2024 21:34:27,124,66,-0.0816819205880165,-0.0572550592323144,0.331135865052541,-0.0321000378388547,0.0198446927931727,0.00904523894129084,0.999246695962105,-82.5768936099487,-88.34963069402,-53.5312956365521,-70.4550440245597,-35.0263710868562,-41.8789433260785,-70.83324620829,-48.3517075753602,-17.2706835291421
19-Feb-2024 21:35:08,124,67,-0.0915372754136721,-0.0691698143879573,0.333666926622391,-0.0630753228820046,0.053578425776078,0.00552959161393039,0.996554203017212,-87.548065995804,-89.9387878623983,-55.0197889252507,-69.4549179929823,-46.0042906559332,-40.894687931971,-67.7955002343118,-47.3573480668391,-30.1357363241591
19-Feb-2024 21:35:16,124,68,-0.102745226025581,-0.0831043004989624,0.338976621627808,-0.0924511633177739,0.0737554363035648,0.00609466607232724,0.992963127745602,-95.3031103685015,-93.0937498938634,-56.6911777347969,-68.1588973219374,-48.2730139178786,-42.1229573567573,-64.2048341334041,-47.4007059823834,-30.2513230757449
19-Feb-2024 21:35:50,124,69,-0.11600620696942,-0.0986210147539775,0.3446682035923,-0.124009264630915,0.11131329015217,0.00478672619776118,0.986006156661056,-101.366218747778,-95.2408094937851,-59.6211187839193,-66.4858239706262,-46.1213353333899,-40.8949643720968,-60.8156280959611,-45.650205185895,-28.8666428490463
19-Feb-2024 21:35:58,124,70,-0.128487303853035,-0.112424244483312,0.352453277508418,-0.15653599669975,0.132708420507272,0.00549971693627107,0.978700521087683,-109.121263120475,-98.3957715252501,-61.2925075934655,-65.1898032995813,-48.3900585953353,-42.1232337968831,-57.2249619950534,-45.6935631014393,-28.9822296006321
19-Feb-2024 21:36:29,124,71,-0.142903157075246,-0.13201970855395,0.363114484151204,-0.200900355317465,0.172583490239675,0.00509382529934608,0.9642759143906,-116.780339496462,-101.571782340943,-64.3431725227998,-63.3302562884032,-46.1985809340637,-41.298372016946,-53.435025925878,-44.6149916609672,-21.8976828630758
19-Feb-2024 21:36:37,124,72,-0.155325326323509,-0.146205289165179,0.374007189273834,-0.234863417725135,0.19973646858795,0.00700464153671471,0.951259929318704,-124.53538386916,-104.726744372409,-66.014561332346,-62.0342356173583,-48.4673041960092,-42.5266414417324,-49.8443598249703,-44.6583495765115,-22.0132696146616
19-Feb-2024 21:37:09,124,73,-0.167528744538625,-0.161583319306374,0.387171445290248,-0.275552419040948,0.236596095536376,0.00421851564151172,0.931705616631888,-132.242444243502,-108.117230795988,-68.9755882017862,-61.2814517762468,-47.6809269963461,-42.6533452641571,-46.1540587399287,-43.2407428140476,-19.2037896216764
19-Feb-2024 21:37:16,124,74,-0.179389644662539,-0.173518885175387,0.39998499751091,-0.306320344812636,0.258654581364322,0.00598951425604381,0.916094852955791,-139.9974886162,-111.272192827453,-70.6469770113324,-59.9854311052018,-49.9496502582915,-43.8816146889435,-42.563392639021,-43.2841007295919,-19.3193763732622
19-Feb-2024 21:37:47,124,75,-0.190288711587588,-0.195462653040886,0.418019022544225,-0.353740020114295,0.296420559343171,-0.00649367154104353,0.88710804437686,-147.65354098972,-114.019917054975,-72.5131848508256,-58.0610288491236,-50.3908232894327,-34.8091013125491,-38.8479090460464,-41.0969763061321,-27.9474297525624
19-Feb-2024 21:37:54,124,76,-0.187017261981964,-0.175365048646927,0.408838878075282,-0.329726846548801,0.29396378788213,-0.00358768685941791,0.897135790492148,-142.934672526937,-107.218913784964,-69.1033216326535,-60.4882450048988,-53.2385495922649,-36.2236028807985,-39.4169514937712,-41.9368332905435,-28.3579966616013
19-Feb-2024 21:38:28,124,77,-0.175544229149818,-0.147408386071523,0.393769772847493,-0.29866982407709,0.279603199390717,0.00229223287629436,0.91247637380081,-139.516308064566,-102.539291612982,-63.7658679294549,-62.0012703681573,-54.8725007796951,-44.6377130484573,-40.5985851954625,-42.2614491054528,-29.0497968844975
19-Feb-2024 21:38:36,124,78,-0.169223543008169,-0.125810835758845,0.38575664361318,-0.277048763892633,0.274756603617064,0.00689541491096306,0.920709098710111,-134.797439601783,-95.7382883429713,-60.3560047112828,-64.4284865239325,-57.7202270825273,-46.0522146167067,-41.1676276431873,-43.1013060898642,-29.4603637935365
19-Feb-2024 21:39:07,124,79,-0.155641271670659,-0.101872231562932,0.373839469750722,-0.25147445546071,0.26721682892894,0.00431566591954879,0.930234991609954,-132.078823139206,-86.1729756219748,-55.0823462505975,-65.9486072834494,-60.4860658276585,-45.4165204846609,-42.0429657178954,-43.8335424895246,-31.286547359504
19-Feb-2024 21:39:14,124,80,-0.151104046901067,-0.0808164144555728,0.369026317199071,-0.233732797519774,0.264686315276908,0.0109775174485017,0.935515701620973,-127.359954676424,-79.3719723519641,-51.6724830324254,-68.3758234392246,-63.3337921304907,-46.8310220529103,-42.6120081656202,-44.6733994739359,-31.697114268543
19-Feb-2024 21:39:45,124,81,-0.13609126607577,-0.0629649276534716,0.35945415298144,-0.204609587292577,0.258560510307723,0.00750227677924048,0.94404718904327,-124.016212213744,-74.2638143564605,-46.8807221929967,-70.4244918968706,-65.5405746544725,-39.1204257710122,-43.4841984268366,-46.0594461659718,-34.5404895060462
19-Feb-2024 21:39:52,124,82,-0.132275959849358,-0.0428400526444117,0.356753591696421,-0.183591693731921,0.252836652017062,0.012536340635128,0.949847649653842,-119.297343750962,-67.4628110864498,-43.4708589748246,-72.8517080526458,-68.3883009573047,-40.5349273392616,-44.0532408745614,-46.8993031503832,-34.9510564150852
19-Feb-2024 21:40:22,124,83,-0.125163384278615,-0.0238835298766692,0.350273497899373,-0.149956002357515,0.23999690247953,0.0148282571305204,0.959007198590112,-115.116038288231,-58.8082304536926,-39.8200469460242,-75.6146503593564,-70.7655553707117,-38.7368799824372,-44.473857229032,-44.9372549886068,-36.8030274883563
19-Feb-2024 21:40:29,124,84,-0.122104320426782,-0.00488099167123437,0.349557773272196,-0.12890076615096,0.235006669964523,0.0205572628124133,0.963189418807922,-110.397169825448,-52.0072271836819,-36.4101837278522,-78.0418665151316,-73.613281673544,-40.1513815506866,-45.0428996767568,-45.7771119730182,-37.2135943973952
19-Feb-2024 21:40:59,124,85,-0.121551626423995,0.00491149928420782,0.345566636323929,-0.0982406624610038,0.221568251957464,0.0195841422516897,0.969985950071445,-106.547082862691,-44.2794352322979,-39.1048461043659,-78.7619457463745,-77.8007720316636,-39.0596086563991,-45.3877290778545,-44.3160163843357,-36.3198633885503
19-Feb-2024 21:41:06,124,86,-0.116080115735531,0.0239069732526938,0.344886521498362,-0.0788738791037671,0.215393211130707,0.0244388456916529,0.973030019380279,-101.828214399909,-37.4784319622872,-35.6949828861938,-81.1891619021497,-80.6484983344958,-40.4741102246485,-45.9567715255793,-45.1558733687471,-36.7304302975892
