date and time,Trajectory,Waypoint,x_end_avg,y_end_avg,z_end_avg,qx_end_avg,qy_end_avg,qz_end_avg,qw_end_avg,l0,l1,l2,l3,l4,l5,l6,l7,l8
26-Jan-2025 13:58:21,49,1,0.000684501673094928,0.326410472393036,0.0419933058321476,-0.00877834471563498,-0.00896402653306723,-0.0186638257155816,0.999747121334076,-9.15,-15.1499999999999,-6.37500000000001,-6.37500000000001,-13.875,-6.15000000000001,-5.62500000000001,-7.42500000000001,-9.825
26-Jan-2025 13:58:32,393,2,-0.0054710661371549,0.328324383497238,0.04917235126098,-0.0130295534307758,-0.00549134816974401,-0.0278047771503528,0.999513387680054,-12.3436525136322,-21.9668852935152,-9.48821011498775,-8.05637175899181,-10.9227101358958,-4.37862608153753,-4.21443119539062,-5.03459937765171,-8.33456418534719
26-Jan-2025 13:59:08,199,3,0.00186957655629764,0.338781821727753,0.0431916892528534,-0.00618927426015337,-0.00910589930911859,-0.0186808992177248,0.999764907360077,-21.6065229458659,-25.1084635586052,-11.9310287170881,-18.1788554980497,-21.2555200258467,-10.8108120155081,-17.1678838772323,-15.6041418347541,-16.7601136098642
26-Jan-2025 13:59:19,9,4,-0.0105460583542784,0.342455182472865,0.0242121792087952,0.039767008771499,-0.00313319903798401,-0.0468284157415231,0.998106169700623,-20.9087769627435,-22.8514836969504,-10.6891696125746,-29.9025090082459,-34.7719342388138,-17.4556493152055,-13.350436692486,-11.4967404946329,-14.5930442967797
26-Jan-2025 13:59:55,22,5,-0.0142829332500696,0.343571345011393,0.0381353959441185,0.034261155128479,0.00221689990721643,-0.115185099840164,0.992750573158264,-31.4827091388736,-29.9888805440445,-14.6105122693143,-35.8047243845404,-26.4955125201158,-15.2544597034581,-6.45618231859173,-12.5669159418512,-12.2276495651107
26-Jan-2025 14:00:07,57,6,-0.012145228870213,0.354998703797658,0.0456276461482048,-0.0363995276391506,0.00502554243430495,-0.148738649487495,0.98819363117218,-54.991335045485,-8.88857527207416,-4.50439516324455,-40.0220942056372,-18.0579467759561,-11.4797157634063,-14.8174188304527,-19.8669480792767,-16.3216983120991
26-Jan-2025 14:00:59,358,7,-0.00869673024863005,0.353056879838308,0.0507440129915873,-0.15866391658783,0.0143177317455411,-0.100684923430284,0.982081131140391,-63.9394034967478,-32.6326929592239,-15.5079680609324,-17.5253786869737,-28.1698392456108,-19.1968714309232,-20.7387621032174,-22.7691922277655,-14.4902653366592
26-Jan-2025 14:01:11,187,8,-0.0260661280403535,0.362105981508891,0.0792126675446828,-0.00237497744771341,0.0100307297582428,-0.00354741549429794,0.999940578142802,-40.2254063950881,-78.9912130183009,-38.8853848370523,-37.1596632851274,0.842703845890728,-4.88875269246558,-38.3342428174636,-25.6133312207453,-16.1104948816292
26-Jan-2025 14:01:52,225,9,-0.0292276196181774,0.36361502011617,0.0800671716531118,-0.129656494657199,0.00572750118250648,-0.114757619798183,0.984879247347514,-68.5838282253114,-74.2777908666983,-41.3519419717399,-28.4536553171998,-31.4323828965459,-22.364411963461,-24.6250315588139,-27.4068792984683,-21.0735025790809
26-Jan-2025 14:02:05,198,10,-0.0161505190655589,0.374228262901306,0.0541883667310079,0.106111323833466,-0.0150490297625462,-0.110557078321775,0.988074402014414,-50.1049066770489,-72.0547870820416,-40.1796393280235,-73.9751710508516,-24.2022783210069,-18.6885544926041,-34.4593177763574,-43.2050199932769,-28.9117758897331
26-Jan-2025 14:02:30,28,11,0.0231411103159189,0.366304451227188,0.010446275336047,0.210556112726529,0.0317292302846909,-0.0120984595268965,0.976991828282674,0.240917166052402,-7.80530824543664,-4.91334119726197,-69.8614858716513,-53.0944317736022,-29.4504988131421,-39.3664609978836,-55.3458617085136,-37.1621186952564
26-Jan-2025 14:02:43,360,12,-0.0248570608596007,0.351588839292526,0.0169217356791099,-0.00636936087782184,0.0356662099560102,-0.107803243895372,0.993511843681335,-41.4118820341407,-23.2764856736441,-12.8476793405226,-33.4859700498382,-51.2642281202607,-28.7341464156282,-13.0464699287549,-8.48249770156644,-13.9291861209398
26-Jan-2025 14:03:31,116,13,0.0109866878017783,0.35876350402832,0.060109140475591,-0.207306520144145,-0.0133832322433591,-0.0622575824459394,0.976201283931732,-70.0125584095016,-39.9469944817021,-6.69558966656921,-11.8643740577842,-27.392864532941,-19.8898314814858,-32.9395712582335,-40.976495072589,-27.5745829159686
26-Jan-2025 14:03:43,108,14,-0.0375808397928874,0.377952341238658,0.0684800227483114,-0.285870260000229,0.0520019481579463,-0.153829045097033,0.944410121440887,-105.67320870708,-71.9413341528477,-23.4374483407292,-22.5337474635366,-50.2281814034927,-32.0521787553489,-31.3630192945533,-8.01180468261386,-11.8369265595682
26-Jan-2025 14:04:25,238,15,-0.0209478945781787,0.391779730717341,0.0349170488615831,0.170424393812815,-0.0169523350894451,-0.124379486838977,0.977342279752096,-65.6626382755212,-73.0330144340617,-36.6355176887916,-101.13392894101,-55.4777140167526,-39.2435297381842,-49.6382534721014,-44.4438049412614,-30.2730269900974
26-Jan-2025 14:04:39,191,16,-0.0149460478375355,0.378860731919607,0.0892469311753909,-0.247894337773323,-0.0329755070308844,-0.184473291039467,0.950489672025045,-103.993529061491,-69.3100201167112,-33.5792584783211,-23.0053329770899,-25.2901224051273,-22.9549718805763,-28.2375668301811,-49.7524998037548,-31.7326123695489
26-Jan-2025 14:05:20,148,17,-0.0103950397421916,0.372029640277227,0.058619845410188,-0.202461197972298,0.0142973279580474,-0.0533128902316093,0.977733508745829,-84.8300112009349,-54.2204852509679,-31.1040620257799,-26.8475600436953,-42.5990189672019,-28.2486688763192,-48.9967464273063,-33.8240805737703,-22.2094092817621
26-Jan-2025 14:05:33,263,18,0.0218374374012152,0.380438681443532,0.0347180391351382,0.0601079021890958,0.0103406037514408,-0.0776401827732722,0.995114096005758,-59.5144902780298,-22.0654933676676,-15.6568155518506,-72.8205834370041,-45.0505343100837,-30.1046760154809,-46.8018947329399,-66.7029201921042,-39.2790785586498
26-Jan-2025 14:06:20,376,19,0.00740496090923746,0.391579494873683,-0.020434033498168,0.119820614159107,-0.028008862833182,0.0758888299266497,0.989494542280833,-42.3552303952726,7.52174213920419,3.49928551789749,-76.6586446506464,-108.427061459054,-63.0402951408412,-76.9527897938349,-69.0915889145437,-41.0466473769949
26-Jan-2025 14:06:34,249,20,0.0700797905524572,0.421598496039708,0.0501350400348504,0.0136501495415966,0.000469914408555875,0.0666713987787565,0.9976815422376,-87.2877936973943,-31.286626143314,-19.0408186107294,-91.9334068555834,-28.5495978930718,-26.237483345218,-104.306936091466,-129.626802115926,-74.4501739650539
26-Jan-2025 14:07:24,114,21,-0.0363352278868357,0.405029946565628,0.0697703336675962,-0.118577393392722,0.000764817663002759,-0.132564656933149,0.98405563433965,-111.866949286038,-99.7813374596605,-59.0084420491394,-74.5191471625856,-68.5354933871534,-44.9306183060893,-65.1119183756139,-54.0615933967153,-35.4806962724037
26-Jan-2025 14:07:37,83,22,0.0448237456381321,0.40102440516154,0.0729291687409083,-0.215747853120168,-0.0844724257787069,-0.0937329053878784,0.968262016773224,-112.248879359239,-50.6277686364537,-34.3346045796487,-46.0252290931771,-15.7195624993793,-18.425599804315,-68.2576660021193,-100.452519814295,-58.5791064233061
26-Jan-2025 14:08:29,176,23,-0.000887040301070859,0.3810959537824,0.0278436879316966,0.178526506821314,-0.00362388288291792,-0.0165625828007857,0.98378902276357,-42.2646931446107,-45.0008706637549,-26.6357092742328,-86.6465357878301,-49.5543625908488,-28.9725132477801,-58.412424356472,-43.7945952326458,-27.5736272567746
26-Jan-2025 14:08:42,11,24,0.0460972890257835,0.388959511121114,0.0805242607990901,-0.0974916885296504,-0.0378719757000605,-0.0203056707978249,0.994308153788249,-77.7471001342294,-73.6892655043939,-39.6213527199316,-46.4067114266998,-24.7984682539138,-15.236012104692,-60.9527283262741,-105.857345669702,-57.246448500682
26-Jan-2025 14:09:41,351,25,-0.0354567376275857,0.384641522169113,-0.00887762798617284,0.0139816327641408,0.0539212000866731,-0.139972073833148,0.988587307929993,-72.1103066789891,-46.313369347101,-34.212024545191,-69.824118929261,-102.418462023972,-59.2571087520254,-35.4782541473261,-39.8492523282335,-28.7879864555333
26-Jan-2025 14:09:56,245,26,0.0834623495737712,0.406533209482829,0.0562813545266787,-0.0473260206480821,-0.00420681002239386,0.440412898858388,0.896537208557129,-38.3181483726038,-37.2104707010687,-30.6239477062567,-38.5039361881889,-14.3778464794949,-16.2001734638687,-145.557704973398,-94.0771017810939,-56.8652836660453
26-Jan-2025 14:10:56,82,27,0.0554282560944557,0.378356609741847,0.0585087607304255,-0.126464996735255,-0.0442070543766022,0.0610411221782366,0.989103837807973,-64.0074621137868,-42.5589149025066,-26.431208926855,-29.539393715779,-39.8666473803368,-28.1563529633685,-68.5267641006144,-90.6710894982287,-53.2912990053323
26-Jan-2025 14:11:11,208,28,0.00948343413571517,0.407002755006154,-0.00689532030373812,0.272412647803624,0.0280445825308561,-0.0235269741465648,0.961483939488729,-49.4142036778061,-60.9461433672043,-37.4635460056736,-120.274106226555,-91.0415456959738,-55.5825249676568,-77.1545524068181,-86.2392092370956,-52.9140817212356
26-Jan-2025 14:11:57,22,29,-0.0395163012047609,0.40354184905688,-0.0154092316205303,0.0269270385305087,0.0616341675321261,-0.13177665968736,0.988995019594828,-86.6562778316586,-61.2717061579926,-38.7220670637807,-88.2259920287317,-121.092505069344,-70.8431142816541,-55.7513703807269,-50.9609918117257,-36.8812038516833
26-Jan-2025 14:12:11,345,30,0.108720455567042,0.422658350070318,0.0511970284084479,0.100960650543372,0.0940256357192993,0.160800832509994,0.977296694119771,-47.5150684811682,-55.6916184953258,-36.9436095565276,-88.3089589830638,-32.8758167701976,-27.7463564561614,-108.173755174358,-150.082953552408,-87.4537710461046
26-Jan-2025 14:12:54,178,31,-0.050024422754844,0.398013486464818,0.120867267251015,-0.169894069433212,0.0403659659127394,-0.0764448672533035,0.981663306554159,-96.6389785675788,-132.632492402253,-70.7729672466336,-43.8574288643015,-44.8126055281386,-14.1683565540738,-54.0116314772277,-50.1266116017689,-34.4022663976374
26-Jan-2025 14:13:09,220,32,-0.0356549692650636,0.388879815737406,-0.00117910472520938,0.0404397663970788,0.0593186755975087,-0.198388408621152,0.977490524450938,-76.7043227620117,-40.9117085450602,-23.578978136359,-81.6220475181979,-99.3728746426116,-40.1148939296323,-15.6453947553617,-22.7305903275094,-19.3706585788296
26-Jan-2025 14:13:55,227,33,-0.0368321818610032,0.38875297109286,0.078783455491066,-0.241685987512271,0.0298701656361421,-0.211632903416951,0.946523745854696,-116.591430855474,-84.9460046763622,-43.9433899840717,-44.524360700052,-50.0896398080156,-32.6178827855458,-35.0226223675265,-37.4534780107976,-26.2382389976402
26-Jan-2025 14:14:09,273,34,0.0765556946396828,0.402255264918009,0.0426669120788574,0.0620690241456032,0.0315536341319482,0.0766144424676895,0.994626498222351,-58.0053017046401,-31.4663604966152,-18.7116185777255,-77.5585019607625,-37.308969665546,-27.7355983978382,-84.6983649515919,-116.805706693538,-67.4224040225374
26-Jan-2025 14:14:43,149,35,-0.0365210669736067,0.411043945948283,-0.00110560641624033,0.214655656615893,0.0236067457745473,-0.179158087571462,0.959827105204264,-77.3493165619916,-78.1791685988585,-41.4351812047749,-126.015376535202,-103.568091260007,-58.1934890165713,-55.5256085603947,-37.5306955366825,-41.0064934175902
26-Jan-2025 14:14:56,32,36,-0.0286223114778598,0.391811476151148,0.0463675220807393,0.0216773996750514,0.00824754194666942,-0.060137664526701,0.997920592625936,-72.9311459548325,-85.7549461694373,-44.6472355016773,-73.9178337676983,-76.210484793581,-43.9388512949715,-61.4381881412136,-31.7723506528122,-37.5514864872681
26-Jan-2025 14:15:44,183,37,-0.0332359765966733,0.408946651220322,0.0255851397911708,0.177934923768044,0.0116907661159833,-0.241707624991735,0.953823868433634,-91.1808668849662,-79.3868810193672,-46.1004556653191,-125.991452189017,-82.0956824464045,-49.4867884828476,-47.2423399342566,-52.7324405052489,-36.9085023509394
26-Jan-2025 14:15:59,20,38,0.104250638186932,0.436110242207845,0.0709507917364438,-0.0396675936877727,0.0341654491921266,0.357863543430964,0.932304819424947,-66.8195560423867,-85.3652203724029,-48.4291333330203,-39.6989135955028,-15.8840110120107,-15.720460756834,-157.10961875212,-145.431997792435,-82.597788985716
26-Jan-2025 14:17:22,296,39,0.0749461223681768,0.405685251951218,0.055025851726532,-0.0604770546158155,-0.00580207177748283,0.310373914241791,0.948671158154806,-55.2313985611375,-60.3176701383536,-30.7996354070795,-47.3230831088168,-51.4674817849309,-36.540516145772,-127.904441369465,-107.662239901393,-61.7895463306677
26-Jan-2025 14:17:37,16,40,-0.052442055940628,0.442601676781972,-0.0684918597340584,0.346781386931737,0.099697807431221,-0.181965743501981,0.914707918961843,-27.4694877784183,-71.3422481923403,-38.0966904776746,-161.002449174903,-155.479561235879,-90.3313219148478,-64.6834464484232,-61.8832149664259,-40.6847999067857
26-Jan-2025 14:18:21,382,41,0.0388318876425425,0.399015446503957,0.047525043040514,0.0328421088556449,0.0129804527387023,0.0271628718823195,0.999007070064545,-72.3677137488789,-60.8334517522748,-36.7926744292582,-81.156695169111,-59.5515334886429,-38.8722116185428,-83.5434712875119,-92.8453864288907,-58.6699473593285
