date and time,p,x_end_avg,y_end_avg,z_end_avg,qx_end_avg,qy_end_avg,qz_end_avg,qw_end_avg
07-Aug-2024 11:55:15,1,-0.0120535134027402,0.00738948378711939,0.256042593717575,0.00220694790283839,0.000962405937025323,-0.0923928365111351,0.995719663302104
07-Aug-2024 11:55:19,2,-0.0125088268890977,0.00624271609509985,0.255751395225525,0.0021697610616684,0.00139091726547728,-0.0923976023991903,0.995718880494436
07-Aug-2024 11:55:23,3,-0.0124779041235646,0.0063812347749869,0.255779618024826,0.00219129091128707,0.00143704697644959,-0.0923758924007416,0.995720783869425
07-Aug-2024 11:55:27,4,-0.0125118569160501,0.00640070841958125,0.25579409400622,0.00217576641589403,0.00145974090943734,-0.0923623109857241,0.995722047487895
07-Aug-2024 11:55:31,5,-0.0125371368601918,0.00641331650937597,0.255801486968994,0.00214840693709751,0.00146283000552406,-0.0923555503288905,0.995722715059916
07-Aug-2024 11:55:35,6,-0.0121832983568311,0.00584045452997088,0.255753207206726,0.00129506910064568,0.000906311332558592,-0.0923466915885607,0.995725711186727
07-Aug-2024 11:55:39,7,-0.012223251722753,0.00582917360588908,0.255761077006658,0.00128540083921204,0.000899688631761819,-0.0923469752073288,0.995725687344869
07-Aug-2024 11:55:43,8,-0.0122375146796306,0.00584692064051827,0.255766367912292,0.00130437382807334,0.00091394641979908,-0.0923386166493098,0.995726442337036
07-Aug-2024 11:55:47,9,-0.0124355534091592,0.0061705822745959,0.255722073713938,0.00171429575420916,0.00147793741586308,-0.0924282009402911,0.995716806252797
07-Aug-2024 11:55:51,10,-0.0125687874232729,0.00620658829187353,0.255743358532588,0.0016395231631274,0.00141229281046738,-0.0924205516775449,0.995717744032542
07-Aug-2024 11:55:55,11,-0.0125554439301292,0.00615611656879385,0.255749595165253,0.00163976178349306,0.00136575790432592,-0.0924210076530774,0.995717751979828
07-Aug-2024 11:55:59,12,-0.0125520707418521,0.00616299230605364,0.255754069487254,0.00163737957676252,0.00135347921556483,-0.0924227009216944,0.995717624823252
07-Aug-2024 11:56:03,13,-0.0125564082836111,0.00616224709277352,0.255756827195485,0.00163096448717018,0.00135542036344608,-0.0924201081196467,0.995717871189117
07-Aug-2024 11:56:07,14,-0.0125571532795827,0.00616724342107773,0.255758414665858,0.00164014998202523,0.00134217320786168,-0.0924183617035548,0.995718046029409
07-Aug-2024 11:56:11,15,-0.0125615691145261,0.00616663865124186,0.255762133995692,0.00162550927295039,0.00133594415771465,-0.0924187292655309,0.995718030134837
07-Aug-2024 11:56:16,16,-0.0052274772276481,0.00880512564132611,0.255484203497569,0.00823365285371741,-0.00269407321078082,-0.0919994443655014,0.9957213362058
07-Aug-2024 11:56:20,17,-0.00622785734012723,0.0086004658912619,0.255477591355642,0.00799075601001581,-0.0026298880421867,-0.0919688542683919,0.995726378758748
07-Aug-2024 11:56:24,18,-0.00984390992671251,0.0214712804804246,0.255843170483907,0.0192329871157805,0.00428353506140411,-0.0914982095360756,0.995610086123149
07-Aug-2024 11:56:28,19,-0.0258632426460584,0.0389533492426078,0.25713304678599,0.0199587542563677,0.0114854076877236,-0.0910950506726901,0.995575678348541
07-Aug-2024 11:56:33,20,-0.0406673192977905,0.0671878630916278,0.263270548979441,0.0372556584576766,0.0222166941811641,-0.0912255654732386,0.994884153207143
07-Aug-2024 11:56:37,21,-0.0569903368751208,0.0923342833916346,0.271606417496999,0.057956920315822,0.0387075747052828,-0.0894627983371417,0.993548456827799
07-Aug-2024 11:56:42,22,-0.0750089272856712,0.120631594955921,0.284680132071177,0.0777971665064494,0.0528615467250347,-0.0887317314743996,0.991602329413096
07-Aug-2024 11:56:47,23,-0.0848101064562798,0.145932087302208,0.297757903734843,0.0978320077061653,0.0625504824022452,-0.0902420436342557,0.989125339190165
07-Aug-2024 11:56:51,24,-0.0806366518139839,0.172898850838343,0.313564848899841,0.122630153596401,0.0638265567521254,-0.0895100966095924,0.986344091097514
07-Aug-2024 11:56:56,25,-0.0881547595063845,0.191127348939578,0.325703837474187,0.138868335882823,0.0731444065769513,-0.0875481575727463,0.983708798885345
07-Aug-2024 11:57:00,26,-0.0920323327183723,0.209979830185572,0.339403502146403,0.155063904325167,0.0800660689671834,-0.0859639142950376,0.980893214543661
07-Aug-2024 11:57:05,27,-0.100675341486931,0.228734203179677,0.353823590278625,0.170641434192657,0.0874700784683227,-0.0869333217541377,0.977583463986715
07-Aug-2024 11:57:09,28,-0.11074258039395,0.237375730276108,0.361978338162104,0.174860018491745,0.094426574309667,-0.0866906637946765,0.976212112108866
07-Aug-2024 11:57:13,29,-0.119675656159719,0.248654795686404,0.371817781527837,0.180181097984314,0.101147687931856,-0.0839044680198034,0.974814061323802
07-Aug-2024 11:57:17,30,-0.128854862848918,0.259402491648992,0.38142863313357,0.190535257260005,0.111994300285975,-0.0846044500668844,0.97159309387207
07-Aug-2024 11:57:21,31,-0.133304223418236,0.265047631661097,0.387981049219767,0.19546012878418,0.116191887358824,-0.0824116811156273,0.970310171445211
07-Aug-2024 11:57:26,32,-0.128709940115611,0.264293877283732,0.388120563824972,0.194617323080699,0.113569865127405,-0.0778226524591446,0.971169050534566
