dtm_13,dtm_24,de_13,de_24,dl
-5.274059295654296875e+00,-1.042094802856445312e+01,4.779178619384765625e+00,-1.359143066406250000e+01,7.336734771728515625e+00
-6.599067687988281250e+00,-1.126845169067382812e+01,4.326103210449218750e+00,-1.427270507812500000e+01,7.822444915771484375e+00
-6.357688903808593750e+00,-1.141814041137695312e+01,8.733867645263671875e+00,-1.593655776977539062e+01,8.669191360473632812e+00
-8.741313934326171875e+00,-1.157729339599609375e+01,8.912570953369140625e+00,-1.767328643798828125e+01,8.873104095458984375e+00
-6.179695129394531250e+00,-1.201033401489257812e+01,1.012722396850585938e+01,-1.570260238647460938e+01,8.135625839233398438e+00
-3.816028594970703125e+00,-1.321400070190429688e+01,1.049462509155273438e+01,-1.288161087036132812e+01,6.962335586547851562e+00
1.006546020507812500e+00,-1.446408081054687500e+01,6.908191680908203125e+00,-1.017663574218750000e+01,4.527572631835937500e+00
-1.464633941650390625e+00,-1.430235290527343750e+01,6.889839172363281250e+00,-5.412418365478515625e+00,3.737632751464843750e+00
-1.572189331054687500e+00,-1.241698074340820312e+01,2.164287567138671875e+00,-7.348850250244140625e+00,3.222181320190429688e+00
1.049812316894531250e+00,-1.160717010498046875e+01,-8.004226684570312500e-01,-7.626533508300781250e+00,2.451475143432617188e+00
3.058891296386718750e-01,-8.888484954833984375e+00,-3.108901977539062500e-01,-6.005512237548828125e+00,1.128957748413085938e+00
6.194000244140625000e-01,-9.546676635742187500e+00,2.552181243896484375e+00,-3.724994659423828125e+00,7.524261474609375000e-01
1.277770996093750000e-01,-9.574909210205078125e+00,3.580177307128906250e+00,-2.526153564453125000e+00,1.001546859741210938e+00
-2.150806427001953125e+00,-9.686172485351562500e+00,5.637741088867187500e+00,3.637268066406250000e+00,2.169219970703125000e+00
-3.159553527832031250e+00,-7.798553466796875000e+00,9.603340148925781250e+00,3.479385375976562500e+00,2.584728240966796875e+00
