# m0,m1,m2,m3,m4,m5,m6,m7,m8	m9,m10,m11
-3.799786758422851562e+01,-4.615653228759765625e+01,-6.626499938964843750e+01,-1.960890197753906250e+01,-3.574704742431640625e+01,-4.755231857299804688e+01,-1.849510955810546875e+01,-4.330319976806640625e+01,-3.742620468139648438e+01,-2.174966430664062500e+01,-4.225783538818359375e+01,-5.249671173095703125e+01
-2.970839118957519531e+01,-2.673832702636718750e+01,-4.197172546386718750e+01,-2.279403305053710938e+01,-4.313761901855468750e+01,-5.673365020751953125e+01,-2.648609352111816406e+01,-6.267578125000000000e+01,-6.121249389648437500e+01,-1.851521110534667969e+01,-3.388138580322265625e+01,-4.332193756103515625e+01
-3.532811355590820312e+01,-3.206829452514648438e+01,-4.267642593383789062e+01,-1.051651000976562500e+01,-1.288084030151367188e+01,-2.347203063964843750e+01,-2.067756271362304688e+01,-5.606829071044921875e+01,-5.982645416259765625e+01,-3.037454795837402344e+01,-6.354758453369140625e+01,-7.612841033935546875e+01
-3.320397567749023438e+01,-3.014314270019531250e+01,-4.158102416992187500e+01,-1.891684913635253906e+01,-2.673014831542968750e+01,-3.813094329833984375e+01,-2.306111145019531250e+01,-5.893487548828125000e+01,-6.100666046142578125e+01,-2.237210273742675781e+01,-5.074465942382812500e+01,-6.163985443115234375e+01
-3.353596878051757812e+01,-2.784199905395507812e+01,-3.958751296997070312e+01,-1.871074676513671875e+01,-2.838355255126953125e+01,-3.974890899658203125e+01,-2.283026885986328125e+01,-6.135123443603515625e+01,-6.314659500122070312e+01,-2.261401367187500000e+01,-4.930780410766601562e+01,-6.013388824462890625e+01
-4.589761734008789062e+01,-4.232277679443359375e+01,-5.534095001220703125e+01,-1.992749023437500000e+01,-4.160003662109375000e+01,-5.403457641601562500e+01,-1.050098991394042969e+01,-4.724094772338867188e+01,-4.792045593261718750e+01,-2.139029121398925781e+01,-3.575223541259765625e+01,-4.615994262695312500e+01
-4.456241226196289062e+01,-4.497926330566406250e+01,-5.670193862915039062e+01,-1.452651405334472656e+01,-2.441548156738281250e+01,-3.613097381591796875e+01,-1.159560012817382812e+01,-4.419999313354492188e+01,-4.626528930664062500e+01,-2.663882064819335938e+01,-5.246652984619140625e+01,-6.421889495849609375e+01
-3.949890518188476562e+01,-2.904376220703125000e+01,-3.950263977050781250e+01,-1.333761596679687500e+01,-2.832904052734375000e+01,-4.051248168945312500e+01,-1.667959594726562500e+01,-6.041141891479492188e+01,-6.340845489501953125e+01,-2.790620613098144531e+01,-4.908092498779296875e+01,-5.977571105957031250e+01
-4.057091140747070312e+01,-3.748020553588867188e+01,-5.047666168212890625e+01,-1.576165390014648438e+01,-3.855334472656250000e+01,-5.207163238525390625e+01,-1.563338088989257812e+01,-5.219065475463867188e+01,-5.279805755615234375e+01,-2.557558441162109375e+01,-3.876040267944335938e+01,-4.832649993896484375e+01
-3.378477478027343750e+01,-2.835028457641601562e+01,-4.062900543212890625e+01,-1.338282394409179688e+01,-2.963629913330078125e+01,-4.248089218139648438e+01,-2.260626220703125000e+01,-6.122428131103515625e+01,-6.242562484741210938e+01,-2.774937057495117188e+01,-4.768116760253906250e+01,-5.771883773803710938e+01
-4.019372940063476562e+01,-4.597608184814453125e+01,-6.046600723266601562e+01,-2.991504478454589844e+01,-4.694084167480468750e+01,-5.785997009277343750e+01,-1.611363029479980469e+01,-4.335771560668945312e+01,-4.289149856567382812e+01,-1.128558349609375000e+01,-3.054579925537109375e+01,-4.243145751953125000e+01
-3.167182350158691406e+01,-2.437175369262695312e+01,-3.700344848632812500e+01,-1.851162147521972656e+01,-3.573045349121093750e+01,-4.857344436645507812e+01,-2.471089553833007812e+01,-6.489257049560546875e+01,-6.643969726562500000e+01,-2.272798156738281250e+01,-4.181598663330078125e+01,-5.128977203369140625e+01
-3.189924621582031250e+01,-3.320697402954101562e+01,-4.715283966064453125e+01,-2.217012023925781250e+01,-4.072554016113281250e+01,-5.410960388183593750e+01,-2.432857322692871094e+01,-5.639379119873046875e+01,-5.604308319091796875e+01,-1.920022773742675781e+01,-3.645213699340820312e+01,-4.589989852905273438e+01
-4.249969863891601562e+01,-3.855244064331054688e+01,-5.286169052124023438e+01,-2.551072311401367188e+01,-4.489103317260742188e+01,-5.708448791503906250e+01,-1.378935623168945312e+01,-5.055230712890625000e+01,-5.000296783447265625e+01,-1.581319808959960938e+01,-3.277663421630859375e+01,-4.320839309692382812e+01
-4.329698944091796875e+01,-4.699732208251953125e+01,-6.153273773193359375e+01,-1.859046173095703125e+01,-3.410468292236328125e+01,-4.643653106689453125e+01,-1.326407623291015625e+01,-4.248473358154296875e+01,-4.199910354614257812e+01,-2.279193878173828125e+01,-4.328676986694335938e+01,-5.399464416503906250e+01
-3.732363128662109375e+01,-4.405992889404296875e+01,-5.827240753173828125e+01,-1.547288894653320312e+01,-4.646807479858398438e+01,-6.019886016845703125e+01,-1.876331710815429688e+01,-4.536652374267578125e+01,-4.488082122802734375e+01,-2.578186225891113281e+01,-3.071207046508789062e+01,-3.960924148559570312e+01
-3.099298858642578125e+01,-2.859110641479492188e+01,-3.959532928466796875e+01,-1.075013351440429688e+01,-1.612086486816406250e+01,-2.762425613403320312e+01,-2.506551933288574219e+01,-6.040721130371093750e+01,-6.354024505615234375e+01,-3.025577545166015625e+01,-6.087830352783203125e+01,-7.216552734375000000e+01
-2.944788360595703125e+01,-2.433134078979492188e+01,-3.730514526367187500e+01,-2.093346405029296875e+01,-3.561868667602539062e+01,-4.849921798706054688e+01,-2.696992683410644531e+01,-6.497158050537109375e+01,-6.604767608642578125e+01,-2.039374351501464844e+01,-4.161912155151367188e+01,-5.152240753173828125e+01
-3.250745391845703125e+01,-4.245663452148437500e+01,-5.693753051757812500e+01,-1.916634750366210938e+01,-3.516252136230468750e+01,-4.764634323120117188e+01,-2.389666366577148438e+01,-4.692694854736328125e+01,-4.646482849121093750e+01,-2.228374862670898438e+01,-4.249277496337890625e+01,-5.265815353393554688e+01
-3.368404769897460938e+01,-4.306502151489257812e+01,-5.785075378417968750e+01,-2.996034049987792969e+01,-4.380712890625000000e+01,-5.492305755615234375e+01,-2.243737030029296875e+01,-4.601835632324218750e+01,-4.548204040527343750e+01,-1.109700775146484375e+01,-3.380462265014648438e+01,-4.526009750366210938e+01
-3.111749076843261719e+01,-2.411944961547851562e+01,-3.789705657958984375e+01,-3.138407707214355469e+01,-4.994749450683593750e+01,-6.278637695312500000e+01,-2.514120483398437500e+01,-6.539523315429687500e+01,-6.522241973876953125e+01,-9.919631958007812500e+00,-2.760646438598632812e+01,-3.763183212280273438e+01
-4.305600357055664062e+01,-3.367616271972656250e+01,-4.592614364624023438e+01,-1.818838310241699219e+01,-3.547976303100585938e+01,-4.853017425537109375e+01,-1.335084342956542969e+01,-5.591532897949218750e+01,-5.751551055908203125e+01,-2.311223983764648438e+01,-4.184136962890625000e+01,-5.169274139404296875e+01
-4.202956390380859375e+01,-3.556161117553710938e+01,-4.830653381347656250e+01,-2.545236968994140625e+01,-4.038524627685546875e+01,-5.244978332519531250e+01,-1.425572967529296875e+01,-5.357336425781250000e+01,-5.449742126464843750e+01,-1.582949066162109375e+01,-3.735537719726562500e+01,-4.788844680786132812e+01
-4.559334945678710938e+01,-3.578605270385742188e+01,-4.656226348876953125e+01,-1.971381950378417969e+01,-3.552526473999023438e+01,-4.826124954223632812e+01,-1.083996582031250000e+01,-5.387618255615234375e+01,-5.703966522216796875e+01,-2.155547714233398438e+01,-4.207680892944335938e+01,-5.212738037109375000e+01
-3.463905715942382812e+01,-4.035434341430664062e+01,-5.406998825073242188e+01,-1.888153266906738281e+01,-3.472928619384765625e+01,-4.749679183959960938e+01,-2.168862915039062500e+01,-4.921205139160156250e+01,-4.934621810913085938e+01,-2.255546569824218750e+01,-4.293048858642578125e+01,-5.283074188232421875e+01
-3.165647888183593750e+01,-3.118307113647460938e+01,-4.329661178588867188e+01,-1.351919555664062500e+01,-2.348942947387695312e+01,-3.581024932861328125e+01,-2.468536376953125000e+01,-5.837595367431640625e+01,-5.986134719848632812e+01,-2.770017051696777344e+01,-5.383734893798828125e+01,-6.451550292968750000e+01
-2.692358779907226562e+01,-3.005417251586914062e+01,-4.433728790283203125e+01,-1.807704353332519531e+01,-4.131015777587890625e+01,-5.502520751953125000e+01,-2.929901695251464844e+01,-5.962071609497070312e+01,-5.884416961669921875e+01,-2.326156616210937500e+01,-3.598620223999023438e+01,-4.525617980957031250e+01
